71	16	3	-1
82	0	0	-1
63	19	4	-1
85	25	7	-1
77	1	0	-1
50	1	0	-1
69	27	7	-1
37	7	1	-1
42	15	3	-1
75	16	3	-1
77	6	1	-1
52	10	2	-1
78	25	7	-1
30	12	3	-1
69	27	7	-1
78	7	1	-1
50	35	8	-1
82	26	7	-1
76	27	7	-1
86	4	0	-1
51	17	3	-1
60	19	4	-1
82	25	7	-1
85	21	5	-1
37	20	5	-1
37	11	2	-1
86	19	4	-1
76	21	5	-1
66	11	2	-1
86	0	0	-1
82	25	7	-1
87	11	2	-1
76	21	5	-1
82	7	1	-1
83	10	2	-1
77	8	1	-1
37	11	2	-1
76	21	5	-1
47	30	8	-1
66	19	4	-1
85	25	7	-1
78	18	4	-1
72	16	3	-1
78	11	2	-1
36	18	4	-1
84	7	1	-1
66	27	7	-1
79	21	5	-1
73	21	5	-1
46	33	8	-1
66	6	1	-1
84	7	1	-1
84	7	1	-1
82	26	7	-1
81	10	2	-1
79	25	7	-1
73	25	7	-1
83	19	4	-1
82	0	0	-1
29	22	5	-1
84	5	0	-1
83	26	7	-1
73	12	3	-1
57	20	5	-1
73	11	2	-1
65	4	0	-1
49	2	0	-1
69	27	7	-1
83	35	8	-1
67	1	0	-1
81	11	2	-1
82	0	0	-1
76	27	7	-1
38	27	7	-1
78	8	1	-1
76	22	5	-1
78	11	2	-1
74	15	3	-1
69	20	5	-1
51	23	6	-1
55	20	5	-1
73	11	2	-1
33	31	8	-1
66	27	7	-1
66	11	2	-1
83	11	2	-1
51	5	0	-1
62	1	0	-1
66	19	4	-1
49	22	5	-1
35	33	8	-1
66	27	7	-1
80	12	3	-1
56	2	0	-1
66	26	7	-1
76	20	5	-1
63	10	2	-1
43	34	8	-1
38	22	5	-1
37	8	1	-1
71	35	8	-1
69	27	7	-1
37	19	4	-1
51	1	0	-1
86	0	0	-1
38	6	1	-1
87	1	0	-1
67	3	0	-1
82	26	7	-1
37	7	1	-1
78	7	1	-1
38	16	3	-1
79	25	7	-1
84	5	0	-1
82	0	0	-1
73	25	7	-1
79	21	5	-1
76	27	7	-1
76	27	7	-1
75	10	2	-1
76	27	7	-1
84	11	2	-1
80	35	8	-1
86	0	0	-1
31	14	3	-1
69	1	0	-1
79	2	0	-1
59	20	5	-1
69	26	7	-1
77	8	1	-1
66	27	7	-1
85	26	7	-1
78	14	3	-1
86	0	0	-1
38	2	0	-1
60	30	8	-1
56	22	5	-1
73	25	7	-1
66	6	1	-1
38	26	7	-1
81	11	2	-1
76	27	7	-1
66	27	7	-1
87	8	1	-1
78	21	5	-1
79	26	7	-1
77	6	1	-1
82	1	0	-1
77	6	1	-1
73	25	7	-1
66	8	1	-1
37	19	4	-1
76	21	5	-1
66	7	1	-1
82	6	1	-1
67	5	0	-1
78	7	1	-1
87	2	0	-1
74	12	3	-1
83	19	4	-1
66	6	1	-1
76	26	7	-1
67	20	5	-1
76	26	7	-1
83	26	7	-1
75	34	8	-1
85	2	0	-1
57	1	0	-1
77	21	5	-1
60	16	3	-1
77	7	1	-1
66	27	7	-1
83	26	7	-1
78	8	1	-1
86	0	0	-1
79	21	5	-1
76	35	8	-1
78	25	7	-1
76	3	0	-1
82	6	1	-1
82	12	3	-1
82	0	0	-1
36	35	8	-1
49	16	3	-1
87	11	2	-1
80	19	4	-1
73	4	0	-1
79	26	7	-1
76	6	1	-1
82	6	1	-1
38	27	7	-1
76	27	7	-1
68	15	3	-1
66	27	7	-1
76	35	8	-1
79	12	3	-1
73	21	5	-1
78	21	5	-1
83	21	5	-1
58	2	0	-1
66	6	1	-1
35	33	8	-1
57	20	5	-1
