33	16	4	-1
53	0	1	-1
85	19	7	-1
89	25	3	-1
79	1	7	-1
29	1	7	-1
33	27	1	-1
57	7	3	-1
34	15	8	-1
88	16	8	-1
67	6	8	-1
49	10	0	-1
54	25	2	-1
29	12	5	-1
40	27	1	-1
72	7	6	-1
87	28	3	-1
54	35	6	-1
88	26	3	-1
54	27	5	-1
30	4	3	-1
56	17	4	-1
71	19	0	-1
36	25	3	-1
31	21	4	-1
62	20	3	-1
46	11	6	-1
34	19	3	-1
36	21	6	-1
53	11	1	-1
45	0	7	-1
68	25	3	-1
64	11	6	-1
66	21	6	-1
55	7	8	-1
58	10	7	-1
41	8	6	-1
86	11	1	-1
82	21	1	-1
39	30	0	-1
46	19	3	-1
90	25	4	-1
61	18	7	-1
92	16	1	-1
39	11	7	-1
72	18	0	-1
89	7	2	-1
70	27	4	-1
61	21	7	-1
43	21	3	-1
74	33	2	-1
53	6	4	-1
48	7	8	-1
41	7	8	-1
43	26	1	-1
55	10	7	-1
92	25	4	-1
63	25	2	-1
45	19	1	-1
37	0	5	-1
39	28	8	-1
31	22	4	-1
47	5	3	-1
75	26	5	-1
59	12	7	-1
44	20	4	-1
47	11	5	-1
43	4	1	-1
31	2	6	-1
89	28	0	-1
61	27	5	-1
63	35	2	-1
60	28	5	-1
74	1	1	-1
76	11	4	-1
38	0	4	-1
37	27	6	-1
62	27	3	-1
78	28	3	-1
69	8	2	-1
45	22	1	-1
56	11	1	-1
57	15	7	-1
47	20	3	-1
60	23	4	-1
85	20	6	-1
43	11	8	-1
36	31	4	-1
71	27	0	-1
54	11	1	-1
34	11	5	-1
44	5	2	-1
42	1	8	-1
59	19	0	-1
39	22	0	-1
78	33	1	-1
55	27	2	-1
57	12	2	-1
40	2	8	-1
54	26	3	-1
61	28	0	-1
52	20	8	-1
30	10	6	-1
69	34	5	-1
36	22	4	-1
89	8	7	-1
56	35	1	-1
74	27	2	-1
91	27	8	-1
54	19	6	-1
91	28	6	-1
75	1	7	-1
29	0	6	-1
56	6	3	-1
38	1	1	-1
80	3	2	-1
50	26	5	-1
53	28	5	-1
65	7	6	-1
73	7	0	-1
83	16	1	-1
58	25	3	-1
90	5	5	-1
77	28	3	-1
43	0	8	-1
45	25	5	-1
63	21	8	-1
42	27	6	-1
39	27	0	-1
54	10	0	-1
56	27	1	-1
86	28	2	-1
68	11	6	-1
58	35	4	-1
46	0	6	-1
59	14	7	-1
31	1	8	-1
45	2	1	-1
54	28	3	-1
37	28	5	-1
36	20	4	-1
70	26	8	-1
74	8	0	-1
86	27	5	-1
45	26	5	-1
58	14	8	-1
70	0	3	-1
30	2	7	-1
43	30	3	-1
43	22	0	-1
46	25	8	-1
83	6	3	-1
52	26	4	-1
69	28	0	-1
52	11	6	-1
68	27	8	-1
41	27	8	-1
64	8	8	-1
38	21	3	-1
77	26	0	-1
33	6	2	-1
43	1	6	-1
62	6	4	-1
49	25	2	-1
52	8	3	-1
58	19	8	-1
40	21	1	-1
62	7	2	-1
51	6	7	-1
30	5	1	-1
51	7	3	-1
73	2	8	-1
32	12	0	-1
65	19	7	-1
32	28	2	-1
70	6	0	-1
86	26	4	-1
74	20	4	-1
46	26	2	-1
68	26	8	-1
77	34	1	-1
75	2	6	-1
83	1	2	-1
54	21	2	-1
59	16	0	-1
76	7	6	-1
72	27	3	-1
87	26	0	-1
49	8	2	-1
76	0	5	-1
45	21	1	-1
57	35	1	-1
38	25	0	-1
39	3	7	-1
61	6	6	-1
56	28	0	-1
56	12	5	-1
47	0	4	-1
59	35	7	-1
45	28	1	-1
32	16	2	-1
44	11	3	-1
44	19	3	-1
41	4	2	-1
73	26	1	-1
34	6	5	-1
74	6	4	-1
65	27	3	-1
36	27	4	-1
59	15	5	-1
50	27	2	-1
61	35	1	-1
42	28	4	-1
49	12	7	-1
65	21	6	-1
60	21	0	-1
78	6	0	-1
81	21	4	-1
