29	21	20	17	3	26	10	25	2	15	11	12	1	8	28	27	6	0	19	50	22	14	32	16	13	7	88	35	18	52	76	86	61	4	33	66	77	23	73	53	65	74	24	34	36	69	43	45	9	92	37	40	51	59	81	5	41	30	38	82	48	31	67	78	84	90	55	62	89	56	58	54	44	46	71	68	64	72	60	79	75	85	91	39	49	80	47	70	87	57	83	42	
29	21	0.006201550387596899
29	20	0.004651162790697674
29	17	0.004651162790697674
29	3	0.0015503875968992248
29	26	0.0031007751937984496
29	10	0.006201550387596899
29	25	0.0031007751937984496
29	2	0.006201550387596899
29	15	0.0031007751937984496
29	11	0.004651162790697674
29	12	0.0031007751937984496
29	1	0.0015503875968992248
29	8	0.0015503875968992248
29	28	0.0031007751937984496
29	27	0.0031007751937984496
29	6	0.0031007751937984496
29	0	0.0031007751937984496
29	19	0.0031007751937984496
29	50	0.0015503875968992248
29	88	0.0015503875968992248
29	22	0.006201550387596899
29	13	0.0031007751937984496
29	16	0.0015503875968992248
29	35	0.0015503875968992248
29	18	0.0015503875968992248
29	52	0.0015503875968992248
29	76	0.0015503875968992248
29	86	0.0015503875968992248
29	61	0.0015503875968992248
29	4	0.0015503875968992248
50	21	0.0625
50	22	0.09375
50	25	0.0625
50	6	0.125
50	0	0.0625
50	14	0.03125
50	32	0.0625
50	27	0.0625
50	28	0.0625
50	36	0.03125
50	2	0.03125
50	30	0.03125
50	61	0.03125
50	15	0.0625
50	34	0.03125
50	31	0.03125
50	9	0.03125
50	16	0.03125
50	5	0.03125
50	57	0.03125
50	78	0.03125
32	16	0.06521739130434782
32	25	0.08695652173913043
32	19	0.043478260869565216
32	28	0.10869565217391304
32	8	0.06521739130434782
32	22	0.06521739130434782
32	0	0.021739130434782608
32	14	0.021739130434782608
32	13	0.043478260869565216
32	12	0.043478260869565216
32	7	0.043478260869565216
32	26	0.043478260869565216
32	11	0.021739130434782608
32	1	0.021739130434782608
32	29	0.021739130434782608
32	3	0.06521739130434782
32	86	0.021739130434782608
32	61	0.021739130434782608
32	10	0.021739130434782608
32	18	0.043478260869565216
32	76	0.021739130434782608
32	51	0.021739130434782608
32	41	0.021739130434782608
32	2	0.021739130434782608
32	40	0.021739130434782608
35	28	0.043478260869565216
35	6	0.043478260869565216
35	15	0.043478260869565216
35	20	0.043478260869565216
35	0	0.06521739130434782
35	18	0.043478260869565216
35	12	0.06521739130434782
35	22	0.06521739130434782
35	19	0.043478260869565216
35	26	0.021739130434782608
35	8	0.043478260869565216
35	27	0.021739130434782608
35	7	0.043478260869565216
35	11	0.043478260869565216
35	10	0.043478260869565216
35	21	0.043478260869565216
35	9	0.043478260869565216
35	74	0.021739130434782608
35	16	0.021739130434782608
35	68	0.021739130434782608
35	56	0.021739130434782608
35	30	0.021739130434782608
35	3	0.021739130434782608
35	52	0.021739130434782608
35	1	0.021739130434782608
35	75	0.021739130434782608
35	88	0.021739130434782608
35	13	0.021739130434782608
76	0	0.015151515151515152
76	32	0.045454545454545456
76	19	0.06060606060606061
76	11	0.030303030303030304
76	28	0.030303030303030304
76	7	0.030303030303030304
76	8	0.030303030303030304
76	2	0.030303030303030304
76	27	0.18181818181818182
76	6	0.10606060606060606
76	25	0.10606060606060606
