(55, 35, 3)	nan
(55, 35, 5)	nan
(55, 64, 7)	(64, 29, 8)	(29, 35, 1)	nan
(55, 64, 7)	(64, 29, 8)	(29, 35, 1)	nan
(55, 64, 7)	(64, 29, 4)	(29, 35, 1)	nan
(55, 64, 7)	(64, 29, 6)	(29, 35, 1)	nan
(55, 64, 7)	(64, 60, 3)	(60, 35, 8)	nan
(55, 64, 7)	(64, 60, 3)	(60, 35, 8)	nan
(55, 64, 7)	(64, 74, 7)	(74, 35, 7)	nan
(55, 30, 8)	(30, 60, 7)	(60, 35, 8)	nan
(55, 30, 8)	(30, 60, 7)	(60, 35, 8)	nan
(55, 30, 8)	(30, 60, 0)	(60, 35, 8)	nan
(55, 30, 8)	(30, 60, 0)	(60, 35, 8)	nan
(55, 30, 8)	(30, 34, 8)	(34, 35, 8)	nan
(55, 30, 8)	(30, 85, 0)	(85, 35, 1)	nan
(55, 44, 1)	(44, 29, 8)	(29, 35, 1)	nan
(55, 44, 1)	(44, 85, 0)	(85, 35, 1)	nan
(55, 44, 1)	(44, 63, 0)	(63, 35, 8)	nan
(55, 44, 1)	(44, 63, 0)	(63, 35, 8)	nan
(55, 44, 1)	(44, 63, 0)	(63, 35, 7)	nan
(55, 44, 1)	(44, 63, 0)	(63, 35, 3)	nan
(55, 44, 1)	(44, 74, 7)	(74, 35, 7)	nan
(55, 50, 7)	(50, 61, 5)	(61, 35, 8)	nan
(55, 50, 7)	(50, 61, 5)	(61, 35, 7)	nan
(55, 50, 7)	(50, 34, 8)	(34, 35, 8)	nan
(55, 50, 7)	(50, 31, 7)	(31, 35, 8)	nan
(55, 50, 7)	(50, 57, 3)	(57, 35, 8)	nan
(55, 50, 7)	(50, 57, 3)	(57, 35, 8)	nan
(55, 50, 7)	(50, 57, 3)	(57, 35, 0)	nan
(55, 50, 7)	(50, 78, 8)	(78, 35, 8)	nan
(55, 65, 7)	(65, 35, 1)	nan
(55, 65, 7)	(65, 41, 0)	(41, 35, 8)	nan
(55, 65, 7)	(65, 41, 5)	(41, 35, 8)	nan
(55, 65, 7)	(65, 60, 1)	(60, 35, 8)	nan
(55, 65, 7)	(65, 60, 1)	(60, 35, 8)	nan
(55, 81, 3)	(81, 29, 8)	(29, 35, 1)	nan
(55, 81, 3)	(81, 29, 7)	(29, 35, 1)	nan
(55, 81, 3)	(81, 29, 1)	(29, 35, 1)	nan
(55, 81, 3)	(81, 76, 0)	(76, 35, 8)	nan
(55, 81, 3)	(81, 76, 0)	(76, 35, 8)	nan
(55, 81, 3)	(81, 85, 0)	(85, 35, 1)	nan
(55, 81, 3)	(81, 57, 7)	(57, 35, 8)	nan
(55, 81, 3)	(81, 57, 7)	(57, 35, 8)	nan
(55, 81, 3)	(81, 57, 7)	(57, 35, 0)	nan
