(44, 2, 0)	nan
(44, 30, 8)	(30, 2, 0)	nan
(44, 30, 8)	(30, 60, 7)	(60, 2, 0)	nan
(44, 30, 8)	(30, 60, 0)	(60, 2, 0)	nan
(44, 30, 8)	(30, 75, 7)	(75, 2, 0)	nan
(44, 30, 8)	(30, 75, 7)	(75, 2, 5)	nan
(44, 30, 8)	(30, 88, 5)	(88, 2, 0)	nan
(44, 30, 8)	(30, 88, 5)	(88, 2, 6)	nan
(44, 30, 8)	(30, 34, 8)	(34, 2, 0)	nan
(44, 30, 8)	(30, 34, 8)	(34, 2, 0)	nan
(44, 30, 8)	(30, 34, 8)	(34, 2, 0)	nan
(44, 29, 8)	(29, 2, 0)	nan
(44, 29, 8)	(29, 2, 0)	nan
(44, 29, 8)	(29, 2, 8)	nan
(44, 29, 8)	(29, 2, 7)	nan
(44, 29, 8)	(29, 50, 5)	(50, 2, 0)	nan
(44, 29, 8)	(29, 88, 0)	(88, 2, 0)	nan
(44, 29, 8)	(29, 88, 0)	(88, 2, 6)	nan
(44, 29, 8)	(29, 52, 7)	(52, 2, 0)	nan
(44, 29, 8)	(29, 52, 7)	(52, 2, 0)	nan
(44, 29, 8)	(29, 76, 3)	(76, 2, 0)	nan
(44, 29, 8)	(29, 76, 3)	(76, 2, 0)	nan
(44, 29, 8)	(29, 86, 1)	(86, 2, 0)	nan
(44, 85, 0)	(85, 33, 8)	(33, 2, 0)	nan
(44, 85, 0)	(85, 33, 8)	(33, 2, 3)	nan
(44, 85, 0)	(85, 33, 4)	(33, 2, 0)	nan
(44, 85, 0)	(85, 33, 4)	(33, 2, 3)	nan
(44, 85, 0)	(85, 37, 3)	(37, 2, 0)	nan
(44, 71, 0)	(71, 34, 8)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 8)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 8)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 8)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 8)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 8)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 1)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 1)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 1)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 1)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 1)	(34, 2, 0)	nan
(44, 71, 0)	(71, 34, 1)	(34, 2, 0)	nan
(44, 71, 0)	(71, 74, 7)	(74, 2, 0)	nan
(44, 71, 0)	(71, 74, 7)	(74, 2, 0)	nan
(44, 71, 0)	(71, 31, 7)	(31, 2, 0)	nan
(44, 71, 0)	(71, 31, 7)	(31, 2, 0)	nan
(44, 71, 0)	(71, 31, 7)	(31, 2, 1)	nan
(44, 71, 0)	(71, 31, 7)	(31, 2, 7)	nan
(44, 63, 0)	(63, 33, 7)	(33, 2, 0)	nan
(44, 63, 0)	(63, 33, 7)	(33, 2, 3)	nan
(44, 63, 0)	(63, 33, 8)	(33, 2, 0)	nan
(44, 63, 0)	(63, 33, 8)	(33, 2, 3)	nan
(44, 63, 0)	(63, 33, 8)	(33, 2, 0)	nan
