(56, 35, 8)	(35, 21, 5)	nan
(56, 35, 8)	(35, 21, 3)	nan
(56, 35, 8)	(35, 74, 5)	(74, 21, 5)	nan
(56, 35, 8)	(35, 74, 5)	(74, 21, 0)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 7)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 2)	nan
(56, 35, 8)	(35, 30, 8)	(30, 21, 5)	nan
(56, 35, 8)	(35, 30, 8)	(30, 21, 3)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 8)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 4)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 0)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 4)	nan
(56, 35, 8)	(35, 21, 5)	nan
(56, 35, 8)	(35, 21, 3)	nan
(56, 35, 8)	(35, 74, 5)	(74, 21, 5)	nan
(56, 35, 8)	(35, 74, 5)	(74, 21, 0)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 7)	nan
(56, 35, 8)	(35, 68, 7)	(68, 21, 2)	nan
(56, 35, 8)	(35, 30, 8)	(30, 21, 5)	nan
(56, 35, 8)	(35, 30, 8)	(30, 21, 3)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 8)	nan
(56, 35, 8)	(35, 52, 3)	(52, 21, 4)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 0)	nan
(56, 35, 8)	(35, 75, 7)	(75, 21, 4)	nan
(56, 35, 4)	(35, 21, 5)	nan
(56, 35, 4)	(35, 21, 3)	nan
(56, 35, 4)	(35, 74, 5)	(74, 21, 5)	nan
(56, 35, 4)	(35, 74, 5)	(74, 21, 0)	nan
(56, 35, 4)	(35, 68, 7)	(68, 21, 5)	nan
(56, 35, 4)	(35, 68, 7)	(68, 21, 5)	nan
(56, 35, 4)	(35, 68, 7)	(68, 21, 7)	nan
(56, 35, 4)	(35, 68, 7)	(68, 21, 2)	nan
(56, 35, 4)	(35, 30, 8)	(30, 21, 5)	nan
(56, 35, 4)	(35, 30, 8)	(30, 21, 3)	nan
(56, 35, 4)	(35, 52, 3)	(52, 21, 5)	nan
(56, 35, 4)	(35, 52, 3)	(52, 21, 5)	nan
(56, 35, 4)	(35, 52, 3)	(52, 21, 8)	nan
(56, 35, 4)	(35, 52, 3)	(52, 21, 4)	nan
(56, 35, 4)	(35, 75, 7)	(75, 21, 5)	nan
