(53, 10, 7)	nan
(53, 34, 3)	(34, 10, 2)	nan
(53, 34, 3)	(34, 59, 7)	(59, 10, 2)	nan
(53, 34, 3)	(34, 59, 7)	(59, 10, 3)	nan
(53, 34, 3)	(34, 59, 3)	(59, 10, 2)	nan
(53, 34, 3)	(34, 59, 3)	(59, 10, 3)	nan
(53, 34, 3)	(34, 59, 3)	(59, 10, 2)	nan
(53, 34, 3)	(34, 59, 3)	(59, 10, 3)	nan
(53, 34, 3)	(34, 70, 3)	(70, 10, 2)	nan
(53, 34, 3)	(34, 41, 7)	(41, 10, 2)	nan
(53, 34, 3)	(34, 41, 7)	(41, 10, 2)	nan
(53, 34, 3)	(34, 41, 7)	(41, 10, 2)	nan
(53, 34, 3)	(34, 41, 7)	(41, 10, 2)	nan
(53, 34, 3)	(34, 33, 8)	(33, 10, 2)	nan
(53, 34, 3)	(34, 35, 8)	(35, 10, 2)	nan
(53, 34, 3)	(34, 35, 8)	(35, 10, 5)	nan
(53, 86, 2)	(86, 33, 8)	(33, 10, 2)	nan
(53, 86, 2)	(86, 33, 8)	(33, 10, 2)	nan
(53, 86, 2)	(86, 33, 3)	(33, 10, 2)	nan
(53, 86, 2)	(86, 66, 2)	(66, 10, 2)	nan
(53, 86, 2)	(86, 73, 3)	(73, 10, 2)	nan
(53, 86, 2)	(86, 73, 3)	(73, 10, 7)	nan
(53, 86, 2)	(86, 65, 8)	(65, 10, 2)	nan
(53, 86, 2)	(86, 74, 7)	(74, 10, 2)	nan
(53, 86, 2)	(86, 74, 7)	(74, 10, 7)	nan
(53, 86, 2)	(86, 61, 5)	(61, 10, 2)	nan
(53, 86, 2)	(86, 61, 5)	(61, 10, 2)	nan
(53, 85, 3)	(85, 33, 8)	(33, 10, 2)	nan
(53, 85, 3)	(85, 33, 4)	(33, 10, 2)	nan
(53, 85, 3)	(85, 10, 2)	nan
(53, 85, 3)	(85, 35, 1)	(35, 10, 2)	nan
(53, 85, 3)	(85, 35, 1)	(35, 10, 5)	nan
(53, 74, 3)	(74, 33, 8)	(33, 10, 2)	nan
(53, 74, 3)	(74, 33, 7)	(33, 10, 2)	nan
(53, 74, 3)	(74, 10, 2)	nan
(53, 74, 3)	(74, 10, 7)	nan
(53, 74, 3)	(74, 76, 5)	(76, 10, 2)	nan
(53, 74, 3)	(74, 35, 7)	(35, 10, 2)	nan
(53, 74, 3)	(74, 35, 7)	(35, 10, 5)	nan
(53, 74, 3)	(74, 29, 8)	(29, 10, 2)	nan
(53, 74, 3)	(74, 29, 8)	(29, 10, 2)	nan
(53, 74, 3)	(74, 29, 8)	(29, 10, 5)	nan
(53, 74, 3)	(74, 29, 8)	(29, 10, 4)	nan
(53, 57, 2)	(57, 35, 8)	(35, 10, 2)	nan
(53, 57, 2)	(57, 35, 8)	(35, 10, 5)	nan
(53, 57, 2)	(57, 35, 8)	(35, 10, 2)	nan
(53, 57, 2)	(57, 35, 8)	(35, 10, 5)	nan
(53, 57, 2)	(57, 35, 0)	(35, 10, 2)	nan
(53, 57, 2)	(57, 35, 0)	(35, 10, 5)	nan
(53, 57, 2)	(57, 71, 3)	(71, 10, 2)	nan
