(49, 41, 2)	(41, 6, 1)	nan
(49, 41, 2)	(41, 6, 1)	nan
(49, 41, 2)	(41, 6, 0)	nan
(49, 41, 2)	(41, 6, 2)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 6, 1)	nan
(49, 41, 2)	(41, 31, 8)	(31, 6, 1)	nan
(49, 41, 2)	(41, 31, 8)	(31, 6, 8)	nan
(49, 41, 2)	(41, 67, 7)	(67, 6, 1)	nan
(49, 41, 2)	(41, 67, 7)	(67, 6, 5)	nan
(49, 41, 2)	(41, 29, 5)	(29, 6, 1)	nan
(49, 41, 2)	(41, 29, 5)	(29, 6, 2)	nan
(49, 41, 2)	(41, 76, 0)	(76, 6, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 6, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 6, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 6, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 6, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 6, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 6, 1)	nan
(49, 41, 2)	(41, 45, 0)	(45, 6, 1)	nan
(49, 41, 2)	(41, 45, 0)	(45, 6, 3)	nan
(49, 41, 2)	(41, 34, 8)	(34, 6, 1)	nan
(49, 41, 2)	(41, 34, 8)	(34, 6, 6)	nan
(49, 41, 2)	(41, 35, 8)	(35, 6, 1)	nan
(49, 41, 2)	(41, 35, 8)	(35, 6, 1)	nan
(49, 58, 3)	(58, 35, 8)	(35, 6, 1)	nan
(49, 58, 3)	(58, 35, 8)	(35, 6, 1)	nan
(49, 58, 3)	(58, 35, 2)	(35, 6, 1)	nan
(49, 58, 3)	(58, 35, 2)	(35, 6, 1)	nan
(49, 58, 3)	(58, 6, 1)	nan
(49, 58, 3)	(58, 90, 3)	(90, 6, 0)	nan
(49, 58, 3)	(58, 54, 7)	(54, 6, 1)	nan
(49, 58, 3)	(58, 54, 7)	(54, 6, 1)	nan
(49, 58, 3)	(58, 54, 7)	(54, 6, 7)	nan
