(81, 29, 8)	(29, 8, 1)	nan
(81, 29, 8)	(29, 88, 0)	(88, 8, 1)	nan
(81, 29, 8)	(29, 88, 0)	(88, 8, 1)	nan
(81, 29, 8)	(29, 35, 1)	(35, 8, 1)	nan
(81, 29, 8)	(29, 35, 1)	(35, 8, 4)	nan
(81, 29, 8)	(29, 52, 7)	(52, 8, 1)	nan
(81, 29, 8)	(29, 52, 7)	(52, 8, 5)	nan
(81, 29, 8)	(29, 52, 7)	(52, 8, 3)	nan
(81, 29, 8)	(29, 76, 3)	(76, 8, 1)	nan
(81, 29, 8)	(29, 76, 3)	(76, 8, 1)	nan
(81, 29, 8)	(29, 61, 7)	(61, 8, 1)	nan
(81, 29, 8)	(29, 61, 7)	(61, 8, 1)	nan
(81, 29, 8)	(29, 61, 7)	(61, 8, 3)	nan
(81, 29, 8)	(29, 61, 7)	(61, 8, 0)	nan
(81, 29, 7)	(29, 8, 1)	nan
(81, 29, 7)	(29, 88, 0)	(88, 8, 1)	nan
(81, 29, 7)	(29, 88, 0)	(88, 8, 1)	nan
(81, 29, 7)	(29, 35, 1)	(35, 8, 1)	nan
(81, 29, 7)	(29, 35, 1)	(35, 8, 4)	nan
(81, 29, 7)	(29, 52, 7)	(52, 8, 1)	nan
(81, 29, 7)	(29, 52, 7)	(52, 8, 5)	nan
(81, 29, 7)	(29, 52, 7)	(52, 8, 3)	nan
(81, 29, 7)	(29, 76, 3)	(76, 8, 1)	nan
(81, 29, 7)	(29, 76, 3)	(76, 8, 1)	nan
(81, 29, 7)	(29, 61, 7)	(61, 8, 1)	nan
(81, 29, 7)	(29, 61, 7)	(61, 8, 1)	nan
(81, 29, 7)	(29, 61, 7)	(61, 8, 3)	nan
(81, 29, 7)	(29, 61, 7)	(61, 8, 0)	nan
(81, 29, 1)	(29, 8, 1)	nan
(81, 29, 1)	(29, 88, 0)	(88, 8, 1)	nan
(81, 29, 1)	(29, 88, 0)	(88, 8, 1)	nan
(81, 29, 1)	(29, 35, 1)	(35, 8, 1)	nan
(81, 29, 1)	(29, 35, 1)	(35, 8, 4)	nan
(81, 29, 1)	(29, 52, 7)	(52, 8, 1)	nan
(81, 29, 1)	(29, 52, 7)	(52, 8, 5)	nan
(81, 29, 1)	(29, 52, 7)	(52, 8, 3)	nan
(81, 29, 1)	(29, 76, 3)	(76, 8, 1)	nan
(81, 29, 1)	(29, 76, 3)	(76, 8, 1)	nan
(81, 29, 1)	(29, 61, 7)	(61, 8, 1)	nan
(81, 29, 1)	(29, 61, 7)	(61, 8, 1)	nan
(81, 29, 1)	(29, 61, 7)	(61, 8, 3)	nan
(81, 29, 1)	(29, 61, 7)	(61, 8, 0)	nan
(81, 8, 1)	nan
(81, 76, 0)	(76, 32, 8)	(32, 8, 1)	nan
(81, 76, 0)	(76, 32, 8)	(32, 8, 1)	nan
(81, 76, 0)	(76, 32, 8)	(32, 8, 5)	nan
(81, 76, 0)	(76, 32, 8)	(32, 8, 1)	nan
