(76, 32, 8)	(32, 29, 3)	(29, 6, 1)	nan
(76, 32, 8)	(32, 29, 3)	(29, 6, 2)	nan
(76, 32, 8)	(32, 61, 1)	(61, 6, 1)	nan
(76, 32, 8)	(32, 61, 1)	(61, 6, 1)	nan
(76, 32, 8)	(32, 51, 1)	(51, 6, 1)	nan
(76, 32, 8)	(32, 51, 1)	(51, 6, 3)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 1)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 1)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 0)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 2)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 1)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 1)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 8)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 3)	nan
(76, 32, 8)	(32, 29, 3)	(29, 6, 1)	nan
(76, 32, 8)	(32, 29, 3)	(29, 6, 2)	nan
(76, 32, 8)	(32, 61, 1)	(61, 6, 1)	nan
(76, 32, 8)	(32, 61, 1)	(61, 6, 1)	nan
(76, 32, 8)	(32, 51, 1)	(51, 6, 1)	nan
(76, 32, 8)	(32, 51, 1)	(51, 6, 3)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 1)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 1)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 0)	nan
(76, 32, 8)	(32, 41, 3)	(41, 6, 2)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 1)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 1)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 8)	nan
(76, 32, 8)	(32, 40, 5)	(40, 6, 3)	nan
(76, 32, 0)	(32, 29, 3)	(29, 6, 1)	nan
(76, 32, 0)	(32, 29, 3)	(29, 6, 2)	nan
(76, 32, 0)	(32, 61, 1)	(61, 6, 1)	nan
(76, 32, 0)	(32, 61, 1)	(61, 6, 1)	nan
(76, 32, 0)	(32, 51, 1)	(51, 6, 1)	nan
(76, 32, 0)	(32, 51, 1)	(51, 6, 3)	nan
(76, 32, 0)	(32, 41, 3)	(41, 6, 1)	nan
(76, 32, 0)	(32, 41, 3)	(41, 6, 1)	nan
(76, 32, 0)	(32, 41, 3)	(41, 6, 0)	nan
(76, 32, 0)	(32, 41, 3)	(41, 6, 2)	nan
(76, 32, 0)	(32, 40, 5)	(40, 6, 1)	nan
(76, 32, 0)	(32, 40, 5)	(40, 6, 1)	nan
(76, 32, 0)	(32, 40, 5)	(40, 6, 8)	nan
(76, 32, 0)	(32, 40, 5)	(40, 6, 3)	nan
(76, 6, 1)	nan
(76, 37, 8)	(37, 31, 8)	(31, 6, 1)	nan
(76, 37, 8)	(37, 31, 8)	(31, 6, 8)	nan
