(77, 34, 8)	(34, 6, 1)	nan
(77, 34, 8)	(34, 6, 6)	nan
(77, 34, 8)	(34, 91, 1)	(91, 6, 1)	nan
(77, 34, 8)	(34, 91, 1)	(91, 6, 1)	nan
(77, 34, 8)	(34, 91, 1)	(91, 6, 3)	nan
(77, 34, 8)	(34, 91, 1)	(91, 6, 6)	nan
(77, 34, 8)	(34, 67, 2)	(67, 6, 1)	nan
(77, 34, 8)	(34, 67, 2)	(67, 6, 5)	nan
(77, 34, 8)	(34, 70, 3)	(70, 6, 1)	nan
(77, 34, 8)	(34, 92, 1)	(92, 6, 1)	nan
(77, 34, 8)	(34, 92, 1)	(92, 6, 3)	nan
(77, 34, 8)	(34, 92, 5)	(92, 6, 1)	nan
(77, 34, 8)	(34, 92, 5)	(92, 6, 3)	nan
(77, 34, 8)	(34, 41, 7)	(41, 6, 1)	nan
(77, 34, 8)	(34, 41, 7)	(41, 6, 1)	nan
(77, 34, 8)	(34, 41, 7)	(41, 6, 0)	nan
(77, 34, 8)	(34, 41, 7)	(41, 6, 2)	nan
(77, 34, 8)	(34, 35, 8)	(35, 6, 1)	nan
(77, 34, 8)	(34, 35, 8)	(35, 6, 1)	nan
(77, 34, 2)	(34, 6, 1)	nan
(77, 34, 2)	(34, 6, 6)	nan
(77, 34, 2)	(34, 91, 1)	(91, 6, 1)	nan
(77, 34, 2)	(34, 91, 1)	(91, 6, 1)	nan
(77, 34, 2)	(34, 91, 1)	(91, 6, 3)	nan
(77, 34, 2)	(34, 91, 1)	(91, 6, 6)	nan
(77, 34, 2)	(34, 67, 2)	(67, 6, 1)	nan
(77, 34, 2)	(34, 67, 2)	(67, 6, 5)	nan
(77, 34, 2)	(34, 70, 3)	(70, 6, 1)	nan
(77, 34, 2)	(34, 92, 1)	(92, 6, 1)	nan
(77, 34, 2)	(34, 92, 1)	(92, 6, 3)	nan
(77, 34, 2)	(34, 92, 5)	(92, 6, 1)	nan
(77, 34, 2)	(34, 92, 5)	(92, 6, 3)	nan
(77, 34, 2)	(34, 41, 7)	(41, 6, 1)	nan
(77, 34, 2)	(34, 41, 7)	(41, 6, 1)	nan
(77, 34, 2)	(34, 41, 7)	(41, 6, 0)	nan
(77, 34, 2)	(34, 41, 7)	(41, 6, 2)	nan
(77, 34, 2)	(34, 35, 8)	(35, 6, 1)	nan
(77, 34, 2)	(34, 35, 8)	(35, 6, 1)	nan
(77, 35, 7)	(35, 6, 1)	nan
(77, 35, 7)	(35, 6, 1)	nan
(77, 35, 7)	(35, 74, 5)	(74, 6, 1)	nan
(77, 35, 7)	(35, 74, 5)	(74, 6, 1)	nan
(77, 35, 7)	(35, 74, 5)	(74, 6, 3)	nan
(77, 35, 7)	(35, 74, 5)	(74, 6, 2)	nan
(77, 35, 7)	(35, 68, 7)	(68, 6, 1)	nan
(77, 35, 7)	(35, 68, 7)	(68, 6, 1)	nan
(77, 35, 7)	(35, 68, 7)	(68, 6, 3)	nan
(77, 35, 7)	(35, 56, 1)	(56, 6, 5)	nan
(77, 35, 7)	(35, 52, 3)	(52, 6, 1)	nan
(77, 35, 7)	(35, 52, 3)	(52, 6, 0)	nan
(77, 35, 7)	(35, 88, 1)	(88, 6, 1)	nan
