(65, 8, 6)	nan
(65, 8, 4)	nan
(65, 79, 5)	(79, 8, 1)	nan
(65, 79, 5)	(79, 8, 1)	nan
(65, 79, 5)	(79, 8, 3)	nan
(65, 79, 5)	(79, 8, 8)	nan
(65, 79, 5)	(79, 33, 8)	(33, 8, 1)	nan
(65, 79, 5)	(79, 33, 8)	(33, 8, 1)	nan
(65, 79, 5)	(79, 33, 8)	(33, 8, 3)	nan
(65, 79, 5)	(79, 33, 8)	(33, 8, 6)	nan
(65, 79, 5)	(79, 33, 8)	(33, 8, 7)	nan
(65, 79, 5)	(79, 33, 4)	(33, 8, 1)	nan
(65, 79, 5)	(79, 33, 4)	(33, 8, 1)	nan
(65, 79, 5)	(79, 33, 4)	(33, 8, 3)	nan
(65, 79, 5)	(79, 33, 4)	(33, 8, 6)	nan
(65, 79, 5)	(79, 33, 4)	(33, 8, 7)	nan
(65, 79, 5)	(79, 70, 4)	(70, 8, 1)	nan
(65, 79, 5)	(79, 70, 4)	(70, 8, 1)	nan
(65, 79, 5)	(79, 70, 4)	(70, 8, 0)	nan
(65, 79, 5)	(79, 66, 1)	(66, 8, 1)	nan
(65, 79, 5)	(79, 66, 1)	(66, 8, 1)	nan
(65, 79, 5)	(79, 66, 1)	(66, 8, 1)	nan
(65, 79, 5)	(79, 66, 1)	(66, 8, 1)	nan
(65, 79, 5)	(79, 66, 1)	(66, 8, 1)	nan
(65, 79, 5)	(79, 66, 1)	(66, 8, 1)	nan
(65, 79, 5)	(79, 68, 1)	(68, 8, 1)	nan
(65, 79, 5)	(79, 68, 1)	(68, 8, 8)	nan
(65, 79, 5)	(79, 44, 0)	(44, 8, 1)	nan
(65, 79, 5)	(79, 44, 0)	(44, 8, 1)	nan
(65, 79, 5)	(79, 44, 0)	(44, 8, 3)	nan
(65, 35, 1)	(35, 8, 1)	nan
(65, 35, 1)	(35, 8, 4)	nan
(65, 35, 1)	(35, 68, 7)	(68, 8, 1)	nan
(65, 35, 1)	(35, 68, 7)	(68, 8, 8)	nan
(65, 35, 1)	(35, 52, 3)	(52, 8, 1)	nan
(65, 35, 1)	(35, 52, 3)	(52, 8, 5)	nan
(65, 35, 1)	(35, 52, 3)	(52, 8, 3)	nan
(65, 35, 1)	(35, 75, 7)	(75, 8, 1)	nan
(65, 35, 1)	(35, 75, 7)	(75, 8, 4)	nan
(65, 35, 1)	(35, 88, 1)	(88, 8, 1)	nan
(65, 35, 1)	(35, 88, 1)	(88, 8, 1)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 1)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 1)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 2)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 4)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 1)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 1)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 2)	nan
(65, 71, 1)	(71, 34, 8)	(34, 8, 4)	nan
