(50, 14, 3)	nan
(50, 32, 8)	(32, 14, 3)	nan
(50, 32, 1)	(32, 14, 3)	nan
(50, 36, 5)	(36, 66, 1)	(66, 14, 3)	nan
(50, 36, 5)	(36, 58, 7)	(58, 14, 3)	nan
(50, 36, 5)	(36, 58, 7)	(58, 14, 3)	nan
(50, 36, 5)	(36, 58, 7)	(58, 14, 6)	nan
(50, 36, 5)	(36, 58, 7)	(58, 14, 8)	nan
(50, 36, 5)	(36, 55, 0)	(55, 14, 3)	nan
(50, 36, 5)	(36, 55, 0)	(55, 14, 0)	nan
(50, 36, 5)	(36, 32, 5)	(32, 14, 3)	nan
(50, 30, 8)	(30, 60, 7)	(60, 14, 5)	nan
(50, 30, 8)	(30, 60, 0)	(60, 14, 5)	nan
(50, 30, 8)	(30, 88, 5)	(88, 14, 0)	nan
(50, 34, 8)	(34, 59, 7)	(59, 14, 3)	nan
(50, 34, 8)	(34, 59, 3)	(59, 14, 3)	nan
(50, 34, 8)	(34, 59, 3)	(59, 14, 3)	nan
(50, 34, 8)	(34, 70, 3)	(70, 14, 3)	nan
(50, 34, 8)	(34, 33, 8)	(33, 14, 3)	nan
(50, 34, 8)	(34, 33, 8)	(33, 14, 2)	nan
(50, 31, 7)	(31, 32, 0)	(32, 14, 3)	nan
(50, 31, 7)	(31, 55, 5)	(55, 14, 3)	nan
(50, 31, 7)	(31, 55, 5)	(55, 14, 0)	nan
(50, 57, 3)	(57, 14, 3)	nan
(50, 57, 3)	(57, 32, 8)	(32, 14, 3)	nan
(50, 57, 3)	(57, 32, 1)	(32, 14, 3)	nan
(50, 57, 3)	(57, 78, 7)	(78, 14, 7)	nan
(50, 57, 3)	(57, 58, 4)	(58, 14, 3)	nan
(50, 57, 3)	(57, 58, 4)	(58, 14, 3)	nan
(50, 57, 3)	(57, 58, 4)	(58, 14, 6)	nan
(50, 57, 3)	(57, 58, 4)	(58, 14, 8)	nan
(50, 78, 8)	(78, 33, 8)	(33, 14, 3)	nan
(50, 78, 8)	(78, 33, 8)	(33, 14, 2)	nan
(50, 78, 8)	(78, 33, 3)	(33, 14, 3)	nan
(50, 78, 8)	(78, 33, 3)	(33, 14, 2)	nan
(50, 78, 8)	(78, 14, 7)	nan
