(34, 8, 2)	nan
(34, 8, 4)	nan
(34, 91, 1)	(91, 8, 1)	nan
(34, 91, 1)	(91, 8, 1)	nan
(34, 91, 1)	(91, 39, 3)	(39, 8, 1)	nan
(34, 91, 1)	(91, 49, 7)	(49, 8, 1)	nan
(34, 91, 1)	(91, 49, 7)	(49, 8, 4)	nan
(34, 91, 1)	(91, 80, 7)	(80, 8, 1)	nan
(34, 91, 1)	(91, 80, 7)	(80, 8, 7)	nan
(34, 91, 1)	(91, 33, 5)	(33, 8, 1)	nan
(34, 91, 1)	(91, 33, 5)	(33, 8, 1)	nan
(34, 91, 1)	(91, 33, 5)	(33, 8, 3)	nan
(34, 91, 1)	(91, 33, 5)	(33, 8, 6)	nan
(34, 91, 1)	(91, 33, 5)	(33, 8, 7)	nan
(34, 67, 2)	(67, 32, 8)	(32, 8, 1)	nan
(34, 67, 2)	(67, 32, 8)	(32, 8, 1)	nan
(34, 67, 2)	(67, 32, 8)	(32, 8, 5)	nan
(34, 67, 2)	(67, 8, 1)	nan
(34, 67, 2)	(67, 48, 8)	(48, 8, 1)	nan
(34, 67, 2)	(67, 48, 8)	(48, 8, 0)	nan
(34, 67, 2)	(67, 88, 5)	(88, 8, 1)	nan
(34, 67, 2)	(67, 88, 5)	(88, 8, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 8, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 8, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 8, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 8, 1)	nan
(34, 67, 2)	(67, 52, 7)	(52, 8, 1)	nan
(34, 67, 2)	(67, 52, 7)	(52, 8, 5)	nan
(34, 67, 2)	(67, 52, 7)	(52, 8, 3)	nan
(34, 67, 2)	(67, 40, 1)	(40, 8, 1)	nan
(34, 67, 2)	(67, 40, 1)	(40, 8, 3)	nan
(34, 59, 7)	(59, 29, 3)	(29, 8, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 8, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 8, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 8, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 8, 1)	nan
(34, 59, 7)	(59, 47, 5)	(47, 8, 1)	nan
(34, 59, 7)	(59, 47, 5)	(47, 8, 3)	nan
(34, 59, 7)	(59, 47, 2)	(47, 8, 1)	nan
(34, 59, 7)	(59, 47, 2)	(47, 8, 3)	nan
(34, 59, 7)	(59, 81, 3)	(81, 8, 1)	nan
(34, 59, 7)	(59, 81, 3)	(81, 8, 1)	nan
(34, 59, 7)	(59, 81, 3)	(81, 8, 1)	nan
(34, 59, 7)	(59, 81, 3)	(81, 8, 1)	nan
(34, 59, 7)	(59, 81, 3)	(81, 8, 1)	nan
(34, 59, 7)	(59, 46, 7)	(46, 8, 1)	nan
(34, 59, 7)	(59, 46, 7)	(46, 8, 7)	nan
(34, 59, 7)	(59, 46, 7)	(46, 8, 1)	nan
(34, 59, 7)	(59, 46, 7)	(46, 8, 7)	nan
