(75, 33, 8)	(33, 12, 3)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 8)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 8)	(33, 87, 3)	(87, 12, 3)	nan
(75, 33, 8)	(33, 29, 2)	(29, 12, 3)	nan
(75, 33, 8)	(33, 29, 2)	(29, 12, 4)	nan
(75, 33, 8)	(33, 12, 3)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 8)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 8)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 8)	(33, 87, 3)	(87, 12, 3)	nan
(75, 33, 8)	(33, 29, 2)	(29, 12, 3)	nan
(75, 33, 8)	(33, 29, 2)	(29, 12, 4)	nan
(75, 33, 6)	(33, 12, 3)	nan
(75, 33, 6)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 6)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 6)	(33, 54, 2)	(54, 12, 8)	nan
(75, 33, 6)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 6)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 6)	(33, 87, 3)	(87, 12, 3)	nan
(75, 33, 6)	(33, 29, 2)	(29, 12, 3)	nan
(75, 33, 6)	(33, 29, 2)	(29, 12, 4)	nan
(75, 33, 5)	(33, 12, 3)	nan
(75, 33, 5)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 5)	(33, 54, 2)	(54, 12, 3)	nan
(75, 33, 5)	(33, 54, 2)	(54, 12, 8)	nan
(75, 33, 5)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 5)	(33, 54, 2)	(54, 12, 1)	nan
(75, 33, 5)	(33, 87, 3)	(87, 12, 3)	nan
(75, 33, 5)	(33, 29, 2)	(29, 12, 3)	nan
(75, 33, 5)	(33, 29, 2)	(29, 12, 4)	nan
(75, 51, 0)	(51, 81, 7)	(81, 12, 3)	nan
(75, 51, 0)	(51, 65, 1)	(65, 12, 3)	nan
(75, 51, 0)	(51, 65, 1)	(65, 12, 4)	nan
(75, 34, 8)	(34, 12, 3)	nan
(75, 34, 8)	(34, 70, 3)	(70, 12, 3)	nan
(75, 34, 8)	(34, 33, 8)	(33, 12, 3)	nan
(75, 34, 8)	(34, 35, 8)	(35, 12, 3)	nan
(75, 34, 8)	(34, 35, 8)	(35, 12, 3)	nan
(75, 34, 8)	(34, 35, 8)	(35, 12, 4)	nan
(75, 72, 5)	(72, 34, 8)	(34, 12, 3)	nan
(75, 72, 5)	(72, 34, 3)	(34, 12, 3)	nan
(75, 72, 5)	(72, 58, 7)	(58, 12, 3)	nan
(75, 72, 5)	(72, 58, 7)	(58, 12, 3)	nan
(75, 72, 5)	(72, 58, 7)	(58, 12, 1)	nan
(75, 72, 5)	(72, 58, 7)	(58, 12, 2)	nan
