(46, 26, 3)	nan
(46, 30, 8)	(30, 26, 7)	nan
(46, 30, 8)	(30, 26, 7)	nan
(46, 30, 8)	(30, 26, 4)	nan
(46, 30, 8)	(30, 26, 5)	nan
(46, 30, 8)	(30, 72, 4)	(72, 26, 7)	nan
(46, 30, 8)	(30, 60, 7)	(60, 26, 7)	nan
(46, 30, 8)	(30, 60, 7)	(60, 26, 5)	nan
(46, 30, 8)	(30, 60, 0)	(60, 26, 7)	nan
(46, 30, 8)	(30, 60, 0)	(60, 26, 5)	nan
(46, 30, 8)	(30, 75, 7)	(75, 26, 7)	nan
(46, 30, 8)	(30, 75, 7)	(75, 26, 8)	nan
(46, 30, 8)	(30, 88, 5)	(88, 26, 7)	nan
(46, 30, 8)	(30, 88, 5)	(88, 26, 7)	nan
(46, 30, 8)	(30, 88, 5)	(88, 26, 8)	nan
(46, 30, 8)	(30, 88, 5)	(88, 26, 2)	nan
(46, 30, 8)	(30, 34, 8)	(34, 26, 7)	nan
(46, 30, 8)	(30, 34, 8)	(34, 26, 5)	nan
(46, 30, 8)	(30, 85, 0)	(85, 26, 7)	nan
(46, 30, 8)	(30, 85, 0)	(85, 26, 7)	nan
(46, 30, 8)	(30, 85, 0)	(85, 26, 7)	nan
(46, 30, 8)	(30, 85, 0)	(85, 26, 7)	nan
(46, 50, 2)	(50, 32, 8)	(32, 26, 7)	nan
(46, 50, 2)	(50, 32, 8)	(32, 26, 8)	nan
(46, 50, 2)	(50, 32, 1)	(32, 26, 7)	nan
(46, 50, 2)	(50, 32, 1)	(32, 26, 8)	nan
(46, 50, 2)	(50, 36, 5)	(36, 26, 7)	nan
(46, 50, 2)	(50, 30, 8)	(30, 26, 7)	nan
(46, 50, 2)	(50, 30, 8)	(30, 26, 7)	nan
(46, 50, 2)	(50, 30, 8)	(30, 26, 4)	nan
(46, 50, 2)	(50, 30, 8)	(30, 26, 5)	nan
(46, 50, 2)	(50, 61, 5)	(61, 26, 7)	nan
(46, 50, 2)	(50, 61, 5)	(61, 26, 8)	nan
(46, 50, 2)	(50, 34, 8)	(34, 26, 7)	nan
(46, 50, 2)	(50, 34, 8)	(34, 26, 5)	nan
(46, 50, 2)	(50, 57, 3)	(57, 26, 7)	nan
(46, 50, 2)	(50, 57, 3)	(57, 26, 7)	nan
(46, 50, 2)	(50, 57, 3)	(57, 26, 4)	nan
(46, 50, 2)	(50, 57, 3)	(57, 26, 6)	nan
(46, 50, 2)	(50, 78, 8)	(78, 26, 7)	nan
(46, 50, 2)	(50, 78, 8)	(78, 26, 2)	nan
(46, 74, 0)	(74, 26, 7)	nan
(46, 74, 0)	(74, 26, 0)	nan
(46, 74, 0)	(74, 33, 8)	(33, 26, 7)	nan
(46, 74, 0)	(74, 33, 8)	(33, 26, 7)	nan
(46, 74, 0)	(74, 33, 8)	(33, 26, 0)	nan
(46, 74, 0)	(74, 33, 8)	(33, 26, 4)	nan
(46, 74, 0)	(74, 33, 7)	(33, 26, 7)	nan
(46, 74, 0)	(74, 33, 7)	(33, 26, 7)	nan
(46, 74, 0)	(74, 33, 7)	(33, 26, 0)	nan
