(54, 15, 2)	nan
(54, 35, 3)	(35, 15, 3)	nan
(54, 35, 3)	(35, 15, 8)	nan
(54, 35, 3)	(35, 68, 7)	(68, 15, 3)	nan
(54, 35, 3)	(35, 56, 1)	(56, 15, 3)	nan
(54, 35, 3)	(35, 30, 8)	(30, 15, 3)	nan
(54, 35, 3)	(35, 75, 7)	(75, 15, 3)	nan
(54, 79, 1)	(79, 68, 1)	(68, 15, 3)	nan
(54, 43, 7)	(43, 30, 8)	(30, 15, 3)	nan
(54, 43, 7)	(43, 55, 0)	(55, 15, 3)	nan
(54, 43, 7)	(43, 55, 0)	(55, 15, 3)	nan
(54, 43, 7)	(43, 55, 0)	(55, 15, 7)	nan
(54, 43, 7)	(43, 62, 5)	(62, 15, 3)	nan
(54, 43, 7)	(43, 62, 5)	(62, 15, 3)	nan
(54, 43, 7)	(43, 62, 5)	(62, 15, 2)	nan
(54, 43, 7)	(43, 62, 5)	(62, 15, 6)	nan
(54, 43, 7)	(43, 15, 3)	nan
(54, 43, 7)	(43, 15, 3)	nan
(54, 43, 7)	(43, 63, 0)	(63, 15, 3)	nan
(54, 43, 7)	(43, 63, 0)	(63, 15, 3)	nan
(54, 43, 7)	(43, 63, 0)	(63, 15, 7)	nan
(54, 87, 7)	(87, 34, 8)	(34, 15, 3)	nan
(54, 87, 7)	(87, 34, 8)	(34, 15, 1)	nan
(54, 87, 7)	(87, 34, 7)	(34, 15, 3)	nan
(54, 87, 7)	(87, 34, 7)	(34, 15, 1)	nan
(54, 87, 7)	(87, 59, 4)	(59, 15, 3)	nan
(54, 87, 7)	(87, 59, 4)	(59, 15, 3)	nan
(54, 87, 7)	(87, 59, 4)	(59, 15, 7)	nan
(54, 87, 7)	(87, 59, 4)	(59, 15, 1)	nan
(54, 87, 7)	(87, 51, 7)	(51, 15, 3)	nan
(54, 87, 7)	(87, 51, 7)	(51, 15, 7)	nan
(54, 87, 7)	(87, 40, 7)	(40, 15, 3)	nan
(54, 87, 7)	(87, 35, 8)	(35, 15, 3)	nan
(54, 87, 7)	(87, 35, 8)	(35, 15, 8)	nan
(54, 56, 3)	(56, 35, 8)	(35, 15, 3)	nan
(54, 56, 3)	(56, 35, 8)	(35, 15, 8)	nan
(54, 56, 3)	(56, 35, 8)	(35, 15, 3)	nan
(54, 56, 3)	(56, 35, 8)	(35, 15, 8)	nan
(54, 56, 3)	(56, 35, 4)	(35, 15, 3)	nan
(54, 56, 3)	(56, 35, 4)	(35, 15, 8)	nan
(54, 56, 3)	(56, 15, 3)	nan
(54, 56, 3)	(56, 29, 8)	(29, 15, 3)	nan
(54, 56, 3)	(56, 29, 8)	(29, 15, 8)	nan
(54, 56, 3)	(56, 41, 2)	(41, 15, 3)	nan
(54, 56, 3)	(56, 41, 2)	(41, 15, 0)	nan
(54, 56, 3)	(56, 30, 8)	(30, 15, 3)	nan
(54, 56, 3)	(56, 37, 7)	(37, 15, 3)	nan
(54, 56, 3)	(56, 59, 4)	(59, 15, 3)	nan
(54, 56, 3)	(56, 59, 4)	(59, 15, 3)	nan
(54, 56, 3)	(56, 59, 4)	(59, 15, 7)	nan
