(53, 26, 7)	nan
(53, 26, 2)	nan
(53, 34, 3)	(34, 26, 7)	nan
(53, 34, 3)	(34, 26, 5)	nan
(53, 34, 3)	(34, 91, 1)	(91, 26, 7)	nan
(53, 34, 3)	(34, 67, 2)	(67, 26, 7)	nan
(53, 34, 3)	(34, 59, 7)	(59, 26, 7)	nan
(53, 34, 3)	(34, 59, 7)	(59, 26, 7)	nan
(53, 34, 3)	(34, 59, 7)	(59, 26, 6)	nan
(53, 34, 3)	(34, 59, 7)	(59, 26, 0)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 7)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 7)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 6)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 0)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 7)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 7)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 6)	nan
(53, 34, 3)	(34, 59, 3)	(59, 26, 0)	nan
(53, 34, 3)	(34, 70, 3)	(70, 26, 7)	nan
(53, 34, 3)	(34, 70, 3)	(70, 26, 1)	nan
(53, 34, 3)	(34, 70, 3)	(70, 26, 6)	nan
(53, 34, 3)	(34, 92, 1)	(92, 26, 7)	nan
(53, 34, 3)	(34, 92, 1)	(92, 26, 7)	nan
(53, 34, 3)	(34, 92, 1)	(92, 26, 4)	nan
(53, 34, 3)	(34, 92, 1)	(92, 26, 2)	nan
(53, 34, 3)	(34, 92, 5)	(92, 26, 7)	nan
(53, 34, 3)	(34, 92, 5)	(92, 26, 7)	nan
(53, 34, 3)	(34, 92, 5)	(92, 26, 4)	nan
(53, 34, 3)	(34, 92, 5)	(92, 26, 2)	nan
(53, 34, 3)	(34, 41, 7)	(41, 26, 7)	nan
(53, 34, 3)	(34, 33, 8)	(33, 26, 7)	nan
(53, 34, 3)	(34, 33, 8)	(33, 26, 7)	nan
(53, 34, 3)	(34, 33, 8)	(33, 26, 0)	nan
(53, 34, 3)	(34, 33, 8)	(33, 26, 4)	nan
(53, 34, 3)	(34, 35, 8)	(35, 26, 7)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 7)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 7)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 0)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 4)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 7)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 7)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 0)	nan
(53, 86, 2)	(86, 33, 8)	(33, 26, 4)	nan
(53, 86, 2)	(86, 33, 3)	(33, 26, 7)	nan
(53, 86, 2)	(86, 33, 3)	(33, 26, 7)	nan
(53, 86, 2)	(86, 33, 3)	(33, 26, 0)	nan
(53, 86, 2)	(86, 33, 3)	(33, 26, 4)	nan
(53, 86, 2)	(86, 26, 7)	nan
(53, 86, 2)	(86, 66, 2)	(66, 26, 7)	nan
(53, 86, 2)	(86, 66, 2)	(66, 26, 7)	nan
(53, 86, 2)	(86, 66, 2)	(66, 26, 7)	nan
