(48, 30, 8)	(30, 19, 4)	nan
(48, 30, 8)	(30, 72, 4)	(72, 19, 4)	nan
(48, 30, 8)	(30, 72, 4)	(72, 19, 4)	nan
(48, 30, 8)	(30, 72, 4)	(72, 19, 0)	nan
(48, 30, 8)	(30, 72, 4)	(72, 19, 5)	nan
(48, 30, 8)	(30, 72, 4)	(72, 19, 1)	nan
(48, 30, 8)	(30, 60, 7)	(60, 19, 4)	nan
(48, 30, 8)	(30, 60, 7)	(60, 19, 4)	nan
(48, 30, 8)	(30, 60, 0)	(60, 19, 4)	nan
(48, 30, 8)	(30, 60, 0)	(60, 19, 4)	nan
(48, 30, 8)	(30, 75, 7)	(75, 19, 4)	nan
(48, 30, 8)	(30, 75, 7)	(75, 19, 7)	nan
(48, 30, 8)	(30, 88, 5)	(88, 19, 4)	nan
(48, 30, 8)	(30, 88, 5)	(88, 19, 0)	nan
(48, 30, 8)	(30, 34, 8)	(34, 19, 4)	nan
(48, 30, 8)	(30, 34, 8)	(34, 19, 3)	nan
(48, 83, 7)	(83, 29, 8)	(29, 19, 4)	nan
(48, 83, 7)	(83, 29, 8)	(29, 19, 8)	nan
(48, 83, 7)	(83, 29, 2)	(29, 19, 4)	nan
(48, 83, 7)	(83, 29, 2)	(29, 19, 8)	nan
(48, 83, 7)	(83, 87, 0)	(87, 19, 4)	nan
(48, 83, 7)	(83, 82, 1)	(82, 19, 4)	nan
(48, 83, 7)	(83, 82, 1)	(82, 19, 7)	nan
(48, 83, 7)	(83, 19, 4)	nan
(48, 83, 7)	(83, 76, 3)	(76, 19, 4)	nan
(48, 83, 7)	(83, 76, 3)	(76, 19, 4)	nan
(48, 83, 7)	(83, 76, 3)	(76, 19, 6)	nan
(48, 83, 7)	(83, 76, 3)	(76, 19, 6)	nan
(48, 83, 7)	(83, 49, 1)	(49, 19, 4)	nan
(48, 83, 7)	(83, 78, 0)	(78, 19, 4)	nan
(48, 83, 7)	(83, 78, 0)	(78, 19, 4)	nan
(48, 83, 7)	(83, 78, 0)	(78, 19, 4)	nan
(48, 71, 7)	(71, 34, 8)	(34, 19, 4)	nan
(48, 71, 7)	(71, 34, 8)	(34, 19, 3)	nan
(48, 71, 7)	(71, 34, 8)	(34, 19, 4)	nan
(48, 71, 7)	(71, 34, 8)	(34, 19, 3)	nan
(48, 71, 7)	(71, 34, 1)	(34, 19, 4)	nan
(48, 71, 7)	(71, 34, 1)	(34, 19, 3)	nan
(48, 71, 7)	(71, 34, 1)	(34, 19, 4)	nan
(48, 71, 7)	(71, 34, 1)	(34, 19, 3)	nan
(48, 71, 7)	(71, 83, 8)	(83, 19, 4)	nan
(48, 71, 7)	(71, 74, 7)	(74, 19, 4)	nan
(48, 71, 7)	(71, 74, 7)	(74, 19, 4)	nan
(48, 71, 7)	(71, 74, 7)	(74, 19, 0)	nan
(48, 71, 7)	(71, 74, 7)	(74, 19, 5)	nan
(48, 71, 7)	(71, 74, 7)	(74, 19, 1)	nan
(48, 71, 7)	(71, 74, 7)	(74, 19, 7)	nan
(48, 71, 7)	(71, 31, 7)	(31, 19, 4)	nan
(48, 71, 7)	(71, 31, 7)	(31, 19, 2)	nan
