(62, 15, 2)	nan
(62, 15, 6)	nan
(62, 35, 8)	(35, 15, 3)	nan
(62, 35, 8)	(35, 15, 8)	nan
(62, 35, 8)	(35, 68, 7)	(68, 15, 3)	nan
(62, 35, 8)	(35, 56, 1)	(56, 15, 3)	nan
(62, 35, 8)	(35, 30, 8)	(30, 15, 3)	nan
(62, 35, 8)	(35, 75, 7)	(75, 15, 3)	nan
(62, 81, 7)	(81, 29, 8)	(29, 15, 3)	nan
(62, 81, 7)	(81, 29, 8)	(29, 15, 8)	nan
(62, 81, 7)	(81, 29, 7)	(29, 15, 3)	nan
(62, 81, 7)	(81, 29, 7)	(29, 15, 8)	nan
(62, 81, 7)	(81, 29, 1)	(29, 15, 3)	nan
(62, 81, 7)	(81, 29, 1)	(29, 15, 8)	nan
(62, 81, 7)	(81, 15, 3)	nan
(62, 81, 7)	(81, 76, 0)	(76, 15, 3)	nan
(62, 81, 7)	(81, 76, 0)	(76, 15, 3)	nan
(62, 81, 7)	(81, 85, 0)	(85, 15, 3)	nan
(62, 81, 7)	(81, 85, 0)	(85, 15, 3)	nan
(62, 81, 7)	(81, 85, 0)	(85, 15, 7)	nan
(62, 81, 7)	(81, 85, 0)	(85, 15, 1)	nan
(62, 81, 7)	(81, 69, 0)	(69, 15, 3)	nan
(62, 81, 7)	(81, 69, 0)	(69, 15, 3)	nan
(62, 81, 7)	(81, 57, 7)	(57, 15, 3)	nan
(62, 81, 7)	(81, 57, 7)	(57, 15, 3)	nan
(62, 81, 7)	(81, 57, 7)	(57, 15, 2)	nan
(62, 65, 2)	(65, 35, 1)	(35, 15, 3)	nan
(62, 65, 2)	(65, 35, 1)	(35, 15, 8)	nan
(62, 65, 2)	(65, 41, 0)	(41, 15, 3)	nan
(62, 65, 2)	(65, 41, 0)	(41, 15, 0)	nan
(62, 65, 2)	(65, 41, 5)	(41, 15, 3)	nan
(62, 65, 2)	(65, 41, 5)	(41, 15, 0)	nan
(62, 65, 2)	(65, 68, 0)	(68, 15, 3)	nan
(62, 65, 2)	(65, 30, 8)	(30, 15, 3)	nan
(62, 65, 2)	(65, 53, 0)	(53, 15, 3)	nan
(62, 65, 2)	(65, 53, 0)	(53, 15, 4)	nan
(62, 65, 2)	(65, 60, 1)	(60, 15, 3)	nan
(62, 65, 2)	(65, 60, 1)	(60, 15, 3)	nan
(62, 65, 2)	(65, 60, 1)	(60, 15, 7)	nan
(62, 65, 2)	(65, 60, 1)	(60, 15, 0)	nan
(62, 34, 8)	(34, 15, 3)	nan
(62, 34, 8)	(34, 15, 1)	nan
(62, 34, 8)	(34, 91, 1)	(91, 15, 3)	nan
(62, 34, 8)	(34, 91, 1)	(91, 15, 7)	nan
(62, 34, 8)	(34, 59, 7)	(59, 15, 3)	nan
(62, 34, 8)	(34, 59, 7)	(59, 15, 3)	nan
(62, 34, 8)	(34, 59, 7)	(59, 15, 7)	nan
(62, 34, 8)	(34, 59, 7)	(59, 15, 1)	nan
(62, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
