(54, 11, 7)	nan
(54, 35, 3)	(35, 11, 2)	nan
(54, 35, 3)	(35, 11, 8)	nan
(54, 35, 3)	(35, 74, 5)	(74, 11, 2)	nan
(54, 35, 3)	(35, 74, 5)	(74, 11, 7)	nan
(54, 35, 3)	(35, 74, 5)	(74, 11, 3)	nan
(54, 35, 3)	(35, 68, 7)	(68, 11, 2)	nan
(54, 35, 3)	(35, 68, 7)	(68, 11, 3)	nan
(54, 35, 3)	(35, 56, 1)	(56, 11, 2)	nan
(54, 35, 3)	(35, 56, 1)	(56, 11, 5)	nan
(54, 35, 3)	(35, 30, 8)	(30, 11, 2)	nan
(54, 35, 3)	(35, 52, 3)	(52, 11, 2)	nan
(54, 35, 3)	(35, 52, 3)	(52, 11, 2)	nan
(54, 35, 3)	(35, 52, 3)	(52, 11, 6)	nan
(54, 35, 3)	(35, 75, 7)	(75, 11, 2)	nan
(54, 35, 3)	(35, 75, 7)	(75, 11, 3)	nan
(54, 35, 3)	(35, 88, 1)	(88, 11, 2)	nan
(54, 35, 3)	(35, 88, 1)	(88, 11, 1)	nan
(54, 79, 1)	(79, 11, 2)	nan
(54, 79, 1)	(79, 11, 6)	nan
(54, 79, 1)	(79, 33, 8)	(33, 11, 2)	nan
(54, 79, 1)	(79, 33, 4)	(33, 11, 2)	nan
(54, 79, 1)	(79, 74, 1)	(74, 11, 2)	nan
(54, 79, 1)	(79, 74, 1)	(74, 11, 7)	nan
(54, 79, 1)	(79, 74, 1)	(74, 11, 3)	nan
(54, 79, 1)	(79, 70, 4)	(70, 11, 2)	nan
(54, 79, 1)	(79, 70, 4)	(70, 11, 1)	nan
(54, 79, 1)	(79, 66, 1)	(66, 11, 2)	nan
(54, 79, 1)	(79, 66, 1)	(66, 11, 2)	nan
(54, 79, 1)	(79, 66, 1)	(66, 11, 2)	nan
(54, 79, 1)	(79, 66, 1)	(66, 11, 2)	nan
(54, 79, 1)	(79, 68, 1)	(68, 11, 2)	nan
(54, 79, 1)	(79, 68, 1)	(68, 11, 3)	nan
(54, 79, 1)	(79, 44, 0)	(44, 11, 2)	nan
(54, 79, 1)	(79, 44, 0)	(44, 11, 2)	nan
(54, 79, 1)	(79, 44, 0)	(44, 11, 6)	nan
(54, 79, 1)	(79, 44, 0)	(44, 11, 4)	nan
(54, 43, 7)	(43, 11, 2)	nan
(54, 43, 7)	(43, 30, 8)	(30, 11, 2)	nan
(54, 43, 7)	(43, 32, 8)	(32, 11, 2)	nan
(54, 43, 7)	(43, 55, 0)	(55, 11, 2)	nan
(54, 43, 7)	(43, 55, 0)	(55, 11, 5)	nan
(54, 43, 7)	(43, 89, 0)	(89, 11, 2)	nan
(54, 43, 7)	(43, 89, 0)	(89, 11, 2)	nan
(54, 43, 7)	(43, 89, 0)	(89, 11, 5)	nan
(54, 43, 7)	(43, 89, 7)	(89, 11, 2)	nan
(54, 43, 7)	(43, 89, 7)	(89, 11, 2)	nan
(54, 43, 7)	(43, 89, 7)	(89, 11, 5)	nan
(54, 43, 7)	(43, 70, 1)	(70, 11, 2)	nan
