(62, 6, 2)	nan
(62, 35, 8)	(35, 6, 1)	nan
(62, 35, 8)	(35, 6, 1)	nan
(62, 35, 8)	(35, 74, 5)	(74, 6, 1)	nan
(62, 35, 8)	(35, 74, 5)	(74, 6, 1)	nan
(62, 35, 8)	(35, 74, 5)	(74, 6, 3)	nan
(62, 35, 8)	(35, 74, 5)	(74, 6, 2)	nan
(62, 35, 8)	(35, 68, 7)	(68, 6, 1)	nan
(62, 35, 8)	(35, 68, 7)	(68, 6, 1)	nan
(62, 35, 8)	(35, 68, 7)	(68, 6, 3)	nan
(62, 35, 8)	(35, 56, 1)	(56, 6, 5)	nan
(62, 35, 8)	(35, 52, 3)	(52, 6, 1)	nan
(62, 35, 8)	(35, 52, 3)	(52, 6, 0)	nan
(62, 35, 8)	(35, 88, 1)	(88, 6, 1)	nan
(62, 81, 7)	(81, 6, 1)	nan
(62, 81, 7)	(81, 6, 1)	nan
(62, 81, 7)	(81, 6, 7)	nan
(62, 81, 7)	(81, 29, 8)	(29, 6, 1)	nan
(62, 81, 7)	(81, 29, 8)	(29, 6, 2)	nan
(62, 81, 7)	(81, 29, 7)	(29, 6, 1)	nan
(62, 81, 7)	(81, 29, 7)	(29, 6, 2)	nan
(62, 81, 7)	(81, 29, 1)	(29, 6, 1)	nan
(62, 81, 7)	(81, 29, 1)	(29, 6, 2)	nan
(62, 81, 7)	(81, 76, 0)	(76, 6, 1)	nan
(62, 81, 7)	(81, 76, 0)	(76, 6, 1)	nan
(62, 81, 7)	(81, 76, 0)	(76, 6, 1)	nan
(62, 81, 7)	(81, 76, 0)	(76, 6, 1)	nan
(62, 81, 7)	(81, 76, 0)	(76, 6, 1)	nan
(62, 81, 7)	(81, 76, 0)	(76, 6, 1)	nan
(62, 81, 7)	(81, 76, 0)	(76, 6, 1)	nan
(62, 81, 7)	(81, 85, 0)	(85, 6, 1)	nan
(62, 81, 7)	(81, 85, 0)	(85, 6, 1)	nan
(62, 81, 7)	(81, 85, 0)	(85, 6, 2)	nan
(62, 81, 7)	(81, 85, 0)	(85, 6, 5)	nan
(62, 65, 2)	(65, 79, 5)	(79, 6, 1)	nan
(62, 65, 2)	(65, 79, 5)	(79, 6, 4)	nan
(62, 65, 2)	(65, 35, 1)	(35, 6, 1)	nan
(62, 65, 2)	(65, 35, 1)	(35, 6, 1)	nan
(62, 65, 2)	(65, 83, 0)	(83, 6, 1)	nan
(62, 65, 2)	(65, 83, 0)	(83, 6, 8)	nan
(62, 65, 2)	(65, 41, 0)	(41, 6, 1)	nan
(62, 65, 2)	(65, 41, 0)	(41, 6, 1)	nan
(62, 65, 2)	(65, 41, 0)	(41, 6, 0)	nan
(62, 65, 2)	(65, 41, 0)	(41, 6, 2)	nan
(62, 65, 2)	(65, 41, 5)	(41, 6, 1)	nan
(62, 65, 2)	(65, 41, 5)	(41, 6, 1)	nan
(62, 65, 2)	(65, 41, 5)	(41, 6, 0)	nan
(62, 65, 2)	(65, 41, 5)	(41, 6, 2)	nan
(62, 65, 2)	(65, 68, 0)	(68, 6, 1)	nan
(62, 65, 2)	(65, 68, 0)	(68, 6, 1)	nan
