(55, 35, 8)	(35, 27, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 5)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 2)	nan
(55, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(55, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(55, 35, 8)	(35, 68, 7)	(68, 27, 6)	nan
(55, 35, 8)	(35, 56, 1)	(56, 27, 7)	nan
(55, 35, 8)	(35, 30, 8)	(30, 27, 7)	nan
(55, 35, 8)	(35, 52, 3)	(52, 27, 7)	nan
(55, 35, 8)	(35, 52, 3)	(52, 27, 1)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 5)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 3)	nan
(55, 35, 8)	(35, 27, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 5)	nan
(55, 35, 8)	(35, 74, 5)	(74, 27, 2)	nan
(55, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(55, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(55, 35, 8)	(35, 68, 7)	(68, 27, 6)	nan
(55, 35, 8)	(35, 56, 1)	(56, 27, 7)	nan
(55, 35, 8)	(35, 30, 8)	(30, 27, 7)	nan
(55, 35, 8)	(35, 52, 3)	(52, 27, 7)	nan
(55, 35, 8)	(35, 52, 3)	(52, 27, 1)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 5)	nan
(55, 35, 8)	(35, 88, 1)	(88, 27, 3)	nan
(55, 35, 3)	(35, 27, 7)	nan
(55, 35, 3)	(35, 74, 5)	(74, 27, 7)	nan
(55, 35, 3)	(35, 74, 5)	(74, 27, 7)	nan
(55, 35, 3)	(35, 74, 5)	(74, 27, 5)	nan
(55, 35, 3)	(35, 74, 5)	(74, 27, 2)	nan
(55, 35, 3)	(35, 68, 7)	(68, 27, 7)	nan
(55, 35, 3)	(35, 68, 7)	(68, 27, 7)	nan
(55, 35, 3)	(35, 68, 7)	(68, 27, 6)	nan
(55, 35, 3)	(35, 56, 1)	(56, 27, 7)	nan
(55, 35, 3)	(35, 30, 8)	(30, 27, 7)	nan
(55, 35, 3)	(35, 52, 3)	(52, 27, 7)	nan
(55, 35, 3)	(35, 52, 3)	(52, 27, 1)	nan
(55, 35, 3)	(35, 88, 1)	(88, 27, 7)	nan
(55, 35, 3)	(35, 88, 1)	(88, 27, 7)	nan
(55, 35, 3)	(35, 88, 1)	(88, 27, 5)	nan
(55, 35, 3)	(35, 88, 1)	(88, 27, 3)	nan
(55, 35, 5)	(35, 27, 7)	nan
(55, 35, 5)	(35, 74, 5)	(74, 27, 7)	nan
