(56, 35, 8)	(35, 7, 1)	nan
(56, 35, 8)	(35, 7, 0)	nan
(56, 35, 8)	(35, 74, 5)	(74, 7, 1)	nan
(56, 35, 8)	(35, 68, 7)	(68, 7, 5)	nan
(56, 35, 8)	(35, 30, 8)	(30, 7, 1)	nan
(56, 35, 8)	(35, 30, 8)	(30, 7, 4)	nan
(56, 35, 8)	(35, 52, 3)	(52, 7, 1)	nan
(56, 35, 8)	(35, 52, 3)	(52, 7, 0)	nan
(56, 35, 8)	(35, 75, 7)	(75, 7, 1)	nan
(56, 35, 8)	(35, 75, 7)	(75, 7, 5)	nan
(56, 35, 8)	(35, 7, 1)	nan
(56, 35, 8)	(35, 7, 0)	nan
(56, 35, 8)	(35, 74, 5)	(74, 7, 1)	nan
(56, 35, 8)	(35, 68, 7)	(68, 7, 5)	nan
(56, 35, 8)	(35, 30, 8)	(30, 7, 1)	nan
(56, 35, 8)	(35, 30, 8)	(30, 7, 4)	nan
(56, 35, 8)	(35, 52, 3)	(52, 7, 1)	nan
(56, 35, 8)	(35, 52, 3)	(52, 7, 0)	nan
(56, 35, 8)	(35, 75, 7)	(75, 7, 1)	nan
(56, 35, 8)	(35, 75, 7)	(75, 7, 5)	nan
(56, 35, 4)	(35, 7, 1)	nan
(56, 35, 4)	(35, 7, 0)	nan
(56, 35, 4)	(35, 74, 5)	(74, 7, 1)	nan
(56, 35, 4)	(35, 68, 7)	(68, 7, 5)	nan
(56, 35, 4)	(35, 30, 8)	(30, 7, 1)	nan
(56, 35, 4)	(35, 30, 8)	(30, 7, 4)	nan
(56, 35, 4)	(35, 52, 3)	(52, 7, 1)	nan
(56, 35, 4)	(35, 52, 3)	(52, 7, 0)	nan
(56, 35, 4)	(35, 75, 7)	(75, 7, 1)	nan
(56, 35, 4)	(35, 75, 7)	(75, 7, 5)	nan
(56, 70, 4)	(70, 34, 8)	(34, 7, 1)	nan
(56, 70, 4)	(70, 34, 8)	(34, 7, 3)	nan
(56, 70, 4)	(70, 34, 8)	(34, 7, 1)	nan
(56, 70, 4)	(70, 34, 8)	(34, 7, 3)	nan
(56, 70, 4)	(70, 34, 7)	(34, 7, 1)	nan
(56, 70, 4)	(70, 34, 7)	(34, 7, 3)	nan
(56, 29, 8)	(29, 35, 1)	(35, 7, 1)	nan
(56, 29, 8)	(29, 35, 1)	(35, 7, 0)	nan
(56, 29, 8)	(29, 52, 7)	(52, 7, 1)	nan
(56, 29, 8)	(29, 52, 7)	(52, 7, 0)	nan
(56, 29, 8)	(29, 76, 3)	(76, 7, 1)	nan
(56, 29, 8)	(29, 76, 3)	(76, 7, 0)	nan
(56, 29, 8)	(29, 86, 1)	(86, 7, 8)	nan
(56, 33, 8)	(33, 54, 2)	(54, 7, 1)	nan
(56, 33, 8)	(33, 54, 2)	(54, 7, 0)	nan
(56, 33, 8)	(33, 74, 0)	(74, 7, 1)	nan
(56, 33, 8)	(33, 87, 3)	(87, 7, 1)	nan
(56, 33, 8)	(33, 87, 3)	(87, 7, 1)	nan
(56, 33, 8)	(33, 87, 3)	(87, 7, 1)	nan
(56, 33, 8)	(33, 41, 1)	(41, 7, 1)	nan
(56, 33, 8)	(33, 41, 1)	(41, 7, 3)	nan
