(35, 74, 5)	(74, 1, 0)	nan
(35, 74, 5)	(74, 1, 3)	nan
(35, 74, 5)	(74, 33, 8)	(33, 1, 0)	nan
(35, 74, 5)	(74, 33, 8)	(33, 1, 0)	nan
(35, 74, 5)	(74, 33, 8)	(33, 1, 3)	nan
(35, 74, 5)	(74, 33, 7)	(33, 1, 0)	nan
(35, 74, 5)	(74, 33, 7)	(33, 1, 0)	nan
(35, 74, 5)	(74, 33, 7)	(33, 1, 3)	nan
(35, 74, 5)	(74, 90, 1)	(90, 1, 0)	nan
(35, 74, 5)	(74, 90, 1)	(90, 1, 0)	nan
(35, 74, 5)	(74, 51, 7)	(51, 1, 0)	nan
(35, 74, 5)	(74, 29, 8)	(29, 1, 0)	nan
(35, 68, 7)	(68, 32, 8)	(32, 1, 0)	nan
(35, 68, 7)	(68, 32, 8)	(32, 1, 0)	nan
(35, 68, 7)	(68, 32, 6)	(32, 1, 0)	nan
(35, 68, 7)	(68, 33, 8)	(33, 1, 0)	nan
(35, 68, 7)	(68, 33, 8)	(33, 1, 0)	nan
(35, 68, 7)	(68, 33, 8)	(33, 1, 3)	nan
(35, 68, 7)	(68, 33, 7)	(33, 1, 0)	nan
(35, 68, 7)	(68, 33, 7)	(33, 1, 0)	nan
(35, 68, 7)	(68, 33, 7)	(33, 1, 3)	nan
(35, 68, 7)	(68, 72, 8)	(72, 1, 0)	nan
(35, 68, 7)	(68, 36, 7)	(36, 1, 0)	nan
(35, 56, 1)	(56, 70, 4)	(70, 1, 0)	nan
(35, 56, 1)	(56, 70, 4)	(70, 1, 0)	nan
(35, 56, 1)	(56, 29, 8)	(29, 1, 0)	nan
(35, 56, 1)	(56, 33, 8)	(33, 1, 0)	nan
(35, 56, 1)	(56, 33, 8)	(33, 1, 0)	nan
(35, 56, 1)	(56, 33, 8)	(33, 1, 3)	nan
(35, 56, 1)	(56, 41, 2)	(41, 1, 0)	nan
(35, 56, 1)	(56, 41, 2)	(41, 1, 7)	nan
(35, 56, 1)	(56, 37, 7)	(37, 1, 0)	nan
(35, 56, 1)	(56, 37, 7)	(37, 1, 5)	nan
(35, 56, 1)	(56, 1, 0)	nan
(35, 56, 1)	(56, 42, 7)	(42, 1, 0)	nan
(35, 56, 1)	(56, 42, 7)	(42, 1, 0)	nan
(35, 56, 1)	(56, 42, 7)	(42, 1, 7)	nan
(35, 30, 8)	(30, 72, 4)	(72, 1, 0)	nan
(35, 30, 8)	(30, 60, 7)	(60, 1, 0)	nan
(35, 30, 8)	(30, 60, 0)	(60, 1, 0)	nan
(35, 30, 8)	(30, 75, 7)	(75, 1, 0)	nan
(35, 30, 8)	(30, 88, 5)	(88, 1, 0)	nan
(35, 30, 8)	(30, 85, 0)	(85, 1, 0)	nan
(35, 30, 8)	(30, 85, 0)	(85, 1, 0)	nan
(35, 30, 8)	(30, 85, 0)	(85, 1, 0)	nan
(35, 52, 3)	(52, 33, 1)	(33, 1, 0)	nan
(35, 52, 3)	(52, 33, 1)	(33, 1, 0)	nan
(35, 52, 3)	(52, 33, 1)	(33, 1, 3)	nan
(35, 52, 3)	(52, 29, 8)	(29, 1, 0)	nan
(35, 52, 3)	(52, 79, 7)	(79, 1, 0)	nan
(35, 1, 0)	nan
