(49, 7, 1)	nan
(49, 41, 2)	(41, 7, 1)	nan
(49, 41, 2)	(41, 7, 3)	nan
(49, 41, 2)	(41, 30, 8)	(30, 7, 1)	nan
(49, 41, 2)	(41, 30, 8)	(30, 7, 4)	nan
(49, 41, 2)	(41, 30, 1)	(30, 7, 1)	nan
(49, 41, 2)	(41, 30, 1)	(30, 7, 4)	nan
(49, 41, 2)	(41, 38, 7)	(38, 7, 1)	nan
(49, 41, 2)	(41, 38, 7)	(38, 7, 1)	nan
(49, 41, 2)	(41, 32, 7)	(32, 7, 1)	nan
(49, 41, 2)	(41, 32, 7)	(32, 7, 6)	nan
(49, 41, 2)	(41, 82, 0)	(82, 7, 1)	nan
(49, 41, 2)	(41, 82, 0)	(82, 7, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 7, 1)	nan
(49, 41, 2)	(41, 76, 0)	(76, 7, 0)	nan
(49, 41, 2)	(41, 45, 0)	(45, 7, 1)	nan
(49, 41, 2)	(41, 45, 0)	(45, 7, 1)	nan
(49, 41, 2)	(41, 45, 0)	(45, 7, 3)	nan
(49, 41, 2)	(41, 45, 0)	(45, 7, 4)	nan
(49, 41, 2)	(41, 34, 8)	(34, 7, 1)	nan
(49, 41, 2)	(41, 34, 8)	(34, 7, 3)	nan
(49, 41, 2)	(41, 35, 8)	(35, 7, 1)	nan
(49, 41, 2)	(41, 35, 8)	(35, 7, 0)	nan
(49, 58, 3)	(58, 7, 1)	nan
(49, 58, 3)	(58, 35, 8)	(35, 7, 1)	nan
(49, 58, 3)	(58, 35, 8)	(35, 7, 0)	nan
(49, 58, 3)	(58, 35, 2)	(35, 7, 1)	nan
(49, 58, 3)	(58, 35, 2)	(35, 7, 0)	nan
(49, 58, 3)	(58, 90, 3)	(90, 7, 1)	nan
(49, 58, 3)	(58, 90, 3)	(90, 7, 2)	nan
(49, 58, 3)	(58, 54, 7)	(54, 7, 1)	nan
(49, 58, 3)	(58, 54, 7)	(54, 7, 0)	nan
(49, 58, 3)	(58, 34, 8)	(34, 7, 1)	nan
(49, 58, 3)	(58, 34, 8)	(34, 7, 3)	nan
(49, 58, 3)	(58, 44, 1)	(44, 7, 1)	nan
(49, 58, 3)	(58, 44, 1)	(44, 7, 5)	nan
(49, 58, 3)	(58, 46, 7)	(46, 7, 1)	nan
(49, 58, 3)	(58, 46, 7)	(46, 7, 1)	nan
(49, 58, 3)	(58, 46, 7)	(46, 7, 3)	nan
(49, 58, 3)	(58, 46, 7)	(46, 7, 4)	nan
(49, 58, 3)	(58, 59, 3)	(59, 7, 1)	nan
(49, 58, 3)	(58, 59, 3)	(59, 7, 6)	nan
(49, 58, 3)	(58, 59, 3)	(59, 7, 7)	nan
(49, 58, 3)	(58, 66, 7)	(66, 7, 1)	nan
(49, 58, 3)	(58, 66, 7)	(66, 7, 1)	nan
(49, 58, 3)	(58, 66, 7)	(66, 7, 1)	nan
(49, 58, 3)	(58, 66, 7)	(66, 7, 1)	nan
(49, 58, 3)	(58, 37, 2)	(37, 7, 1)	nan
(49, 58, 3)	(58, 37, 2)	(37, 7, 1)	nan
(49, 58, 3)	(58, 71, 5)	(71, 7, 1)	nan
(49, 58, 3)	(58, 71, 5)	(71, 7, 6)	nan
