(43, 30, 8)	(30, 72, 4)	(72, 15, 3)	nan
(43, 30, 8)	(30, 72, 4)	(72, 15, 3)	nan
(43, 30, 8)	(30, 72, 4)	(72, 15, 3)	nan
(43, 30, 8)	(30, 72, 4)	(72, 15, 3)	nan
(43, 30, 8)	(30, 60, 7)	(60, 15, 3)	nan
(43, 30, 8)	(30, 60, 7)	(60, 15, 3)	nan
(43, 30, 8)	(30, 60, 7)	(60, 15, 7)	nan
(43, 30, 8)	(30, 60, 7)	(60, 15, 0)	nan
(43, 30, 8)	(30, 60, 0)	(60, 15, 3)	nan
(43, 30, 8)	(30, 60, 0)	(60, 15, 3)	nan
(43, 30, 8)	(30, 60, 0)	(60, 15, 7)	nan
(43, 30, 8)	(30, 60, 0)	(60, 15, 0)	nan
(43, 30, 8)	(30, 75, 7)	(75, 15, 3)	nan
(43, 30, 8)	(30, 34, 8)	(34, 15, 3)	nan
(43, 30, 8)	(30, 34, 8)	(34, 15, 1)	nan
(43, 30, 8)	(30, 85, 0)	(85, 15, 3)	nan
(43, 30, 8)	(30, 85, 0)	(85, 15, 3)	nan
(43, 30, 8)	(30, 85, 0)	(85, 15, 7)	nan
(43, 30, 8)	(30, 85, 0)	(85, 15, 1)	nan
(43, 30, 8)	(30, 15, 3)	nan
(43, 32, 8)	(32, 29, 3)	(29, 15, 3)	nan
(43, 32, 8)	(32, 29, 3)	(29, 15, 8)	nan
(43, 32, 8)	(32, 86, 7)	(86, 15, 3)	nan
(43, 32, 8)	(32, 61, 1)	(61, 15, 3)	nan
(43, 32, 8)	(32, 61, 1)	(61, 15, 3)	nan
(43, 32, 8)	(32, 61, 1)	(61, 15, 7)	nan
(43, 32, 8)	(32, 76, 7)	(76, 15, 3)	nan
(43, 32, 8)	(32, 76, 7)	(76, 15, 3)	nan
(43, 32, 8)	(32, 51, 1)	(51, 15, 3)	nan
(43, 32, 8)	(32, 51, 1)	(51, 15, 7)	nan
(43, 32, 8)	(32, 41, 3)	(41, 15, 3)	nan
(43, 32, 8)	(32, 41, 3)	(41, 15, 0)	nan
(43, 32, 8)	(32, 40, 5)	(40, 15, 3)	nan
(43, 55, 0)	(55, 15, 3)	nan
(43, 55, 0)	(55, 15, 3)	nan
(43, 55, 0)	(55, 15, 7)	nan
(43, 55, 0)	(55, 35, 8)	(35, 15, 3)	nan
(43, 55, 0)	(55, 35, 8)	(35, 15, 8)	nan
(43, 55, 0)	(55, 35, 8)	(35, 15, 3)	nan
(43, 55, 0)	(55, 35, 8)	(35, 15, 8)	nan
(43, 55, 0)	(55, 35, 3)	(35, 15, 3)	nan
(43, 55, 0)	(55, 35, 3)	(35, 15, 8)	nan
(43, 55, 0)	(55, 35, 5)	(35, 15, 3)	nan
(43, 55, 0)	(55, 35, 5)	(35, 15, 8)	nan
(43, 55, 0)	(55, 64, 7)	(64, 15, 3)	nan
(43, 55, 0)	(55, 64, 7)	(64, 15, 7)	nan
(43, 55, 0)	(55, 30, 8)	(30, 15, 3)	nan
(43, 55, 0)	(55, 50, 7)	(50, 15, 3)	nan
(43, 55, 0)	(55, 50, 7)	(50, 15, 3)	nan
(43, 55, 0)	(55, 81, 3)	(81, 15, 3)	nan
(43, 55, 0)	(55, 68, 4)	(68, 15, 3)	nan
