(29, 25, 3)	nan
(29, 50, 5)	(50, 25, 7)	nan
(29, 50, 5)	(50, 25, 0)	nan
(29, 50, 5)	(50, 32, 8)	(32, 25, 7)	nan
(29, 50, 5)	(50, 32, 8)	(32, 25, 7)	nan
(29, 50, 5)	(50, 32, 8)	(32, 25, 6)	nan
(29, 50, 5)	(50, 32, 8)	(32, 25, 0)	nan
(29, 50, 5)	(50, 32, 1)	(32, 25, 7)	nan
(29, 50, 5)	(50, 32, 1)	(32, 25, 7)	nan
(29, 50, 5)	(50, 32, 1)	(32, 25, 6)	nan
(29, 50, 5)	(50, 32, 1)	(32, 25, 0)	nan
(29, 50, 5)	(50, 36, 5)	(36, 25, 7)	nan
(29, 50, 5)	(50, 30, 8)	(30, 25, 7)	nan
(29, 50, 5)	(50, 30, 8)	(30, 25, 2)	nan
(29, 50, 5)	(50, 61, 5)	(61, 25, 7)	nan
(29, 50, 5)	(50, 61, 5)	(61, 25, 7)	nan
(29, 50, 5)	(50, 61, 5)	(61, 25, 2)	nan
(29, 50, 5)	(50, 31, 7)	(31, 25, 7)	nan
(29, 50, 5)	(50, 31, 7)	(31, 25, 7)	nan
(29, 50, 5)	(50, 31, 7)	(31, 25, 5)	nan
(29, 50, 5)	(50, 57, 3)	(57, 25, 7)	nan
(29, 50, 5)	(50, 78, 8)	(78, 25, 7)	nan
(29, 50, 5)	(50, 78, 8)	(78, 25, 7)	nan
(29, 50, 5)	(50, 78, 8)	(78, 25, 7)	nan
(29, 50, 5)	(50, 78, 8)	(78, 25, 7)	nan
(29, 50, 5)	(50, 78, 8)	(78, 25, 7)	nan
(29, 50, 5)	(50, 78, 8)	(78, 25, 7)	nan
(29, 50, 5)	(50, 78, 8)	(78, 25, 7)	nan
(29, 88, 0)	(88, 31, 1)	(31, 25, 7)	nan
(29, 88, 0)	(88, 31, 1)	(31, 25, 7)	nan
(29, 88, 0)	(88, 31, 1)	(31, 25, 5)	nan
(29, 35, 1)	(35, 74, 5)	(74, 25, 7)	nan
(29, 35, 1)	(35, 74, 5)	(74, 25, 0)	nan
(29, 35, 1)	(35, 68, 7)	(68, 25, 7)	nan
(29, 35, 1)	(35, 68, 7)	(68, 25, 7)	nan
(29, 35, 1)	(35, 68, 7)	(68, 25, 2)	nan
(29, 35, 1)	(35, 68, 7)	(68, 25, 8)	nan
(29, 35, 1)	(35, 56, 1)	(56, 25, 7)	nan
(29, 35, 1)	(35, 56, 1)	(56, 25, 6)	nan
(29, 35, 1)	(35, 30, 8)	(30, 25, 7)	nan
(29, 35, 1)	(35, 30, 8)	(30, 25, 2)	nan
(29, 35, 1)	(35, 52, 3)	(52, 25, 7)	nan
(29, 35, 1)	(35, 52, 3)	(52, 25, 0)	nan
(29, 35, 1)	(35, 75, 7)	(75, 25, 7)	nan
(29, 52, 7)	(52, 25, 7)	nan
(29, 52, 7)	(52, 25, 0)	nan
(29, 52, 7)	(52, 33, 1)	(33, 25, 5)	nan
(29, 52, 7)	(52, 45, 3)	(45, 25, 7)	nan
(29, 52, 7)	(52, 45, 3)	(45, 25, 7)	nan
(29, 52, 7)	(52, 45, 3)	(45, 25, 4)	nan
