(49, 21, 4)	nan
(49, 21, 3)	nan
(49, 41, 2)	(41, 21, 5)	nan
(49, 41, 2)	(41, 21, 5)	nan
(49, 41, 2)	(41, 21, 1)	nan
(49, 41, 2)	(41, 21, 8)	nan
(49, 41, 2)	(41, 30, 8)	(30, 21, 5)	nan
(49, 41, 2)	(41, 30, 8)	(30, 21, 3)	nan
(49, 41, 2)	(41, 30, 1)	(30, 21, 5)	nan
(49, 41, 2)	(41, 30, 1)	(30, 21, 3)	nan
(49, 41, 2)	(41, 82, 0)	(82, 21, 5)	nan
(49, 41, 2)	(41, 82, 0)	(82, 21, 4)	nan
(49, 41, 2)	(41, 82, 0)	(82, 21, 0)	nan
(49, 41, 2)	(41, 31, 8)	(31, 21, 5)	nan
(49, 41, 2)	(41, 31, 8)	(31, 21, 3)	nan
(49, 41, 2)	(41, 67, 7)	(67, 21, 5)	nan
(49, 41, 2)	(41, 67, 7)	(67, 21, 6)	nan
(49, 41, 2)	(41, 29, 5)	(29, 21, 5)	nan
(49, 41, 2)	(41, 29, 5)	(29, 21, 5)	nan
(49, 41, 2)	(41, 29, 5)	(29, 21, 0)	nan
(49, 41, 2)	(41, 29, 5)	(29, 21, 2)	nan
(49, 41, 2)	(41, 76, 0)	(76, 21, 5)	nan
(49, 41, 2)	(41, 76, 0)	(76, 21, 5)	nan
(49, 41, 2)	(41, 76, 0)	(76, 21, 5)	nan
(49, 41, 2)	(41, 76, 0)	(76, 21, 5)	nan
(49, 41, 2)	(41, 34, 8)	(34, 21, 5)	nan
(49, 41, 2)	(41, 35, 8)	(35, 21, 5)	nan
(49, 41, 2)	(41, 35, 8)	(35, 21, 3)	nan
(49, 58, 3)	(58, 35, 8)	(35, 21, 5)	nan
(49, 58, 3)	(58, 35, 8)	(35, 21, 3)	nan
(49, 58, 3)	(58, 35, 2)	(35, 21, 5)	nan
(49, 58, 3)	(58, 35, 2)	(35, 21, 3)	nan
(49, 58, 3)	(58, 90, 3)	(90, 21, 5)	nan
(49, 58, 3)	(58, 90, 3)	(90, 21, 6)	nan
(49, 58, 3)	(58, 34, 8)	(34, 21, 5)	nan
(49, 58, 3)	(58, 46, 7)	(46, 21, 5)	nan
(49, 58, 3)	(58, 46, 7)	(46, 21, 2)	nan
(49, 58, 3)	(58, 46, 7)	(46, 21, 1)	nan
(49, 58, 3)	(58, 59, 3)	(59, 21, 5)	nan
(49, 58, 3)	(58, 71, 5)	(71, 21, 5)	nan
(49, 58, 3)	(58, 71, 5)	(71, 21, 1)	nan
(49, 58, 3)	(58, 68, 2)	(68, 21, 5)	nan
(49, 58, 3)	(58, 68, 2)	(68, 21, 5)	nan
(49, 58, 3)	(58, 68, 2)	(68, 21, 7)	nan
(49, 58, 3)	(58, 68, 2)	(68, 21, 2)	nan
(49, 58, 2)	(58, 35, 8)	(35, 21, 5)	nan
(49, 58, 2)	(58, 35, 8)	(35, 21, 3)	nan
(49, 58, 2)	(58, 35, 2)	(35, 21, 5)	nan
(49, 58, 2)	(58, 35, 2)	(35, 21, 3)	nan
