(58, 35, 8)	(35, 27, 7)	nan
(58, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(58, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(58, 35, 8)	(35, 74, 5)	(74, 27, 5)	nan
(58, 35, 8)	(35, 74, 5)	(74, 27, 2)	nan
(58, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(58, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(58, 35, 8)	(35, 68, 7)	(68, 27, 6)	nan
(58, 35, 8)	(35, 56, 1)	(56, 27, 7)	nan
(58, 35, 8)	(35, 30, 8)	(30, 27, 7)	nan
(58, 35, 8)	(35, 52, 3)	(52, 27, 7)	nan
(58, 35, 8)	(35, 52, 3)	(52, 27, 1)	nan
(58, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(58, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(58, 35, 8)	(35, 88, 1)	(88, 27, 5)	nan
(58, 35, 8)	(35, 88, 1)	(88, 27, 3)	nan
(58, 35, 2)	(35, 27, 7)	nan
(58, 35, 2)	(35, 74, 5)	(74, 27, 7)	nan
(58, 35, 2)	(35, 74, 5)	(74, 27, 7)	nan
(58, 35, 2)	(35, 74, 5)	(74, 27, 5)	nan
(58, 35, 2)	(35, 74, 5)	(74, 27, 2)	nan
(58, 35, 2)	(35, 68, 7)	(68, 27, 7)	nan
(58, 35, 2)	(35, 68, 7)	(68, 27, 7)	nan
(58, 35, 2)	(35, 68, 7)	(68, 27, 6)	nan
(58, 35, 2)	(35, 56, 1)	(56, 27, 7)	nan
(58, 35, 2)	(35, 30, 8)	(30, 27, 7)	nan
(58, 35, 2)	(35, 52, 3)	(52, 27, 7)	nan
(58, 35, 2)	(35, 52, 3)	(52, 27, 1)	nan
(58, 35, 2)	(35, 88, 1)	(88, 27, 7)	nan
(58, 35, 2)	(35, 88, 1)	(88, 27, 7)	nan
(58, 35, 2)	(35, 88, 1)	(88, 27, 5)	nan
(58, 35, 2)	(35, 88, 1)	(88, 27, 3)	nan
(58, 90, 3)	(90, 27, 7)	nan
(58, 90, 3)	(90, 71, 0)	(71, 27, 7)	nan
(58, 90, 3)	(90, 70, 5)	(70, 27, 7)	nan
(58, 90, 3)	(90, 70, 5)	(70, 27, 8)	nan
(58, 90, 3)	(90, 70, 5)	(70, 27, 1)	nan
(58, 90, 3)	(90, 55, 0)	(55, 27, 7)	nan
(58, 90, 3)	(90, 63, 7)	(63, 27, 7)	nan
(58, 90, 3)	(90, 85, 0)	(85, 27, 7)	nan
(58, 90, 3)	(90, 85, 0)	(85, 27, 7)	nan
(58, 90, 3)	(90, 85, 0)	(85, 27, 2)	nan
(58, 90, 3)	(90, 85, 0)	(85, 27, 2)	nan
(58, 90, 3)	(90, 30, 7)	(30, 27, 7)	nan
(58, 54, 7)	(54, 27, 7)	nan
(58, 54, 7)	(54, 27, 4)	nan
(58, 54, 7)	(54, 35, 3)	(35, 27, 7)	nan
(58, 54, 7)	(54, 79, 1)	(79, 27, 7)	nan
(58, 54, 7)	(54, 79, 1)	(79, 27, 7)	nan
(58, 54, 7)	(54, 79, 1)	(79, 27, 5)	nan
