(31, 25, 5)	nan
(31, 32, 0)	(32, 25, 7)	nan
(31, 32, 0)	(32, 25, 7)	nan
(31, 32, 0)	(32, 25, 6)	nan
(31, 32, 0)	(32, 25, 0)	nan
(31, 32, 0)	(32, 29, 3)	(29, 25, 7)	nan
(31, 32, 0)	(32, 29, 3)	(29, 25, 3)	nan
(31, 32, 0)	(32, 86, 7)	(86, 25, 7)	nan
(31, 32, 0)	(32, 86, 7)	(86, 25, 7)	nan
(31, 32, 0)	(32, 86, 7)	(86, 25, 1)	nan
(31, 32, 0)	(32, 61, 1)	(61, 25, 7)	nan
(31, 32, 0)	(32, 61, 1)	(61, 25, 7)	nan
(31, 32, 0)	(32, 61, 1)	(61, 25, 2)	nan
(31, 32, 0)	(32, 76, 7)	(76, 25, 7)	nan
(31, 32, 0)	(32, 76, 7)	(76, 25, 7)	nan
(31, 32, 0)	(32, 76, 7)	(76, 25, 7)	nan
(31, 32, 0)	(32, 76, 7)	(76, 25, 7)	nan
(31, 32, 0)	(32, 76, 7)	(76, 25, 7)	nan
(31, 32, 0)	(32, 76, 7)	(76, 25, 7)	nan
(31, 32, 0)	(32, 76, 7)	(76, 25, 7)	nan
(31, 32, 0)	(32, 41, 3)	(41, 25, 7)	nan
(31, 32, 0)	(32, 40, 5)	(40, 25, 7)	nan
(31, 32, 0)	(32, 40, 5)	(40, 25, 5)	nan
(31, 36, 7)	(36, 25, 7)	nan
(31, 36, 7)	(36, 62, 5)	(62, 25, 7)	nan
(31, 36, 7)	(36, 62, 5)	(62, 25, 7)	nan
(31, 36, 7)	(36, 62, 5)	(62, 25, 6)	nan
(31, 36, 7)	(36, 66, 1)	(66, 25, 7)	nan
(31, 36, 7)	(36, 66, 1)	(66, 25, 7)	nan
(31, 36, 7)	(36, 66, 1)	(66, 25, 6)	nan
(31, 36, 7)	(36, 58, 7)	(58, 25, 7)	nan
(31, 36, 7)	(36, 76, 7)	(76, 25, 7)	nan
(31, 36, 7)	(36, 76, 7)	(76, 25, 7)	nan
(31, 36, 7)	(36, 76, 7)	(76, 25, 7)	nan
(31, 36, 7)	(36, 76, 7)	(76, 25, 7)	nan
(31, 36, 7)	(36, 76, 7)	(76, 25, 7)	nan
(31, 36, 7)	(36, 76, 7)	(76, 25, 7)	nan
(31, 36, 7)	(36, 76, 7)	(76, 25, 7)	nan
(31, 36, 7)	(36, 67, 5)	(67, 25, 7)	nan
(31, 36, 7)	(36, 67, 5)	(67, 25, 8)	nan
(31, 36, 7)	(36, 55, 0)	(55, 25, 2)	nan
(31, 36, 7)	(36, 29, 7)	(29, 25, 7)	nan
(31, 36, 7)	(36, 29, 7)	(29, 25, 3)	nan
(31, 36, 7)	(36, 29, 8)	(29, 25, 7)	nan
(31, 36, 7)	(36, 29, 8)	(29, 25, 3)	nan
(31, 36, 7)	(36, 32, 5)	(32, 25, 7)	nan
(31, 36, 7)	(36, 32, 5)	(32, 25, 7)	nan
(31, 36, 7)	(36, 32, 5)	(32, 25, 6)	nan
(31, 36, 7)	(36, 32, 5)	(32, 25, 0)	nan
