(32, 1, 0)	nan
(32, 29, 3)	(29, 1, 0)	nan
(32, 29, 3)	(29, 88, 0)	(88, 1, 0)	nan
(32, 29, 3)	(29, 35, 1)	(35, 1, 0)	nan
(32, 29, 3)	(29, 61, 7)	(61, 1, 0)	nan
(32, 29, 3)	(29, 61, 7)	(61, 1, 0)	nan
(32, 86, 7)	(86, 33, 8)	(33, 1, 0)	nan
(32, 86, 7)	(86, 33, 8)	(33, 1, 0)	nan
(32, 86, 7)	(86, 33, 8)	(33, 1, 3)	nan
(32, 86, 7)	(86, 33, 8)	(33, 1, 0)	nan
(32, 86, 7)	(86, 33, 8)	(33, 1, 0)	nan
(32, 86, 7)	(86, 33, 8)	(33, 1, 3)	nan
(32, 86, 7)	(86, 33, 3)	(33, 1, 0)	nan
(32, 86, 7)	(86, 33, 3)	(33, 1, 0)	nan
(32, 86, 7)	(86, 33, 3)	(33, 1, 3)	nan
(32, 86, 7)	(86, 66, 2)	(66, 1, 0)	nan
(32, 86, 7)	(86, 77, 7)	(77, 1, 0)	nan
(32, 86, 7)	(86, 73, 3)	(73, 1, 0)	nan
(32, 86, 7)	(86, 73, 3)	(73, 1, 0)	nan
(32, 86, 7)	(86, 73, 3)	(73, 1, 6)	nan
(32, 86, 7)	(86, 53, 7)	(53, 1, 0)	nan
(32, 86, 7)	(86, 65, 8)	(65, 1, 0)	nan
(32, 86, 7)	(86, 65, 8)	(65, 1, 0)	nan
(32, 86, 7)	(86, 65, 8)	(65, 1, 4)	nan
(32, 86, 7)	(86, 74, 7)	(74, 1, 0)	nan
(32, 86, 7)	(86, 74, 7)	(74, 1, 3)	nan
(32, 86, 7)	(86, 61, 5)	(61, 1, 0)	nan
(32, 86, 7)	(86, 61, 5)	(61, 1, 0)	nan
(32, 61, 1)	(61, 35, 8)	(35, 1, 0)	nan
(32, 61, 1)	(61, 35, 7)	(35, 1, 0)	nan
(32, 61, 1)	(61, 36, 3)	(36, 1, 0)	nan
(32, 61, 1)	(61, 36, 1)	(36, 1, 0)	nan
(32, 61, 1)	(61, 69, 7)	(69, 1, 0)	nan
(32, 61, 1)	(61, 69, 7)	(69, 1, 0)	nan
(32, 61, 1)	(61, 69, 7)	(69, 1, 0)	nan
(32, 61, 1)	(61, 69, 7)	(69, 1, 0)	nan
(32, 61, 1)	(61, 43, 5)	(43, 1, 0)	nan
(32, 61, 1)	(61, 43, 5)	(43, 1, 5)	nan
(32, 61, 1)	(61, 1, 0)	nan
(32, 61, 1)	(61, 1, 0)	nan
(32, 61, 1)	(61, 77, 7)	(77, 1, 0)	nan
(32, 61, 1)	(61, 92, 7)	(92, 1, 0)	nan
(32, 76, 7)	(76, 37, 8)	(37, 1, 0)	nan
(32, 76, 7)	(76, 37, 8)	(37, 1, 5)	nan
(32, 76, 7)	(76, 40, 1)	(40, 1, 0)	nan
(32, 76, 7)	(76, 40, 1)	(40, 1, 0)	nan
(32, 76, 7)	(76, 40, 1)	(40, 1, 1)	nan
(32, 76, 7)	(76, 40, 1)	(40, 1, 1)	nan
(32, 76, 7)	(76, 40, 1)	(40, 1, 1)	nan
(32, 76, 7)	(76, 35, 8)	(35, 1, 0)	nan
(32, 76, 7)	(76, 35, 8)	(35, 1, 0)	nan
