(78, 33, 3)	nan
(78, 35, 8)	(35, 74, 5)	(74, 33, 8)	nan
(78, 35, 8)	(35, 74, 5)	(74, 33, 7)	nan
(78, 35, 8)	(35, 68, 7)	(68, 33, 8)	nan
(78, 35, 8)	(35, 68, 7)	(68, 33, 7)	nan
(78, 35, 8)	(35, 56, 1)	(56, 33, 8)	nan
(78, 35, 8)	(35, 52, 3)	(52, 33, 1)	nan
(78, 35, 8)	(35, 75, 7)	(75, 33, 8)	nan
(78, 35, 8)	(35, 75, 7)	(75, 33, 8)	nan
(78, 35, 8)	(35, 75, 7)	(75, 33, 6)	nan
(78, 35, 8)	(35, 75, 7)	(75, 33, 5)	nan
(78, 45, 8)	(45, 59, 1)	(59, 33, 8)	nan
(78, 45, 8)	(45, 33, 8)	nan
(78, 45, 8)	(45, 69, 5)	(69, 33, 8)	nan
