(82, 3, 2)	nan
(82, 43, 4)	(43, 3, 0)	nan
(82, 43, 4)	(43, 30, 8)	(30, 3, 0)	nan
(82, 43, 4)	(43, 30, 8)	(30, 3, 3)	nan
(82, 43, 4)	(43, 32, 8)	(32, 3, 0)	nan
(82, 43, 4)	(43, 32, 8)	(32, 3, 0)	nan
(82, 43, 4)	(43, 32, 8)	(32, 3, 0)	nan
(82, 43, 4)	(43, 89, 0)	(89, 3, 0)	nan
(82, 43, 4)	(43, 89, 0)	(89, 3, 7)	nan
(82, 43, 4)	(43, 89, 7)	(89, 3, 0)	nan
(82, 43, 4)	(43, 89, 7)	(89, 3, 7)	nan
(82, 43, 4)	(43, 63, 0)	(63, 3, 0)	nan
(82, 38, 0)	(38, 48, 0)	(48, 3, 0)	nan
(82, 38, 0)	(38, 48, 0)	(48, 3, 8)	nan
(82, 62, 1)	(62, 35, 8)	(35, 3, 0)	nan
(82, 62, 1)	(62, 81, 7)	(81, 3, 0)	nan
(82, 62, 1)	(62, 81, 7)	(81, 3, 7)	nan
(82, 62, 1)	(62, 65, 2)	(65, 3, 0)	nan
(82, 62, 1)	(62, 65, 2)	(65, 3, 0)	nan
(82, 62, 1)	(62, 65, 2)	(65, 3, 7)	nan
(82, 62, 1)	(62, 89, 5)	(89, 3, 0)	nan
(82, 62, 1)	(62, 89, 5)	(89, 3, 7)	nan
(82, 62, 1)	(62, 34, 8)	(34, 3, 0)	nan
(82, 62, 1)	(62, 88, 5)	(88, 3, 0)	nan
(82, 62, 1)	(62, 88, 5)	(88, 3, 0)	nan
(82, 62, 1)	(62, 88, 5)	(88, 3, 3)	nan
(82, 62, 1)	(62, 37, 1)	(37, 3, 0)	nan
(82, 62, 1)	(62, 32, 8)	(32, 3, 0)	nan
(82, 62, 1)	(62, 32, 8)	(32, 3, 0)	nan
(82, 62, 1)	(62, 32, 8)	(32, 3, 0)	nan
