(89, 6, 1)	nan
(89, 6, 0)	nan
(89, 46, 7)	(46, 6, 1)	nan
(89, 46, 7)	(46, 6, 4)	nan
(89, 46, 7)	(46, 50, 2)	(50, 6, 1)	nan
(89, 46, 7)	(46, 50, 2)	(50, 6, 1)	nan
(89, 46, 7)	(46, 50, 2)	(50, 6, 5)	nan
(89, 46, 7)	(46, 50, 2)	(50, 6, 7)	nan
(89, 46, 7)	(46, 74, 0)	(74, 6, 1)	nan
(89, 46, 7)	(46, 74, 0)	(74, 6, 1)	nan
(89, 46, 7)	(46, 74, 0)	(74, 6, 3)	nan
(89, 46, 7)	(46, 74, 0)	(74, 6, 2)	nan
(89, 46, 7)	(46, 29, 8)	(29, 6, 1)	nan
(89, 46, 7)	(46, 29, 8)	(29, 6, 2)	nan
(89, 46, 7)	(46, 54, 5)	(54, 6, 1)	nan
(89, 46, 7)	(46, 54, 5)	(54, 6, 1)	nan
(89, 46, 7)	(46, 54, 5)	(54, 6, 7)	nan
(89, 46, 7)	(46, 53, 0)	(53, 6, 1)	nan
(89, 46, 7)	(46, 53, 0)	(53, 6, 3)	nan
(89, 46, 7)	(46, 64, 1)	(64, 6, 1)	nan
(89, 46, 7)	(46, 64, 1)	(64, 6, 1)	nan
(89, 46, 7)	(46, 64, 1)	(64, 6, 2)	nan
(89, 46, 7)	(46, 64, 1)	(64, 6, 5)	nan
(89, 46, 7)	(46, 47, 8)	(47, 6, 1)	nan
(89, 46, 7)	(46, 47, 8)	(47, 6, 4)	nan
(89, 90, 1)	(90, 6, 0)	nan
(89, 90, 1)	(90, 70, 5)	(70, 6, 1)	nan
(89, 90, 1)	(90, 55, 0)	(55, 6, 1)	nan
(89, 90, 1)	(90, 55, 0)	(55, 6, 7)	nan
(89, 90, 1)	(90, 85, 0)	(85, 6, 1)	nan
(89, 90, 1)	(90, 85, 0)	(85, 6, 1)	nan
(89, 90, 1)	(90, 85, 0)	(85, 6, 2)	nan
(89, 90, 1)	(90, 85, 0)	(85, 6, 5)	nan
