(32, 29, 3)	(29, 6, 1)	nan
(32, 29, 3)	(29, 6, 2)	nan
(32, 29, 3)	(29, 50, 5)	(50, 6, 1)	nan
(32, 29, 3)	(29, 50, 5)	(50, 6, 1)	nan
(32, 29, 3)	(29, 50, 5)	(50, 6, 5)	nan
(32, 29, 3)	(29, 50, 5)	(50, 6, 7)	nan
(32, 29, 3)	(29, 88, 0)	(88, 6, 1)	nan
(32, 29, 3)	(29, 35, 1)	(35, 6, 1)	nan
(32, 29, 3)	(29, 35, 1)	(35, 6, 1)	nan
(32, 29, 3)	(29, 52, 7)	(52, 6, 1)	nan
(32, 29, 3)	(29, 52, 7)	(52, 6, 0)	nan
(32, 29, 3)	(29, 76, 3)	(76, 6, 1)	nan
(32, 29, 3)	(29, 76, 3)	(76, 6, 1)	nan
(32, 29, 3)	(29, 76, 3)	(76, 6, 1)	nan
(32, 29, 3)	(29, 76, 3)	(76, 6, 1)	nan
(32, 29, 3)	(29, 76, 3)	(76, 6, 1)	nan
(32, 29, 3)	(29, 76, 3)	(76, 6, 1)	nan
(32, 29, 3)	(29, 76, 3)	(76, 6, 1)	nan
(32, 29, 3)	(29, 61, 7)	(61, 6, 1)	nan
(32, 29, 3)	(29, 61, 7)	(61, 6, 1)	nan
(32, 86, 7)	(86, 66, 2)	(66, 6, 1)	nan
(32, 86, 7)	(86, 66, 2)	(66, 6, 1)	nan
(32, 86, 7)	(86, 66, 2)	(66, 6, 1)	nan
(32, 86, 7)	(86, 66, 2)	(66, 6, 1)	nan
(32, 86, 7)	(86, 77, 7)	(77, 6, 1)	nan
(32, 86, 7)	(86, 77, 7)	(77, 6, 1)	nan
(32, 86, 7)	(86, 77, 7)	(77, 6, 1)	nan
(32, 86, 7)	(86, 77, 7)	(77, 6, 1)	nan
(32, 86, 7)	(86, 77, 7)	(77, 6, 1)	nan
(32, 86, 7)	(86, 73, 3)	(73, 6, 1)	nan
(32, 86, 7)	(86, 73, 3)	(73, 6, 6)	nan
(32, 86, 7)	(86, 53, 7)	(53, 6, 1)	nan
(32, 86, 7)	(86, 53, 7)	(53, 6, 3)	nan
(32, 86, 7)	(86, 74, 7)	(74, 6, 1)	nan
(32, 86, 7)	(86, 74, 7)	(74, 6, 1)	nan
(32, 86, 7)	(86, 74, 7)	(74, 6, 3)	nan
(32, 86, 7)	(86, 74, 7)	(74, 6, 2)	nan
(32, 86, 7)	(86, 61, 5)	(61, 6, 1)	nan
(32, 86, 7)	(86, 61, 5)	(61, 6, 1)	nan
(32, 61, 1)	(61, 6, 1)	nan
(32, 61, 1)	(61, 6, 1)	nan
(32, 61, 1)	(61, 35, 8)	(35, 6, 1)	nan
(32, 61, 1)	(61, 35, 8)	(35, 6, 1)	nan
(32, 61, 1)	(61, 35, 7)	(35, 6, 1)	nan
(32, 61, 1)	(61, 35, 7)	(35, 6, 1)	nan
(32, 61, 1)	(61, 34, 8)	(34, 6, 1)	nan
(32, 61, 1)	(61, 34, 8)	(34, 6, 6)	nan
(32, 61, 1)	(61, 43, 5)	(43, 6, 1)	nan
(32, 61, 1)	(61, 43, 5)	(43, 6, 3)	nan
(32, 61, 1)	(61, 45, 7)	(45, 6, 1)	nan
(32, 61, 1)	(61, 45, 7)	(45, 6, 3)	nan
