(46, 7, 3)	nan
(46, 7, 4)	nan
(46, 30, 8)	(30, 7, 1)	nan
(46, 30, 8)	(30, 7, 4)	nan
(46, 30, 8)	(30, 72, 4)	(72, 7, 1)	nan
(46, 30, 8)	(30, 72, 4)	(72, 7, 8)	nan
(46, 30, 8)	(30, 60, 7)	(60, 7, 1)	nan
(46, 30, 8)	(30, 60, 7)	(60, 7, 6)	nan
(46, 30, 8)	(30, 60, 0)	(60, 7, 1)	nan
(46, 30, 8)	(30, 60, 0)	(60, 7, 6)	nan
(46, 30, 8)	(30, 75, 7)	(75, 7, 1)	nan
(46, 30, 8)	(30, 75, 7)	(75, 7, 5)	nan
(46, 30, 8)	(30, 34, 8)	(34, 7, 1)	nan
(46, 30, 8)	(30, 34, 8)	(34, 7, 3)	nan
(46, 30, 8)	(30, 85, 0)	(85, 7, 1)	nan
(46, 30, 8)	(30, 85, 0)	(85, 7, 6)	nan
(46, 50, 2)	(50, 32, 8)	(32, 7, 1)	nan
(46, 50, 2)	(50, 32, 8)	(32, 7, 6)	nan
(46, 50, 2)	(50, 32, 1)	(32, 7, 1)	nan
(46, 50, 2)	(50, 32, 1)	(32, 7, 6)	nan
(46, 50, 2)	(50, 30, 8)	(30, 7, 1)	nan
(46, 50, 2)	(50, 30, 8)	(30, 7, 4)	nan
(46, 50, 2)	(50, 34, 8)	(34, 7, 1)	nan
(46, 50, 2)	(50, 34, 8)	(34, 7, 3)	nan
(46, 50, 2)	(50, 57, 3)	(57, 7, 1)	nan
(46, 50, 2)	(50, 57, 3)	(57, 7, 1)	nan
(46, 50, 2)	(50, 57, 3)	(57, 7, 4)	nan
(46, 50, 2)	(50, 57, 3)	(57, 7, 6)	nan
(46, 50, 2)	(50, 78, 8)	(78, 7, 1)	nan
(46, 50, 2)	(50, 78, 8)	(78, 7, 1)	nan
(46, 74, 0)	(74, 7, 1)	nan
(46, 74, 0)	(74, 76, 5)	(76, 7, 1)	nan
(46, 74, 0)	(74, 76, 5)	(76, 7, 0)	nan
(46, 74, 0)	(74, 90, 1)	(90, 7, 1)	nan
(46, 74, 0)	(74, 90, 1)	(90, 7, 2)	nan
(46, 74, 0)	(74, 35, 7)	(35, 7, 1)	nan
(46, 74, 0)	(74, 35, 7)	(35, 7, 0)	nan
(46, 29, 8)	(29, 35, 1)	(35, 7, 1)	nan
(46, 29, 8)	(29, 35, 1)	(35, 7, 0)	nan
(46, 29, 8)	(29, 52, 7)	(52, 7, 1)	nan
(46, 29, 8)	(29, 52, 7)	(52, 7, 0)	nan
(46, 29, 8)	(29, 76, 3)	(76, 7, 1)	nan
(46, 29, 8)	(29, 76, 3)	(76, 7, 0)	nan
(46, 29, 8)	(29, 86, 1)	(86, 7, 8)	nan
(46, 69, 0)	(69, 34, 8)	(34, 7, 1)	nan
(46, 69, 0)	(69, 34, 8)	(34, 7, 3)	nan
(46, 69, 0)	(69, 34, 8)	(34, 7, 1)	nan
(46, 69, 0)	(69, 34, 8)	(34, 7, 3)	nan
(46, 69, 0)	(69, 34, 7)	(34, 7, 1)	nan
