(71, 34, 8)	(34, 15, 3)	nan
(71, 34, 8)	(34, 15, 1)	nan
(71, 34, 8)	(34, 91, 1)	(91, 15, 3)	nan
(71, 34, 8)	(34, 91, 1)	(91, 15, 7)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 7)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 1)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 7)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 1)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 7)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 1)	nan
(71, 34, 8)	(34, 92, 1)	(92, 15, 3)	nan
(71, 34, 8)	(34, 92, 1)	(92, 15, 6)	nan
(71, 34, 8)	(34, 92, 5)	(92, 15, 3)	nan
(71, 34, 8)	(34, 92, 5)	(92, 15, 6)	nan
(71, 34, 8)	(34, 41, 7)	(41, 15, 3)	nan
(71, 34, 8)	(34, 41, 7)	(41, 15, 0)	nan
(71, 34, 8)	(34, 35, 8)	(35, 15, 3)	nan
(71, 34, 8)	(34, 35, 8)	(35, 15, 8)	nan
(71, 34, 8)	(34, 15, 3)	nan
(71, 34, 8)	(34, 15, 1)	nan
(71, 34, 8)	(34, 91, 1)	(91, 15, 3)	nan
(71, 34, 8)	(34, 91, 1)	(91, 15, 7)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 7)	nan
(71, 34, 8)	(34, 59, 7)	(59, 15, 1)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 7)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 1)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 3)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 7)	nan
(71, 34, 8)	(34, 59, 3)	(59, 15, 1)	nan
(71, 34, 8)	(34, 92, 1)	(92, 15, 3)	nan
(71, 34, 8)	(34, 92, 1)	(92, 15, 6)	nan
(71, 34, 8)	(34, 92, 5)	(92, 15, 3)	nan
(71, 34, 8)	(34, 92, 5)	(92, 15, 6)	nan
(71, 34, 8)	(34, 41, 7)	(41, 15, 3)	nan
(71, 34, 8)	(34, 41, 7)	(41, 15, 0)	nan
(71, 34, 8)	(34, 35, 8)	(35, 15, 3)	nan
(71, 34, 8)	(34, 35, 8)	(35, 15, 8)	nan
(71, 34, 1)	(34, 15, 3)	nan
(71, 34, 1)	(34, 15, 1)	nan
(71, 34, 1)	(34, 91, 1)	(91, 15, 3)	nan
