(71, 34, 8)	(34, 21, 5)	nan
(71, 34, 8)	(34, 91, 1)	(91, 21, 5)	nan
(71, 34, 8)	(34, 91, 1)	(91, 21, 7)	nan
(71, 34, 8)	(34, 91, 1)	(91, 21, 1)	nan
(71, 34, 8)	(34, 67, 2)	(67, 21, 5)	nan
(71, 34, 8)	(34, 67, 2)	(67, 21, 6)	nan
(71, 34, 8)	(34, 59, 7)	(59, 21, 5)	nan
(71, 34, 8)	(34, 59, 3)	(59, 21, 5)	nan
(71, 34, 8)	(34, 59, 3)	(59, 21, 5)	nan
(71, 34, 8)	(34, 92, 1)	(92, 21, 5)	nan
(71, 34, 8)	(34, 92, 1)	(92, 21, 2)	nan
(71, 34, 8)	(34, 92, 5)	(92, 21, 5)	nan
(71, 34, 8)	(34, 92, 5)	(92, 21, 2)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 5)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 5)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 1)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 8)	nan
(71, 34, 8)	(34, 33, 8)	(33, 21, 5)	nan
(71, 34, 8)	(34, 35, 8)	(35, 21, 5)	nan
(71, 34, 8)	(34, 35, 8)	(35, 21, 3)	nan
(71, 34, 8)	(34, 21, 5)	nan
(71, 34, 8)	(34, 91, 1)	(91, 21, 5)	nan
(71, 34, 8)	(34, 91, 1)	(91, 21, 7)	nan
(71, 34, 8)	(34, 91, 1)	(91, 21, 1)	nan
(71, 34, 8)	(34, 67, 2)	(67, 21, 5)	nan
(71, 34, 8)	(34, 67, 2)	(67, 21, 6)	nan
(71, 34, 8)	(34, 59, 7)	(59, 21, 5)	nan
(71, 34, 8)	(34, 59, 3)	(59, 21, 5)	nan
(71, 34, 8)	(34, 59, 3)	(59, 21, 5)	nan
(71, 34, 8)	(34, 92, 1)	(92, 21, 5)	nan
(71, 34, 8)	(34, 92, 1)	(92, 21, 2)	nan
(71, 34, 8)	(34, 92, 5)	(92, 21, 5)	nan
(71, 34, 8)	(34, 92, 5)	(92, 21, 2)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 5)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 5)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 1)	nan
(71, 34, 8)	(34, 41, 7)	(41, 21, 8)	nan
(71, 34, 8)	(34, 33, 8)	(33, 21, 5)	nan
(71, 34, 8)	(34, 35, 8)	(35, 21, 5)	nan
(71, 34, 8)	(34, 35, 8)	(35, 21, 3)	nan
(71, 34, 1)	(34, 21, 5)	nan
(71, 34, 1)	(34, 91, 1)	(91, 21, 5)	nan
(71, 34, 1)	(34, 91, 1)	(91, 21, 7)	nan
(71, 34, 1)	(34, 91, 1)	(91, 21, 1)	nan
(71, 34, 1)	(34, 67, 2)	(67, 21, 5)	nan
(71, 34, 1)	(34, 67, 2)	(67, 21, 6)	nan
(71, 34, 1)	(34, 59, 7)	(59, 21, 5)	nan
(71, 34, 1)	(34, 59, 3)	(59, 21, 5)	nan
(71, 34, 1)	(34, 59, 3)	(59, 21, 5)	nan
(71, 34, 1)	(34, 92, 1)	(92, 21, 5)	nan
(71, 34, 1)	(34, 92, 1)	(92, 21, 2)	nan
