(59, 17, 4)	nan
(59, 29, 3)	(29, 17, 3)	nan
(59, 29, 3)	(29, 17, 3)	nan
(59, 29, 3)	(29, 17, 0)	nan
(59, 77, 3)	(77, 34, 8)	(34, 17, 3)	nan
(59, 77, 3)	(77, 34, 8)	(34, 17, 3)	nan
(59, 77, 3)	(77, 34, 8)	(34, 17, 0)	nan
(59, 77, 3)	(77, 34, 2)	(34, 17, 3)	nan
(59, 77, 3)	(77, 34, 2)	(34, 17, 3)	nan
(59, 77, 3)	(77, 34, 2)	(34, 17, 0)	nan
(59, 77, 3)	(77, 17, 3)	nan
(59, 77, 3)	(77, 30, 7)	(30, 17, 3)	nan
(59, 47, 5)	(47, 57, 2)	(57, 17, 3)	nan
(59, 47, 5)	(47, 57, 2)	(57, 17, 3)	nan
(59, 47, 5)	(47, 57, 2)	(57, 17, 2)	nan
(59, 47, 5)	(47, 43, 0)	(43, 17, 8)	nan
(59, 47, 5)	(47, 39, 5)	(39, 17, 3)	nan
(59, 47, 2)	(47, 57, 2)	(57, 17, 3)	nan
(59, 47, 2)	(47, 57, 2)	(57, 17, 3)	nan
(59, 47, 2)	(47, 57, 2)	(57, 17, 2)	nan
(59, 47, 2)	(47, 43, 0)	(43, 17, 8)	nan
(59, 47, 2)	(47, 39, 5)	(39, 17, 3)	nan
(59, 81, 3)	(81, 29, 8)	(29, 17, 3)	nan
(59, 81, 3)	(81, 29, 8)	(29, 17, 3)	nan
(59, 81, 3)	(81, 29, 8)	(29, 17, 0)	nan
(59, 81, 3)	(81, 29, 7)	(29, 17, 3)	nan
(59, 81, 3)	(81, 29, 7)	(29, 17, 3)	nan
(59, 81, 3)	(81, 29, 7)	(29, 17, 0)	nan
(59, 81, 3)	(81, 29, 1)	(29, 17, 3)	nan
(59, 81, 3)	(81, 29, 1)	(29, 17, 3)	nan
(59, 81, 3)	(81, 29, 1)	(29, 17, 0)	nan
(59, 81, 3)	(81, 57, 7)	(57, 17, 3)	nan
(59, 81, 3)	(81, 57, 7)	(57, 17, 3)	nan
(59, 81, 3)	(81, 57, 7)	(57, 17, 2)	nan
(59, 81, 3)	(81, 33, 0)	(33, 17, 3)	nan
(59, 81, 3)	(81, 17, 3)	nan
(59, 46, 7)	(46, 30, 8)	(30, 17, 3)	nan
(59, 46, 7)	(46, 29, 8)	(29, 17, 3)	nan
(59, 46, 7)	(46, 29, 8)	(29, 17, 3)	nan
(59, 46, 7)	(46, 29, 8)	(29, 17, 0)	nan
(59, 46, 7)	(46, 54, 5)	(54, 17, 3)	nan
(59, 46, 7)	(46, 54, 5)	(54, 17, 3)	nan
(59, 46, 7)	(46, 54, 5)	(54, 17, 7)	nan
(59, 46, 7)	(46, 54, 5)	(54, 17, 4)	nan
(59, 46, 7)	(46, 53, 0)	(53, 17, 3)	nan
(59, 46, 7)	(46, 53, 0)	(53, 17, 3)	nan
(59, 46, 7)	(46, 53, 0)	(53, 17, 7)	nan
(59, 46, 7)	(46, 30, 8)	(30, 17, 3)	nan
(59, 46, 7)	(46, 29, 8)	(29, 17, 3)	nan
(59, 46, 7)	(46, 29, 8)	(29, 17, 3)	nan
