(43, 30, 8)	(30, 0, 0)	nan
(43, 30, 8)	(30, 0, 4)	nan
(43, 30, 8)	(30, 72, 4)	(72, 0, 0)	nan
(43, 30, 8)	(30, 72, 4)	(72, 0, 0)	nan
(43, 30, 8)	(30, 72, 4)	(72, 0, 7)	nan
(43, 30, 8)	(30, 72, 4)	(72, 0, 4)	nan
(43, 30, 8)	(30, 60, 7)	(60, 0, 0)	nan
(43, 30, 8)	(30, 60, 0)	(60, 0, 0)	nan
(43, 30, 8)	(30, 75, 7)	(75, 0, 0)	nan
(43, 30, 8)	(30, 75, 7)	(75, 0, 2)	nan
(43, 30, 8)	(30, 88, 5)	(88, 0, 0)	nan
(43, 30, 8)	(30, 88, 5)	(88, 0, 3)	nan
(43, 30, 8)	(30, 88, 5)	(88, 0, 7)	nan
(43, 30, 8)	(30, 34, 8)	(34, 0, 0)	nan
(43, 30, 8)	(30, 34, 8)	(34, 0, 2)	nan
(43, 30, 8)	(30, 85, 0)	(85, 0, 0)	nan
(43, 30, 8)	(30, 85, 0)	(85, 0, 6)	nan
(43, 0, 0)	nan
(43, 0, 1)	nan
(43, 32, 8)	(32, 0, 0)	nan
(43, 32, 8)	(32, 29, 3)	(29, 0, 0)	nan
(43, 32, 8)	(32, 29, 3)	(29, 0, 5)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 86, 7)	(86, 0, 0)	nan
(43, 32, 8)	(32, 61, 1)	(61, 0, 0)	nan
(43, 32, 8)	(32, 61, 1)	(61, 0, 5)	nan
(43, 32, 8)	(32, 76, 7)	(76, 0, 0)	nan
(43, 32, 8)	(32, 41, 3)	(41, 0, 0)	nan
(43, 32, 8)	(32, 41, 3)	(41, 0, 0)	nan
(43, 32, 8)	(32, 41, 3)	(41, 0, 1)	nan
(43, 32, 8)	(32, 41, 3)	(41, 0, 3)	nan
(43, 32, 8)	(32, 40, 5)	(40, 0, 0)	nan
(43, 55, 0)	(55, 0, 0)	nan
(43, 55, 0)	(55, 35, 8)	(35, 0, 0)	nan
(43, 55, 0)	(55, 35, 8)	(35, 0, 3)	nan
