(65, 11, 0)	nan
(65, 79, 5)	(79, 11, 2)	nan
(65, 79, 5)	(79, 11, 6)	nan
(65, 79, 5)	(79, 33, 8)	(33, 11, 2)	nan
(65, 79, 5)	(79, 33, 4)	(33, 11, 2)	nan
(65, 79, 5)	(79, 74, 1)	(74, 11, 2)	nan
(65, 79, 5)	(79, 74, 1)	(74, 11, 7)	nan
(65, 79, 5)	(79, 74, 1)	(74, 11, 3)	nan
(65, 79, 5)	(79, 70, 4)	(70, 11, 2)	nan
(65, 79, 5)	(79, 70, 4)	(70, 11, 1)	nan
(65, 79, 5)	(79, 66, 1)	(66, 11, 2)	nan
(65, 79, 5)	(79, 66, 1)	(66, 11, 2)	nan
(65, 79, 5)	(79, 66, 1)	(66, 11, 2)	nan
(65, 79, 5)	(79, 66, 1)	(66, 11, 2)	nan
(65, 79, 5)	(79, 68, 1)	(68, 11, 2)	nan
(65, 79, 5)	(79, 68, 1)	(68, 11, 3)	nan
(65, 79, 5)	(79, 44, 0)	(44, 11, 2)	nan
(65, 79, 5)	(79, 44, 0)	(44, 11, 2)	nan
(65, 79, 5)	(79, 44, 0)	(44, 11, 6)	nan
(65, 79, 5)	(79, 44, 0)	(44, 11, 4)	nan
(65, 35, 1)	(35, 11, 2)	nan
(65, 35, 1)	(35, 11, 8)	nan
(65, 35, 1)	(35, 74, 5)	(74, 11, 2)	nan
(65, 35, 1)	(35, 74, 5)	(74, 11, 7)	nan
(65, 35, 1)	(35, 74, 5)	(74, 11, 3)	nan
(65, 35, 1)	(35, 68, 7)	(68, 11, 2)	nan
(65, 35, 1)	(35, 68, 7)	(68, 11, 3)	nan
(65, 35, 1)	(35, 56, 1)	(56, 11, 2)	nan
(65, 35, 1)	(35, 56, 1)	(56, 11, 5)	nan
(65, 35, 1)	(35, 30, 8)	(30, 11, 2)	nan
(65, 35, 1)	(35, 52, 3)	(52, 11, 2)	nan
(65, 35, 1)	(35, 52, 3)	(52, 11, 2)	nan
(65, 35, 1)	(35, 52, 3)	(52, 11, 6)	nan
(65, 35, 1)	(35, 75, 7)	(75, 11, 2)	nan
(65, 35, 1)	(35, 75, 7)	(75, 11, 3)	nan
(65, 35, 1)	(35, 88, 1)	(88, 11, 2)	nan
(65, 35, 1)	(35, 88, 1)	(88, 11, 1)	nan
(65, 71, 1)	(71, 34, 8)	(34, 11, 2)	nan
(65, 71, 1)	(71, 34, 8)	(34, 11, 8)	nan
(65, 71, 1)	(71, 34, 8)	(34, 11, 2)	nan
(65, 71, 1)	(71, 34, 8)	(34, 11, 8)	nan
(65, 71, 1)	(71, 34, 1)	(34, 11, 2)	nan
(65, 71, 1)	(71, 34, 1)	(34, 11, 8)	nan
(65, 71, 1)	(71, 34, 1)	(34, 11, 2)	nan
(65, 71, 1)	(71, 34, 1)	(34, 11, 8)	nan
(65, 71, 1)	(71, 83, 8)	(83, 11, 2)	nan
(65, 71, 1)	(71, 83, 8)	(83, 11, 2)	nan
(65, 71, 1)	(71, 83, 8)	(83, 11, 2)	nan
(65, 71, 1)	(71, 83, 8)	(83, 11, 2)	nan
(65, 71, 1)	(71, 11, 7)	nan
