(62, 35, 8)	(35, 26, 7)	nan
(62, 35, 8)	(35, 74, 5)	(74, 26, 7)	nan
(62, 35, 8)	(35, 74, 5)	(74, 26, 0)	nan
(62, 35, 8)	(35, 68, 7)	(68, 26, 7)	nan
(62, 35, 8)	(35, 56, 1)	(56, 26, 7)	nan
(62, 35, 8)	(35, 56, 1)	(56, 26, 2)	nan
(62, 35, 8)	(35, 56, 1)	(56, 26, 3)	nan
(62, 35, 8)	(35, 30, 8)	(30, 26, 7)	nan
(62, 35, 8)	(35, 30, 8)	(30, 26, 7)	nan
(62, 35, 8)	(35, 30, 8)	(30, 26, 4)	nan
(62, 35, 8)	(35, 30, 8)	(30, 26, 5)	nan
(62, 35, 8)	(35, 75, 7)	(75, 26, 7)	nan
(62, 35, 8)	(35, 75, 7)	(75, 26, 8)	nan
(62, 35, 8)	(35, 88, 1)	(88, 26, 7)	nan
(62, 35, 8)	(35, 88, 1)	(88, 26, 7)	nan
(62, 35, 8)	(35, 88, 1)	(88, 26, 8)	nan
(62, 35, 8)	(35, 88, 1)	(88, 26, 2)	nan
(62, 26, 7)	nan
(62, 26, 8)	nan
(62, 81, 7)	(81, 29, 8)	(29, 26, 7)	nan
(62, 81, 7)	(81, 29, 8)	(29, 26, 2)	nan
(62, 81, 7)	(81, 29, 7)	(29, 26, 7)	nan
(62, 81, 7)	(81, 29, 7)	(29, 26, 2)	nan
(62, 81, 7)	(81, 29, 1)	(29, 26, 7)	nan
(62, 81, 7)	(81, 29, 1)	(29, 26, 2)	nan
(62, 81, 7)	(81, 76, 0)	(76, 26, 7)	nan
(62, 81, 7)	(81, 76, 0)	(76, 26, 7)	nan
(62, 81, 7)	(81, 76, 0)	(76, 26, 7)	nan
(62, 81, 7)	(81, 76, 0)	(76, 26, 7)	nan
(62, 81, 7)	(81, 76, 0)	(76, 26, 7)	nan
(62, 81, 7)	(81, 32, 8)	(32, 26, 7)	nan
(62, 81, 7)	(81, 32, 8)	(32, 26, 8)	nan
(62, 81, 7)	(81, 85, 0)	(85, 26, 7)	nan
(62, 81, 7)	(81, 85, 0)	(85, 26, 7)	nan
(62, 81, 7)	(81, 85, 0)	(85, 26, 7)	nan
(62, 81, 7)	(81, 85, 0)	(85, 26, 7)	nan
(62, 81, 7)	(81, 69, 0)	(69, 26, 7)	nan
(62, 81, 7)	(81, 69, 0)	(69, 26, 7)	nan
(62, 81, 7)	(81, 69, 0)	(69, 26, 7)	nan
(62, 81, 7)	(81, 69, 0)	(69, 26, 7)	nan
(62, 81, 7)	(81, 69, 0)	(69, 26, 7)	nan
(62, 81, 7)	(81, 69, 0)	(69, 26, 7)	nan
(62, 81, 7)	(81, 69, 0)	(69, 26, 7)	nan
(62, 81, 7)	(81, 57, 7)	(57, 26, 7)	nan
(62, 81, 7)	(81, 57, 7)	(57, 26, 7)	nan
(62, 81, 7)	(81, 57, 7)	(57, 26, 4)	nan
(62, 81, 7)	(81, 57, 7)	(57, 26, 6)	nan
(62, 81, 7)	(81, 33, 0)	(33, 26, 7)	nan
(62, 81, 7)	(81, 33, 0)	(33, 26, 7)	nan
(62, 81, 7)	(81, 33, 0)	(33, 26, 0)	nan
(62, 81, 7)	(81, 33, 0)	(33, 26, 4)	nan
