(51, 21, 7)	nan
(51, 21, 8)	nan
(51, 76, 5)	(76, 21, 5)	nan
(51, 76, 5)	(76, 21, 5)	nan
(51, 76, 5)	(76, 21, 5)	nan
(51, 76, 5)	(76, 21, 5)	nan
(51, 76, 5)	(76, 35, 8)	(35, 21, 5)	nan
(51, 76, 5)	(76, 35, 8)	(35, 21, 3)	nan
(51, 76, 5)	(76, 35, 8)	(35, 21, 5)	nan
(51, 76, 5)	(76, 35, 8)	(35, 21, 3)	nan
(51, 59, 5)	(59, 21, 5)	nan
(51, 59, 5)	(59, 29, 3)	(29, 21, 5)	nan
(51, 59, 5)	(59, 29, 3)	(29, 21, 5)	nan
(51, 59, 5)	(59, 29, 3)	(29, 21, 0)	nan
(51, 59, 5)	(59, 29, 3)	(29, 21, 2)	nan
(51, 59, 5)	(59, 77, 3)	(77, 21, 5)	nan
(51, 59, 5)	(59, 77, 3)	(77, 21, 5)	nan
(51, 59, 5)	(59, 77, 3)	(77, 21, 5)	nan
(51, 59, 5)	(59, 77, 3)	(77, 21, 5)	nan
(51, 59, 5)	(59, 77, 3)	(77, 21, 5)	nan
(51, 59, 5)	(59, 47, 5)	(47, 21, 5)	nan
(51, 59, 5)	(59, 47, 5)	(47, 21, 6)	nan
(51, 59, 5)	(59, 47, 2)	(47, 21, 5)	nan
(51, 59, 5)	(59, 47, 2)	(47, 21, 6)	nan
(51, 59, 5)	(59, 46, 7)	(46, 21, 5)	nan
(51, 59, 5)	(59, 46, 7)	(46, 21, 2)	nan
(51, 59, 5)	(59, 46, 7)	(46, 21, 1)	nan
(51, 59, 5)	(59, 46, 7)	(46, 21, 5)	nan
(51, 59, 5)	(59, 46, 7)	(46, 21, 2)	nan
(51, 59, 5)	(59, 46, 7)	(46, 21, 1)	nan
(51, 59, 5)	(59, 46, 1)	(46, 21, 5)	nan
(51, 59, 5)	(59, 46, 1)	(46, 21, 2)	nan
(51, 59, 5)	(59, 46, 1)	(46, 21, 1)	nan
(51, 59, 5)	(59, 33, 8)	(33, 21, 5)	nan
(51, 81, 7)	(81, 29, 8)	(29, 21, 5)	nan
(51, 81, 7)	(81, 29, 8)	(29, 21, 5)	nan
(51, 81, 7)	(81, 29, 8)	(29, 21, 0)	nan
(51, 81, 7)	(81, 29, 8)	(29, 21, 2)	nan
(51, 81, 7)	(81, 29, 7)	(29, 21, 5)	nan
(51, 81, 7)	(81, 29, 7)	(29, 21, 5)	nan
(51, 81, 7)	(81, 29, 7)	(29, 21, 0)	nan
(51, 81, 7)	(81, 29, 7)	(29, 21, 2)	nan
(51, 81, 7)	(81, 29, 1)	(29, 21, 5)	nan
(51, 81, 7)	(81, 29, 1)	(29, 21, 5)	nan
(51, 81, 7)	(81, 29, 1)	(29, 21, 0)	nan
(51, 81, 7)	(81, 29, 1)	(29, 21, 2)	nan
(51, 81, 7)	(81, 76, 0)	(76, 21, 5)	nan
(51, 81, 7)	(81, 76, 0)	(76, 21, 5)	nan
(51, 81, 7)	(81, 76, 0)	(76, 21, 5)	nan
