(32, 26, 8)	nan
(32, 29, 3)	(29, 26, 7)	nan
(32, 29, 3)	(29, 26, 2)	nan
(32, 29, 3)	(29, 88, 0)	(88, 26, 7)	nan
(32, 29, 3)	(29, 88, 0)	(88, 26, 7)	nan
(32, 29, 3)	(29, 88, 0)	(88, 26, 8)	nan
(32, 29, 3)	(29, 88, 0)	(88, 26, 2)	nan
(32, 29, 3)	(29, 35, 1)	(35, 26, 7)	nan
(32, 29, 3)	(29, 76, 3)	(76, 26, 7)	nan
(32, 29, 3)	(29, 76, 3)	(76, 26, 7)	nan
(32, 29, 3)	(29, 76, 3)	(76, 26, 7)	nan
(32, 29, 3)	(29, 76, 3)	(76, 26, 7)	nan
(32, 29, 3)	(29, 76, 3)	(76, 26, 7)	nan
(32, 29, 3)	(29, 86, 1)	(86, 26, 7)	nan
(32, 29, 3)	(29, 61, 7)	(61, 26, 7)	nan
(32, 29, 3)	(29, 61, 7)	(61, 26, 8)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 7)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 7)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 0)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 4)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 7)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 7)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 0)	nan
(32, 86, 7)	(86, 33, 8)	(33, 26, 4)	nan
(32, 86, 7)	(86, 33, 3)	(33, 26, 7)	nan
(32, 86, 7)	(86, 33, 3)	(33, 26, 7)	nan
(32, 86, 7)	(86, 33, 3)	(33, 26, 0)	nan
(32, 86, 7)	(86, 33, 3)	(33, 26, 4)	nan
(32, 86, 7)	(86, 26, 7)	nan
(32, 86, 7)	(86, 66, 2)	(66, 26, 7)	nan
(32, 86, 7)	(86, 66, 2)	(66, 26, 7)	nan
(32, 86, 7)	(86, 66, 2)	(66, 26, 7)	nan
(32, 86, 7)	(86, 66, 2)	(66, 26, 7)	nan
(32, 86, 7)	(86, 77, 7)	(77, 26, 7)	nan
(32, 86, 7)	(86, 77, 7)	(77, 26, 7)	nan
(32, 86, 7)	(86, 77, 7)	(77, 26, 8)	nan
(32, 86, 7)	(86, 77, 7)	(77, 26, 8)	nan
(32, 86, 7)	(86, 53, 7)	(53, 26, 7)	nan
(32, 86, 7)	(86, 53, 7)	(53, 26, 2)	nan
(32, 86, 7)	(86, 65, 8)	(65, 26, 7)	nan
(32, 86, 7)	(86, 65, 8)	(65, 26, 4)	nan
(32, 86, 7)	(86, 74, 7)	(74, 26, 7)	nan
(32, 86, 7)	(86, 74, 7)	(74, 26, 0)	nan
(32, 86, 7)	(86, 61, 5)	(61, 26, 7)	nan
(32, 86, 7)	(86, 61, 5)	(61, 26, 8)	nan
(32, 61, 1)	(61, 35, 8)	(35, 26, 7)	nan
(32, 61, 1)	(61, 35, 7)	(35, 26, 7)	nan
(32, 61, 1)	(61, 26, 7)	nan
(32, 61, 1)	(61, 26, 8)	nan
(32, 61, 1)	(61, 34, 8)	(34, 26, 7)	nan
