(34, 6, 6)	nan
(34, 91, 1)	(91, 6, 1)	nan
(34, 91, 1)	(91, 6, 1)	nan
(34, 91, 1)	(91, 6, 3)	nan
(34, 91, 1)	(91, 6, 6)	nan
(34, 91, 1)	(91, 39, 3)	(39, 6, 1)	nan
(34, 91, 1)	(91, 39, 3)	(39, 6, 7)	nan
(34, 91, 1)	(91, 39, 3)	(39, 6, 2)	nan
(34, 91, 1)	(91, 49, 7)	(49, 6, 1)	nan
(34, 91, 1)	(91, 80, 7)	(80, 6, 1)	nan
(34, 91, 1)	(91, 74, 7)	(74, 6, 1)	nan
(34, 91, 1)	(91, 74, 7)	(74, 6, 1)	nan
(34, 91, 1)	(91, 74, 7)	(74, 6, 3)	nan
(34, 91, 1)	(91, 74, 7)	(74, 6, 2)	nan
(34, 67, 2)	(67, 6, 1)	nan
(34, 67, 2)	(67, 6, 5)	nan
(34, 67, 2)	(67, 53, 7)	(53, 6, 1)	nan
(34, 67, 2)	(67, 53, 7)	(53, 6, 3)	nan
(34, 67, 2)	(67, 88, 5)	(88, 6, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 6, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 6, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 6, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 6, 1)	nan
(34, 67, 2)	(67, 77, 7)	(77, 6, 1)	nan
(34, 67, 2)	(67, 52, 7)	(52, 6, 1)	nan
(34, 67, 2)	(67, 52, 7)	(52, 6, 0)	nan
(34, 67, 2)	(67, 40, 1)	(40, 6, 1)	nan
(34, 67, 2)	(67, 40, 1)	(40, 6, 1)	nan
(34, 67, 2)	(67, 40, 1)	(40, 6, 8)	nan
(34, 67, 2)	(67, 40, 1)	(40, 6, 3)	nan
(34, 59, 7)	(59, 29, 3)	(29, 6, 1)	nan
(34, 59, 7)	(59, 29, 3)	(29, 6, 2)	nan
(34, 59, 7)	(59, 77, 3)	(77, 6, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 6, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 6, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 6, 1)	nan
(34, 59, 7)	(59, 77, 3)	(77, 6, 1)	nan
(34, 59, 7)	(59, 47, 5)	(47, 6, 1)	nan
(34, 59, 7)	(59, 47, 5)	(47, 6, 4)	nan
(34, 59, 7)	(59, 47, 2)	(47, 6, 1)	nan
(34, 59, 7)	(59, 47, 2)	(47, 6, 4)	nan
(34, 59, 7)	(59, 81, 3)	(81, 6, 1)	nan
(34, 59, 7)	(59, 81, 3)	(81, 6, 1)	nan
(34, 59, 7)	(59, 81, 3)	(81, 6, 7)	nan
(34, 59, 7)	(59, 46, 7)	(46, 6, 1)	nan
(34, 59, 7)	(59, 46, 7)	(46, 6, 4)	nan
(34, 59, 7)	(59, 46, 7)	(46, 6, 1)	nan
(34, 59, 7)	(59, 46, 7)	(46, 6, 4)	nan
(34, 59, 7)	(59, 46, 1)	(46, 6, 1)	nan
(34, 59, 7)	(59, 46, 1)	(46, 6, 4)	nan
