(60, 35, 8)	(35, 21, 5)	nan
(60, 35, 8)	(35, 21, 3)	nan
(60, 35, 8)	(35, 74, 5)	(74, 21, 5)	nan
(60, 35, 8)	(35, 74, 5)	(74, 21, 0)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 7)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 2)	nan
(60, 35, 8)	(35, 56, 1)	(56, 21, 5)	nan
(60, 35, 8)	(35, 30, 8)	(30, 21, 5)	nan
(60, 35, 8)	(35, 30, 8)	(30, 21, 3)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 8)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 4)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 0)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 4)	nan
(60, 35, 8)	(35, 21, 5)	nan
(60, 35, 8)	(35, 21, 3)	nan
(60, 35, 8)	(35, 74, 5)	(74, 21, 5)	nan
(60, 35, 8)	(35, 74, 5)	(74, 21, 0)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 5)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 7)	nan
(60, 35, 8)	(35, 68, 7)	(68, 21, 2)	nan
(60, 35, 8)	(35, 56, 1)	(56, 21, 5)	nan
(60, 35, 8)	(35, 30, 8)	(30, 21, 5)	nan
(60, 35, 8)	(35, 30, 8)	(30, 21, 3)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 5)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 8)	nan
(60, 35, 8)	(35, 52, 3)	(52, 21, 4)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 5)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 0)	nan
(60, 35, 8)	(35, 75, 7)	(75, 21, 4)	nan
(60, 21, 5)	nan
(60, 32, 8)	(32, 29, 3)	(29, 21, 5)	nan
(60, 32, 8)	(32, 29, 3)	(29, 21, 5)	nan
(60, 32, 8)	(32, 29, 3)	(29, 21, 0)	nan
(60, 32, 8)	(32, 29, 3)	(29, 21, 2)	nan
(60, 32, 8)	(32, 86, 7)	(86, 21, 5)	nan
(60, 32, 8)	(32, 86, 7)	(86, 21, 5)	nan
(60, 32, 8)	(32, 86, 7)	(86, 21, 3)	nan
(60, 32, 8)	(32, 61, 1)	(61, 21, 5)	nan
(60, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
(60, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
(60, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
(60, 32, 8)	(32, 76, 7)	(76, 21, 5)	nan
