(57, 35, 8)	(35, 19, 4)	nan
(57, 35, 8)	(35, 19, 7)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 4)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 4)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 0)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 5)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 1)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 7)	nan
(57, 35, 8)	(35, 68, 7)	(68, 19, 4)	nan
(57, 35, 8)	(35, 68, 7)	(68, 19, 5)	nan
(57, 35, 8)	(35, 56, 1)	(56, 19, 4)	nan
(57, 35, 8)	(35, 56, 1)	(56, 19, 3)	nan
(57, 35, 8)	(35, 30, 8)	(30, 19, 4)	nan
(57, 35, 8)	(35, 52, 3)	(52, 19, 4)	nan
(57, 35, 8)	(35, 52, 3)	(52, 19, 2)	nan
(57, 35, 8)	(35, 75, 7)	(75, 19, 4)	nan
(57, 35, 8)	(35, 75, 7)	(75, 19, 7)	nan
(57, 35, 8)	(35, 88, 1)	(88, 19, 4)	nan
(57, 35, 8)	(35, 88, 1)	(88, 19, 0)	nan
(57, 35, 8)	(35, 19, 4)	nan
(57, 35, 8)	(35, 19, 7)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 4)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 4)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 0)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 5)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 1)	nan
(57, 35, 8)	(35, 74, 5)	(74, 19, 7)	nan
(57, 35, 8)	(35, 68, 7)	(68, 19, 4)	nan
(57, 35, 8)	(35, 68, 7)	(68, 19, 5)	nan
(57, 35, 8)	(35, 56, 1)	(56, 19, 4)	nan
(57, 35, 8)	(35, 56, 1)	(56, 19, 3)	nan
(57, 35, 8)	(35, 30, 8)	(30, 19, 4)	nan
(57, 35, 8)	(35, 52, 3)	(52, 19, 4)	nan
(57, 35, 8)	(35, 52, 3)	(52, 19, 2)	nan
(57, 35, 8)	(35, 75, 7)	(75, 19, 4)	nan
(57, 35, 8)	(35, 75, 7)	(75, 19, 7)	nan
(57, 35, 8)	(35, 88, 1)	(88, 19, 4)	nan
(57, 35, 8)	(35, 88, 1)	(88, 19, 0)	nan
(57, 35, 0)	(35, 19, 4)	nan
(57, 35, 0)	(35, 19, 7)	nan
(57, 35, 0)	(35, 74, 5)	(74, 19, 4)	nan
(57, 35, 0)	(35, 74, 5)	(74, 19, 4)	nan
(57, 35, 0)	(35, 74, 5)	(74, 19, 0)	nan
(57, 35, 0)	(35, 74, 5)	(74, 19, 5)	nan
(57, 35, 0)	(35, 74, 5)	(74, 19, 1)	nan
(57, 35, 0)	(35, 74, 5)	(74, 19, 7)	nan
(57, 35, 0)	(35, 68, 7)	(68, 19, 4)	nan
(57, 35, 0)	(35, 68, 7)	(68, 19, 5)	nan
(57, 35, 0)	(35, 56, 1)	(56, 19, 4)	nan
(57, 35, 0)	(35, 56, 1)	(56, 19, 3)	nan
(57, 35, 0)	(35, 30, 8)	(30, 19, 4)	nan
