(70, 34, 8)	(34, 0, 0)	nan
(70, 34, 8)	(34, 0, 2)	nan
(70, 34, 8)	(34, 67, 2)	(67, 0, 0)	nan
(70, 34, 8)	(34, 67, 2)	(67, 0, 6)	nan
(70, 34, 8)	(34, 59, 7)	(59, 0, 0)	nan
(70, 34, 8)	(34, 59, 7)	(59, 0, 2)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 0)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 2)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 0)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 2)	nan
(70, 34, 8)	(34, 92, 1)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 1)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 1)	(92, 0, 1)	nan
(70, 34, 8)	(34, 92, 5)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 5)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 5)	(92, 0, 1)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 0)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 0)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 1)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 3)	nan
(70, 34, 8)	(34, 33, 8)	(33, 0, 0)	nan
(70, 34, 8)	(34, 33, 8)	(33, 0, 8)	nan
(70, 34, 8)	(34, 35, 8)	(35, 0, 0)	nan
(70, 34, 8)	(34, 35, 8)	(35, 0, 3)	nan
(70, 34, 8)	(34, 35, 8)	(35, 0, 4)	nan
(70, 34, 8)	(34, 0, 0)	nan
(70, 34, 8)	(34, 0, 2)	nan
(70, 34, 8)	(34, 67, 2)	(67, 0, 0)	nan
(70, 34, 8)	(34, 67, 2)	(67, 0, 6)	nan
(70, 34, 8)	(34, 59, 7)	(59, 0, 0)	nan
(70, 34, 8)	(34, 59, 7)	(59, 0, 2)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 0)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 2)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 0)	nan
(70, 34, 8)	(34, 59, 3)	(59, 0, 2)	nan
(70, 34, 8)	(34, 92, 1)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 1)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 1)	(92, 0, 1)	nan
(70, 34, 8)	(34, 92, 5)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 5)	(92, 0, 0)	nan
(70, 34, 8)	(34, 92, 5)	(92, 0, 1)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 0)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 0)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 1)	nan
(70, 34, 8)	(34, 41, 7)	(41, 0, 3)	nan
(70, 34, 8)	(34, 33, 8)	(33, 0, 0)	nan
(70, 34, 8)	(34, 33, 8)	(33, 0, 8)	nan
(70, 34, 8)	(34, 35, 8)	(35, 0, 0)	nan
(70, 34, 8)	(34, 35, 8)	(35, 0, 3)	nan
(70, 34, 8)	(34, 35, 8)	(35, 0, 4)	nan
(70, 34, 7)	(34, 0, 0)	nan
