(86, 33, 8)	(33, 10, 2)	nan
(86, 33, 8)	(33, 54, 2)	(54, 10, 2)	nan
(86, 33, 8)	(33, 54, 2)	(54, 10, 5)	nan
(86, 33, 8)	(33, 74, 0)	(74, 10, 2)	nan
(86, 33, 8)	(33, 74, 0)	(74, 10, 7)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 2)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 2)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 5)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 4)	nan
(86, 33, 8)	(33, 10, 2)	nan
(86, 33, 8)	(33, 54, 2)	(54, 10, 2)	nan
(86, 33, 8)	(33, 54, 2)	(54, 10, 5)	nan
(86, 33, 8)	(33, 74, 0)	(74, 10, 2)	nan
(86, 33, 8)	(33, 74, 0)	(74, 10, 7)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 2)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 2)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 5)	nan
(86, 33, 8)	(33, 29, 2)	(29, 10, 4)	nan
(86, 33, 3)	(33, 10, 2)	nan
(86, 33, 3)	(33, 54, 2)	(54, 10, 2)	nan
(86, 33, 3)	(33, 54, 2)	(54, 10, 5)	nan
(86, 33, 3)	(33, 74, 0)	(74, 10, 2)	nan
(86, 33, 3)	(33, 74, 0)	(74, 10, 7)	nan
(86, 33, 3)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 3)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 3)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 3)	(33, 41, 1)	(41, 10, 2)	nan
(86, 33, 3)	(33, 29, 2)	(29, 10, 2)	nan
(86, 33, 3)	(33, 29, 2)	(29, 10, 2)	nan
(86, 33, 3)	(33, 29, 2)	(29, 10, 5)	nan
(86, 33, 3)	(33, 29, 2)	(29, 10, 4)	nan
(86, 66, 2)	(66, 10, 2)	nan
(86, 77, 7)	(77, 34, 8)	(34, 10, 2)	nan
(86, 77, 7)	(77, 34, 2)	(34, 10, 2)	nan
(86, 77, 7)	(77, 35, 7)	(35, 10, 2)	nan
(86, 77, 7)	(77, 35, 7)	(35, 10, 5)	nan
(86, 73, 3)	(73, 29, 8)	(29, 10, 2)	nan
(86, 73, 3)	(73, 29, 8)	(29, 10, 2)	nan
(86, 73, 3)	(73, 29, 8)	(29, 10, 5)	nan
(86, 73, 3)	(73, 29, 8)	(29, 10, 4)	nan
(86, 73, 3)	(73, 29, 8)	(29, 10, 2)	nan
(86, 73, 3)	(73, 29, 8)	(29, 10, 2)	nan
(86, 73, 3)	(73, 29, 8)	(29, 10, 5)	nan
