(49, 41, 2)	(41, 19, 4)	nan
(49, 41, 2)	(41, 19, 3)	nan
(49, 41, 2)	(41, 30, 8)	(30, 19, 4)	nan
(49, 41, 2)	(41, 30, 1)	(30, 19, 4)	nan
(49, 41, 2)	(41, 38, 7)	(38, 19, 4)	nan
(49, 41, 2)	(41, 38, 7)	(38, 19, 1)	nan
(49, 41, 2)	(41, 32, 7)	(32, 19, 4)	nan
(49, 41, 2)	(41, 32, 7)	(32, 19, 3)	nan
(49, 41, 2)	(41, 82, 0)	(82, 19, 4)	nan
(49, 41, 2)	(41, 82, 0)	(82, 19, 7)	nan
(49, 41, 2)	(41, 48, 5)	(48, 19, 4)	nan
(49, 41, 2)	(41, 48, 5)	(48, 19, 4)	nan
(49, 41, 2)	(41, 31, 8)	(31, 19, 4)	nan
(49, 41, 2)	(41, 31, 8)	(31, 19, 2)	nan
(49, 41, 2)	(41, 67, 7)	(67, 19, 4)	nan
(49, 41, 2)	(41, 29, 5)	(29, 19, 4)	nan
(49, 41, 2)	(41, 29, 5)	(29, 19, 8)	nan
(49, 41, 2)	(41, 76, 0)	(76, 19, 4)	nan
(49, 41, 2)	(41, 76, 0)	(76, 19, 4)	nan
(49, 41, 2)	(41, 76, 0)	(76, 19, 6)	nan
(49, 41, 2)	(41, 76, 0)	(76, 19, 6)	nan
(49, 41, 2)	(41, 45, 0)	(45, 19, 4)	nan
(49, 41, 2)	(41, 34, 8)	(34, 19, 4)	nan
(49, 41, 2)	(41, 34, 8)	(34, 19, 3)	nan
(49, 41, 2)	(41, 35, 8)	(35, 19, 4)	nan
(49, 41, 2)	(41, 35, 8)	(35, 19, 7)	nan
(49, 58, 3)	(58, 35, 8)	(35, 19, 4)	nan
(49, 58, 3)	(58, 35, 8)	(35, 19, 7)	nan
(49, 58, 3)	(58, 35, 2)	(35, 19, 4)	nan
(49, 58, 3)	(58, 35, 2)	(35, 19, 7)	nan
(49, 58, 3)	(58, 19, 4)	nan
(49, 58, 3)	(58, 19, 4)	nan
(49, 58, 3)	(58, 19, 8)	nan
(49, 58, 3)	(58, 90, 3)	(90, 19, 4)	nan
(49, 58, 3)	(58, 90, 3)	(90, 19, 0)	nan
(49, 58, 3)	(58, 90, 3)	(90, 19, 8)	nan
(49, 58, 3)	(58, 54, 7)	(54, 19, 4)	nan
(49, 58, 3)	(58, 54, 7)	(54, 19, 3)	nan
(49, 58, 3)	(58, 34, 8)	(34, 19, 4)	nan
(49, 58, 3)	(58, 34, 8)	(34, 19, 3)	nan
(49, 58, 3)	(58, 46, 7)	(46, 19, 4)	nan
(49, 58, 3)	(58, 46, 7)	(46, 19, 1)	nan
(49, 58, 3)	(58, 37, 2)	(37, 19, 4)	nan
(49, 58, 3)	(58, 37, 2)	(37, 19, 4)	nan
(49, 58, 3)	(58, 37, 2)	(37, 19, 4)	nan
(49, 58, 3)	(58, 68, 2)	(68, 19, 4)	nan
(49, 58, 3)	(58, 68, 2)	(68, 19, 5)	nan
(49, 58, 2)	(58, 35, 8)	(35, 19, 4)	nan
(49, 58, 2)	(58, 35, 8)	(35, 19, 7)	nan
(49, 58, 2)	(58, 35, 2)	(35, 19, 4)	nan
