(33, 26, 0)	nan
(33, 26, 4)	nan
(33, 54, 2)	(54, 26, 7)	nan
(33, 54, 2)	(54, 26, 7)	nan
(33, 54, 2)	(54, 26, 3)	nan
(33, 54, 2)	(54, 26, 4)	nan
(33, 54, 2)	(54, 35, 3)	(35, 26, 7)	nan
(33, 54, 2)	(54, 79, 1)	(79, 26, 7)	nan
(33, 54, 2)	(54, 79, 1)	(79, 26, 7)	nan
(33, 54, 2)	(54, 79, 1)	(79, 26, 7)	nan
(33, 54, 2)	(54, 43, 7)	(43, 26, 7)	nan
(33, 54, 2)	(54, 43, 7)	(43, 26, 7)	nan
(33, 54, 2)	(54, 43, 7)	(43, 26, 1)	nan
(33, 54, 2)	(54, 43, 7)	(43, 26, 3)	nan
(33, 54, 2)	(54, 87, 7)	(87, 26, 7)	nan
(33, 54, 2)	(54, 87, 7)	(87, 26, 0)	nan
(33, 54, 2)	(54, 56, 3)	(56, 26, 7)	nan
(33, 54, 2)	(54, 56, 3)	(56, 26, 2)	nan
(33, 54, 2)	(54, 56, 3)	(56, 26, 3)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 26, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 26, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 26, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 26, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 26, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 26, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 26, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 26, 7)	nan
(33, 50, 3)	(50, 32, 8)	(32, 26, 7)	nan
(33, 50, 3)	(50, 32, 8)	(32, 26, 8)	nan
(33, 50, 3)	(50, 32, 1)	(32, 26, 7)	nan
(33, 50, 3)	(50, 32, 1)	(32, 26, 8)	nan
(33, 50, 3)	(50, 36, 5)	(36, 26, 7)	nan
(33, 50, 3)	(50, 30, 8)	(30, 26, 7)	nan
(33, 50, 3)	(50, 30, 8)	(30, 26, 7)	nan
(33, 50, 3)	(50, 30, 8)	(30, 26, 4)	nan
(33, 50, 3)	(50, 30, 8)	(30, 26, 5)	nan
(33, 50, 3)	(50, 61, 5)	(61, 26, 7)	nan
(33, 50, 3)	(50, 61, 5)	(61, 26, 8)	nan
(33, 50, 3)	(50, 34, 8)	(34, 26, 7)	nan
(33, 50, 3)	(50, 34, 8)	(34, 26, 5)	nan
