(88, 11, 1)	nan
(88, 31, 1)	(31, 11, 2)	nan
(88, 31, 1)	(31, 11, 5)	nan
(88, 31, 1)	(31, 32, 0)	(32, 11, 2)	nan
(88, 31, 1)	(31, 36, 7)	(36, 11, 2)	nan
(88, 31, 1)	(31, 36, 7)	(36, 11, 2)	nan
(88, 31, 1)	(31, 36, 7)	(36, 11, 8)	nan
(88, 31, 1)	(31, 35, 8)	(35, 11, 2)	nan
(88, 31, 1)	(31, 35, 8)	(35, 11, 8)	nan
(88, 31, 1)	(31, 29, 5)	(29, 11, 2)	nan
(88, 31, 1)	(31, 29, 5)	(29, 11, 2)	nan
(88, 31, 1)	(31, 29, 5)	(29, 11, 7)	nan
(88, 31, 1)	(31, 30, 8)	(30, 11, 2)	nan
(88, 31, 1)	(31, 55, 5)	(55, 11, 2)	nan
(88, 31, 1)	(31, 55, 5)	(55, 11, 5)	nan
(88, 31, 1)	(31, 69, 7)	(69, 11, 2)	nan
(88, 31, 1)	(31, 69, 7)	(69, 11, 2)	nan
(88, 31, 1)	(31, 69, 7)	(69, 11, 8)	nan
(88, 43, 1)	(43, 11, 2)	nan
(88, 43, 1)	(43, 30, 8)	(30, 11, 2)	nan
(88, 43, 1)	(43, 32, 8)	(32, 11, 2)	nan
(88, 43, 1)	(43, 55, 0)	(55, 11, 2)	nan
(88, 43, 1)	(43, 55, 0)	(55, 11, 5)	nan
(88, 43, 1)	(43, 89, 0)	(89, 11, 2)	nan
(88, 43, 1)	(43, 89, 0)	(89, 11, 2)	nan
(88, 43, 1)	(43, 89, 0)	(89, 11, 5)	nan
(88, 43, 1)	(43, 89, 7)	(89, 11, 2)	nan
(88, 43, 1)	(43, 89, 7)	(89, 11, 2)	nan
(88, 43, 1)	(43, 89, 7)	(89, 11, 5)	nan
(88, 43, 1)	(43, 70, 1)	(70, 11, 2)	nan
(88, 43, 1)	(43, 70, 1)	(70, 11, 1)	nan
(88, 43, 1)	(43, 62, 5)	(62, 11, 2)	nan
(88, 43, 1)	(43, 62, 5)	(62, 11, 2)	nan
(88, 43, 1)	(43, 62, 5)	(62, 11, 5)	nan
(88, 43, 1)	(43, 63, 0)	(63, 11, 2)	nan
(88, 43, 1)	(43, 63, 0)	(63, 11, 3)	nan
