(30, 11, 2)	nan
(30, 72, 4)	(72, 11, 2)	nan
(30, 72, 4)	(72, 34, 8)	(34, 11, 2)	nan
(30, 72, 4)	(72, 34, 8)	(34, 11, 8)	nan
(30, 72, 4)	(72, 34, 3)	(34, 11, 2)	nan
(30, 72, 4)	(72, 34, 3)	(34, 11, 8)	nan
(30, 72, 4)	(72, 58, 7)	(58, 11, 2)	nan
(30, 72, 4)	(72, 58, 7)	(58, 11, 5)	nan
(30, 72, 4)	(72, 66, 1)	(66, 11, 2)	nan
(30, 72, 4)	(72, 66, 1)	(66, 11, 2)	nan
(30, 72, 4)	(72, 66, 1)	(66, 11, 2)	nan
(30, 72, 4)	(72, 66, 1)	(66, 11, 2)	nan
(30, 72, 4)	(72, 46, 5)	(46, 11, 2)	nan
(30, 60, 7)	(60, 35, 8)	(35, 11, 2)	nan
(30, 60, 7)	(60, 35, 8)	(35, 11, 8)	nan
(30, 60, 7)	(60, 35, 8)	(35, 11, 2)	nan
(30, 60, 7)	(60, 35, 8)	(35, 11, 8)	nan
(30, 60, 7)	(60, 11, 2)	nan
(30, 60, 7)	(60, 32, 8)	(32, 11, 2)	nan
(30, 60, 7)	(60, 36, 1)	(36, 11, 2)	nan
(30, 60, 7)	(60, 36, 1)	(36, 11, 2)	nan
(30, 60, 7)	(60, 36, 1)	(36, 11, 8)	nan
(30, 60, 7)	(60, 79, 1)	(79, 11, 2)	nan
(30, 60, 7)	(60, 79, 1)	(79, 11, 6)	nan
(30, 60, 7)	(60, 34, 6)	(34, 11, 2)	nan
(30, 60, 7)	(60, 34, 6)	(34, 11, 8)	nan
(30, 60, 7)	(60, 74, 1)	(74, 11, 2)	nan
(30, 60, 7)	(60, 74, 1)	(74, 11, 7)	nan
(30, 60, 7)	(60, 74, 1)	(74, 11, 3)	nan
(30, 60, 0)	(60, 35, 8)	(35, 11, 2)	nan
(30, 60, 0)	(60, 35, 8)	(35, 11, 8)	nan
(30, 60, 0)	(60, 35, 8)	(35, 11, 2)	nan
(30, 60, 0)	(60, 35, 8)	(35, 11, 8)	nan
(30, 60, 0)	(60, 11, 2)	nan
(30, 60, 0)	(60, 32, 8)	(32, 11, 2)	nan
(30, 60, 0)	(60, 36, 1)	(36, 11, 2)	nan
(30, 60, 0)	(60, 36, 1)	(36, 11, 2)	nan
(30, 60, 0)	(60, 36, 1)	(36, 11, 8)	nan
(30, 60, 0)	(60, 79, 1)	(79, 11, 2)	nan
(30, 60, 0)	(60, 79, 1)	(79, 11, 6)	nan
(30, 60, 0)	(60, 34, 6)	(34, 11, 2)	nan
(30, 60, 0)	(60, 34, 6)	(34, 11, 8)	nan
(30, 60, 0)	(60, 74, 1)	(74, 11, 2)	nan
(30, 60, 0)	(60, 74, 1)	(74, 11, 7)	nan
(30, 60, 0)	(60, 74, 1)	(74, 11, 3)	nan
(30, 75, 7)	(75, 33, 8)	(33, 11, 2)	nan
(30, 75, 7)	(75, 33, 8)	(33, 11, 2)	nan
(30, 75, 7)	(75, 33, 6)	(33, 11, 2)	nan
(30, 75, 7)	(75, 33, 5)	(33, 11, 2)	nan
(30, 75, 7)	(75, 11, 2)	nan
(30, 75, 7)	(75, 11, 3)	nan
