(72, 7, 8)	nan
(72, 34, 8)	(34, 7, 1)	nan
(72, 34, 8)	(34, 7, 3)	nan
(72, 34, 8)	(34, 59, 7)	(59, 7, 1)	nan
(72, 34, 8)	(34, 59, 7)	(59, 7, 6)	nan
(72, 34, 8)	(34, 59, 7)	(59, 7, 7)	nan
(72, 34, 8)	(34, 59, 3)	(59, 7, 1)	nan
(72, 34, 8)	(34, 59, 3)	(59, 7, 6)	nan
(72, 34, 8)	(34, 59, 3)	(59, 7, 7)	nan
(72, 34, 8)	(34, 59, 3)	(59, 7, 1)	nan
(72, 34, 8)	(34, 59, 3)	(59, 7, 6)	nan
(72, 34, 8)	(34, 59, 3)	(59, 7, 7)	nan
(72, 34, 8)	(34, 41, 7)	(41, 7, 1)	nan
(72, 34, 8)	(34, 41, 7)	(41, 7, 3)	nan
(72, 34, 8)	(34, 35, 8)	(35, 7, 1)	nan
(72, 34, 8)	(34, 35, 8)	(35, 7, 0)	nan
(72, 34, 3)	(34, 7, 1)	nan
(72, 34, 3)	(34, 7, 3)	nan
(72, 34, 3)	(34, 59, 7)	(59, 7, 1)	nan
(72, 34, 3)	(34, 59, 7)	(59, 7, 6)	nan
(72, 34, 3)	(34, 59, 7)	(59, 7, 7)	nan
(72, 34, 3)	(34, 59, 3)	(59, 7, 1)	nan
(72, 34, 3)	(34, 59, 3)	(59, 7, 6)	nan
(72, 34, 3)	(34, 59, 3)	(59, 7, 7)	nan
(72, 34, 3)	(34, 59, 3)	(59, 7, 1)	nan
(72, 34, 3)	(34, 59, 3)	(59, 7, 6)	nan
(72, 34, 3)	(34, 59, 3)	(59, 7, 7)	nan
(72, 34, 3)	(34, 41, 7)	(41, 7, 1)	nan
(72, 34, 3)	(34, 41, 7)	(41, 7, 3)	nan
(72, 34, 3)	(34, 35, 8)	(35, 7, 1)	nan
(72, 34, 3)	(34, 35, 8)	(35, 7, 0)	nan
(72, 58, 7)	(58, 7, 1)	nan
(72, 58, 7)	(58, 35, 8)	(35, 7, 1)	nan
(72, 58, 7)	(58, 35, 8)	(35, 7, 0)	nan
(72, 58, 7)	(58, 35, 2)	(35, 7, 1)	nan
(72, 58, 7)	(58, 35, 2)	(35, 7, 0)	nan
(72, 58, 7)	(58, 90, 3)	(90, 7, 1)	nan
(72, 58, 7)	(58, 90, 3)	(90, 7, 2)	nan
(72, 58, 7)	(58, 54, 7)	(54, 7, 1)	nan
(72, 58, 7)	(58, 54, 7)	(54, 7, 0)	nan
(72, 58, 7)	(58, 34, 8)	(34, 7, 1)	nan
(72, 58, 7)	(58, 34, 8)	(34, 7, 3)	nan
(72, 58, 7)	(58, 44, 1)	(44, 7, 1)	nan
(72, 58, 7)	(58, 44, 1)	(44, 7, 5)	nan
(72, 58, 7)	(58, 46, 7)	(46, 7, 1)	nan
(72, 58, 7)	(58, 46, 7)	(46, 7, 1)	nan
(72, 58, 7)	(58, 46, 7)	(46, 7, 3)	nan
(72, 58, 7)	(58, 46, 7)	(46, 7, 4)	nan
(72, 58, 7)	(58, 59, 3)	(59, 7, 1)	nan
(72, 58, 7)	(58, 59, 3)	(59, 7, 6)	nan
