(46, 0, 2)	nan
(46, 0, 8)	nan
(46, 30, 8)	(30, 0, 0)	nan
(46, 30, 8)	(30, 0, 4)	nan
(46, 30, 8)	(30, 72, 4)	(72, 0, 0)	nan
(46, 30, 8)	(30, 72, 4)	(72, 0, 0)	nan
(46, 30, 8)	(30, 72, 4)	(72, 0, 7)	nan
(46, 30, 8)	(30, 72, 4)	(72, 0, 4)	nan
(46, 30, 8)	(30, 60, 7)	(60, 0, 0)	nan
(46, 30, 8)	(30, 60, 0)	(60, 0, 0)	nan
(46, 30, 8)	(30, 75, 7)	(75, 0, 0)	nan
(46, 30, 8)	(30, 75, 7)	(75, 0, 2)	nan
(46, 30, 8)	(30, 88, 5)	(88, 0, 0)	nan
(46, 30, 8)	(30, 88, 5)	(88, 0, 3)	nan
(46, 30, 8)	(30, 88, 5)	(88, 0, 7)	nan
(46, 30, 8)	(30, 34, 8)	(34, 0, 0)	nan
(46, 30, 8)	(30, 34, 8)	(34, 0, 2)	nan
(46, 30, 8)	(30, 85, 0)	(85, 0, 0)	nan
(46, 30, 8)	(30, 85, 0)	(85, 0, 6)	nan
(46, 50, 2)	(50, 0, 0)	nan
(46, 50, 2)	(50, 0, 5)	nan
(46, 50, 2)	(50, 32, 8)	(32, 0, 0)	nan
(46, 50, 2)	(50, 32, 1)	(32, 0, 0)	nan
(46, 50, 2)	(50, 36, 5)	(36, 0, 0)	nan
(46, 50, 2)	(50, 36, 5)	(36, 0, 0)	nan
(46, 50, 2)	(50, 36, 5)	(36, 0, 4)	nan
(46, 50, 2)	(50, 36, 5)	(36, 0, 6)	nan
(46, 50, 2)	(50, 30, 8)	(30, 0, 0)	nan
(46, 50, 2)	(50, 30, 8)	(30, 0, 4)	nan
(46, 50, 2)	(50, 61, 5)	(61, 0, 0)	nan
(46, 50, 2)	(50, 61, 5)	(61, 0, 5)	nan
(46, 50, 2)	(50, 34, 8)	(34, 0, 0)	nan
(46, 50, 2)	(50, 34, 8)	(34, 0, 2)	nan
(46, 50, 2)	(50, 31, 7)	(31, 0, 0)	nan
(46, 50, 2)	(50, 31, 7)	(31, 0, 0)	nan
(46, 50, 2)	(50, 31, 7)	(31, 0, 8)	nan
(46, 50, 2)	(50, 57, 3)	(57, 0, 0)	nan
(46, 50, 2)	(50, 57, 3)	(57, 0, 3)	nan
(46, 50, 2)	(50, 57, 3)	(57, 0, 5)	nan
(46, 50, 2)	(50, 78, 8)	(78, 0, 0)	nan
(46, 50, 2)	(50, 78, 8)	(78, 0, 6)	nan
(46, 74, 0)	(74, 33, 8)	(33, 0, 0)	nan
(46, 74, 0)	(74, 33, 8)	(33, 0, 8)	nan
(46, 74, 0)	(74, 33, 7)	(33, 0, 0)	nan
(46, 74, 0)	(74, 33, 7)	(33, 0, 8)	nan
(46, 74, 0)	(74, 76, 5)	(76, 0, 0)	nan
(46, 74, 0)	(74, 90, 1)	(90, 0, 0)	nan
(46, 74, 0)	(74, 90, 1)	(90, 0, 0)	nan
(46, 74, 0)	(74, 35, 7)	(35, 0, 0)	nan
