(45, 59, 1)	(59, 16, 3)	nan
(45, 59, 1)	(59, 16, 3)	nan
(45, 59, 1)	(59, 16, 5)	nan
(45, 59, 1)	(59, 16, 0)	nan
(45, 59, 1)	(59, 29, 3)	(29, 16, 2)	nan
(45, 59, 1)	(59, 47, 5)	(47, 16, 3)	nan
(45, 59, 1)	(59, 47, 2)	(47, 16, 3)	nan
(45, 59, 1)	(59, 66, 7)	(66, 16, 3)	nan
(45, 33, 8)	(33, 54, 2)	(54, 16, 3)	nan
(45, 33, 8)	(33, 54, 2)	(54, 16, 7)	nan
(45, 33, 8)	(33, 54, 2)	(54, 16, 4)	nan
(45, 33, 8)	(33, 50, 3)	(50, 16, 3)	nan
(45, 33, 8)	(33, 29, 2)	(29, 16, 2)	nan
(45, 76, 7)	(76, 32, 8)	(32, 16, 3)	nan
(45, 76, 7)	(76, 32, 8)	(32, 16, 3)	nan
(45, 76, 7)	(76, 32, 8)	(32, 16, 6)	nan
(45, 76, 7)	(76, 32, 8)	(32, 16, 3)	nan
(45, 76, 7)	(76, 32, 8)	(32, 16, 3)	nan
(45, 76, 7)	(76, 32, 8)	(32, 16, 6)	nan
(45, 76, 7)	(76, 32, 0)	(32, 16, 3)	nan
(45, 76, 7)	(76, 32, 0)	(32, 16, 3)	nan
(45, 76, 7)	(76, 32, 0)	(32, 16, 6)	nan
(45, 76, 7)	(76, 35, 8)	(35, 16, 5)	nan
(45, 76, 7)	(76, 35, 8)	(35, 16, 5)	nan
(45, 61, 1)	(61, 35, 8)	(35, 16, 5)	nan
(45, 61, 1)	(61, 35, 7)	(35, 16, 5)	nan
(45, 61, 1)	(61, 34, 8)	(34, 16, 3)	nan
(45, 83, 1)	(83, 16, 3)	nan
(45, 83, 1)	(83, 16, 7)	nan
(45, 83, 1)	(83, 29, 8)	(29, 16, 2)	nan
(45, 83, 1)	(83, 29, 2)	(29, 16, 2)	nan
(45, 83, 1)	(83, 85, 0)	(85, 16, 3)	nan
(45, 83, 1)	(83, 85, 0)	(85, 16, 1)	nan
(45, 69, 5)	(69, 34, 8)	(34, 16, 3)	nan
(45, 69, 5)	(69, 34, 8)	(34, 16, 3)	nan
(45, 69, 5)	(69, 34, 7)	(34, 16, 3)	nan
(45, 69, 5)	(69, 48, 2)	(48, 16, 3)	nan
(45, 69, 5)	(69, 53, 3)	(53, 16, 3)	nan
(45, 37, 0)	(37, 79, 0)	(79, 16, 7)	nan
(45, 37, 0)	(37, 64, 8)	(64, 16, 3)	nan
(45, 37, 0)	(37, 64, 8)	(64, 16, 1)	nan
(45, 37, 0)	(37, 32, 8)	(32, 16, 3)	nan
(45, 37, 0)	(37, 32, 8)	(32, 16, 3)	nan
(45, 37, 0)	(37, 32, 8)	(32, 16, 6)	nan
(45, 53, 0)	(53, 16, 3)	nan
(45, 53, 0)	(53, 34, 3)	(34, 16, 3)	nan
(45, 53, 0)	(53, 86, 2)	(86, 16, 3)	nan
(45, 53, 0)	(53, 85, 3)	(85, 16, 3)	nan
(45, 53, 0)	(53, 85, 3)	(85, 16, 1)	nan
(45, 53, 0)	(53, 57, 2)	(57, 16, 3)	nan
