(52, 19, 2)	nan
(52, 33, 1)	(33, 54, 2)	(54, 19, 4)	nan
(52, 33, 1)	(33, 54, 2)	(54, 19, 3)	nan
(52, 33, 1)	(33, 74, 0)	(74, 19, 4)	nan
(52, 33, 1)	(33, 74, 0)	(74, 19, 4)	nan
(52, 33, 1)	(33, 74, 0)	(74, 19, 0)	nan
(52, 33, 1)	(33, 74, 0)	(74, 19, 5)	nan
(52, 33, 1)	(33, 74, 0)	(74, 19, 1)	nan
(52, 33, 1)	(33, 74, 0)	(74, 19, 7)	nan
(52, 33, 1)	(33, 87, 3)	(87, 19, 4)	nan
(52, 33, 1)	(33, 41, 1)	(41, 19, 4)	nan
(52, 33, 1)	(33, 41, 1)	(41, 19, 3)	nan
(52, 33, 1)	(33, 84, 0)	(84, 19, 4)	nan
(52, 33, 1)	(33, 84, 0)	(84, 19, 4)	nan
(52, 33, 1)	(33, 84, 0)	(84, 19, 4)	nan
(52, 33, 1)	(33, 29, 2)	(29, 19, 4)	nan
(52, 33, 1)	(33, 29, 2)	(29, 19, 8)	nan
(52, 29, 8)	(29, 19, 4)	nan
(52, 29, 8)	(29, 19, 8)	nan
(52, 29, 8)	(29, 88, 0)	(88, 19, 4)	nan
(52, 29, 8)	(29, 88, 0)	(88, 19, 0)	nan
(52, 29, 8)	(29, 35, 1)	(35, 19, 4)	nan
(52, 29, 8)	(29, 35, 1)	(35, 19, 7)	nan
(52, 29, 8)	(29, 76, 3)	(76, 19, 4)	nan
(52, 29, 8)	(29, 76, 3)	(76, 19, 4)	nan
(52, 29, 8)	(29, 76, 3)	(76, 19, 6)	nan
(52, 29, 8)	(29, 76, 3)	(76, 19, 6)	nan
(52, 29, 8)	(29, 86, 1)	(86, 19, 4)	nan
(52, 29, 8)	(29, 86, 1)	(86, 19, 4)	nan
(52, 29, 8)	(29, 61, 7)	(61, 19, 1)	nan
(52, 29, 8)	(29, 61, 7)	(61, 19, 4)	nan
(52, 45, 3)	(45, 19, 4)	nan
(52, 45, 3)	(45, 76, 7)	(76, 19, 4)	nan
(52, 45, 3)	(45, 76, 7)	(76, 19, 4)	nan
(52, 45, 3)	(45, 76, 7)	(76, 19, 6)	nan
(52, 45, 3)	(45, 76, 7)	(76, 19, 6)	nan
(52, 45, 3)	(45, 61, 1)	(61, 19, 1)	nan
(52, 45, 3)	(45, 61, 1)	(61, 19, 4)	nan
(52, 45, 3)	(45, 83, 1)	(83, 19, 4)	nan
(52, 45, 3)	(45, 69, 5)	(69, 19, 1)	nan
(52, 45, 3)	(45, 37, 0)	(37, 19, 4)	nan
(52, 45, 3)	(45, 37, 0)	(37, 19, 4)	nan
(52, 45, 3)	(45, 37, 0)	(37, 19, 4)	nan
(52, 45, 3)	(45, 53, 0)	(53, 19, 7)	nan
(52, 45, 3)	(45, 62, 1)	(62, 19, 4)	nan
(52, 45, 3)	(45, 62, 1)	(62, 19, 4)	nan
(52, 45, 3)	(45, 62, 1)	(62, 19, 4)	nan
(52, 45, 3)	(45, 62, 1)	(62, 19, 4)	nan
(52, 45, 3)	(45, 46, 0)	(46, 19, 4)	nan
(52, 45, 3)	(45, 46, 0)	(46, 19, 1)	nan
