(73, 29, 8)	(29, 3, 0)	nan
(73, 29, 8)	(29, 88, 0)	(88, 3, 0)	nan
(73, 29, 8)	(29, 88, 0)	(88, 3, 0)	nan
(73, 29, 8)	(29, 88, 0)	(88, 3, 3)	nan
(73, 29, 8)	(29, 35, 1)	(35, 3, 0)	nan
(73, 29, 8)	(29, 52, 7)	(52, 3, 1)	nan
(73, 29, 8)	(29, 76, 3)	(76, 3, 0)	nan
(73, 29, 8)	(29, 61, 7)	(61, 3, 0)	nan
(73, 29, 8)	(29, 61, 7)	(61, 3, 0)	nan
(73, 29, 8)	(29, 3, 0)	nan
(73, 29, 8)	(29, 88, 0)	(88, 3, 0)	nan
(73, 29, 8)	(29, 88, 0)	(88, 3, 0)	nan
(73, 29, 8)	(29, 88, 0)	(88, 3, 3)	nan
(73, 29, 8)	(29, 35, 1)	(35, 3, 0)	nan
(73, 29, 8)	(29, 52, 7)	(52, 3, 1)	nan
(73, 29, 8)	(29, 76, 3)	(76, 3, 0)	nan
(73, 29, 8)	(29, 61, 7)	(61, 3, 0)	nan
(73, 29, 8)	(29, 61, 7)	(61, 3, 0)	nan
(73, 29, 4)	(29, 3, 0)	nan
(73, 29, 4)	(29, 88, 0)	(88, 3, 0)	nan
(73, 29, 4)	(29, 88, 0)	(88, 3, 0)	nan
(73, 29, 4)	(29, 88, 0)	(88, 3, 3)	nan
(73, 29, 4)	(29, 35, 1)	(35, 3, 0)	nan
(73, 29, 4)	(29, 52, 7)	(52, 3, 1)	nan
(73, 29, 4)	(29, 76, 3)	(76, 3, 0)	nan
(73, 29, 4)	(29, 61, 7)	(61, 3, 0)	nan
(73, 29, 4)	(29, 61, 7)	(61, 3, 0)	nan
(73, 3, 0)	nan
(73, 49, 0)	(49, 41, 2)	(41, 3, 0)	nan
(73, 49, 0)	(49, 41, 2)	(41, 3, 0)	nan
(73, 49, 0)	(49, 41, 2)	(41, 3, 3)	nan
(73, 49, 0)	(49, 58, 3)	(58, 3, 0)	nan
(73, 49, 0)	(49, 58, 2)	(58, 3, 0)	nan
(73, 49, 0)	(49, 78, 7)	(78, 3, 0)	nan
(73, 45, 1)	(45, 76, 7)	(76, 3, 0)	nan
(73, 45, 1)	(45, 61, 1)	(61, 3, 0)	nan
(73, 45, 1)	(45, 61, 1)	(61, 3, 0)	nan
(73, 45, 1)	(45, 83, 1)	(83, 3, 0)	nan
(73, 45, 1)	(45, 69, 5)	(69, 3, 8)	nan
(73, 45, 1)	(45, 37, 0)	(37, 3, 0)	nan
(73, 45, 1)	(45, 46, 0)	(46, 3, 0)	nan
(73, 45, 1)	(45, 46, 0)	(46, 3, 6)	nan
(73, 33, 8)	(33, 74, 0)	(74, 3, 0)	nan
(73, 33, 8)	(33, 87, 3)	(87, 3, 0)	nan
(73, 33, 8)	(33, 41, 1)	(41, 3, 0)	nan
(73, 33, 8)	(33, 41, 1)	(41, 3, 0)	nan
(73, 33, 8)	(33, 41, 1)	(41, 3, 3)	nan
(73, 33, 8)	(33, 84, 0)	(84, 3, 0)	nan
(73, 33, 8)	(33, 84, 0)	(84, 3, 3)	nan
(73, 33, 8)	(33, 29, 2)	(29, 3, 0)	nan
(73, 33, 8)	(33, 74, 0)	(74, 3, 0)	nan
