(61, 27, 8)	nan
(61, 35, 8)	(35, 27, 7)	nan
(61, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(61, 35, 8)	(35, 74, 5)	(74, 27, 7)	nan
(61, 35, 8)	(35, 74, 5)	(74, 27, 5)	nan
(61, 35, 8)	(35, 74, 5)	(74, 27, 2)	nan
(61, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(61, 35, 8)	(35, 68, 7)	(68, 27, 7)	nan
(61, 35, 8)	(35, 68, 7)	(68, 27, 6)	nan
(61, 35, 8)	(35, 56, 1)	(56, 27, 7)	nan
(61, 35, 8)	(35, 30, 8)	(30, 27, 7)	nan
(61, 35, 8)	(35, 52, 3)	(52, 27, 7)	nan
(61, 35, 8)	(35, 52, 3)	(52, 27, 1)	nan
(61, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(61, 35, 8)	(35, 88, 1)	(88, 27, 7)	nan
(61, 35, 8)	(35, 88, 1)	(88, 27, 5)	nan
(61, 35, 8)	(35, 88, 1)	(88, 27, 3)	nan
(61, 35, 7)	(35, 27, 7)	nan
(61, 35, 7)	(35, 74, 5)	(74, 27, 7)	nan
(61, 35, 7)	(35, 74, 5)	(74, 27, 7)	nan
(61, 35, 7)	(35, 74, 5)	(74, 27, 5)	nan
(61, 35, 7)	(35, 74, 5)	(74, 27, 2)	nan
(61, 35, 7)	(35, 68, 7)	(68, 27, 7)	nan
(61, 35, 7)	(35, 68, 7)	(68, 27, 7)	nan
(61, 35, 7)	(35, 68, 7)	(68, 27, 6)	nan
(61, 35, 7)	(35, 56, 1)	(56, 27, 7)	nan
(61, 35, 7)	(35, 30, 8)	(30, 27, 7)	nan
(61, 35, 7)	(35, 52, 3)	(52, 27, 7)	nan
(61, 35, 7)	(35, 52, 3)	(52, 27, 1)	nan
(61, 35, 7)	(35, 88, 1)	(88, 27, 7)	nan
(61, 35, 7)	(35, 88, 1)	(88, 27, 7)	nan
(61, 35, 7)	(35, 88, 1)	(88, 27, 5)	nan
(61, 35, 7)	(35, 88, 1)	(88, 27, 3)	nan
(61, 34, 8)	(34, 27, 7)	nan
(61, 34, 8)	(34, 27, 7)	nan
(61, 34, 8)	(34, 67, 2)	(67, 27, 7)	nan
(61, 34, 8)	(34, 67, 2)	(67, 27, 7)	nan
(61, 34, 8)	(34, 67, 2)	(67, 27, 2)	nan
(61, 34, 8)	(34, 67, 2)	(67, 27, 3)	nan
(61, 34, 8)	(34, 59, 7)	(59, 27, 7)	nan
(61, 34, 8)	(34, 59, 3)	(59, 27, 7)	nan
(61, 34, 8)	(34, 59, 3)	(59, 27, 7)	nan
(61, 34, 8)	(34, 70, 3)	(70, 27, 7)	nan
(61, 34, 8)	(34, 70, 3)	(70, 27, 8)	nan
(61, 34, 8)	(34, 70, 3)	(70, 27, 1)	nan
(61, 34, 8)	(34, 92, 1)	(92, 27, 7)	nan
(61, 34, 8)	(34, 92, 5)	(92, 27, 7)	nan
(61, 34, 8)	(34, 41, 7)	(41, 27, 7)	nan
(61, 34, 8)	(34, 41, 7)	(41, 27, 7)	nan
(61, 34, 8)	(34, 41, 7)	(41, 27, 4)	nan
