(60, 35, 8)	(35, 11, 2)	nan
(60, 35, 8)	(35, 11, 8)	nan
(60, 35, 8)	(35, 74, 5)	(74, 11, 2)	nan
(60, 35, 8)	(35, 74, 5)	(74, 11, 7)	nan
(60, 35, 8)	(35, 74, 5)	(74, 11, 3)	nan
(60, 35, 8)	(35, 68, 7)	(68, 11, 2)	nan
(60, 35, 8)	(35, 68, 7)	(68, 11, 3)	nan
(60, 35, 8)	(35, 56, 1)	(56, 11, 2)	nan
(60, 35, 8)	(35, 56, 1)	(56, 11, 5)	nan
(60, 35, 8)	(35, 30, 8)	(30, 11, 2)	nan
(60, 35, 8)	(35, 52, 3)	(52, 11, 2)	nan
(60, 35, 8)	(35, 52, 3)	(52, 11, 2)	nan
(60, 35, 8)	(35, 52, 3)	(52, 11, 6)	nan
(60, 35, 8)	(35, 75, 7)	(75, 11, 2)	nan
(60, 35, 8)	(35, 75, 7)	(75, 11, 3)	nan
(60, 35, 8)	(35, 88, 1)	(88, 11, 2)	nan
(60, 35, 8)	(35, 88, 1)	(88, 11, 1)	nan
(60, 35, 8)	(35, 11, 2)	nan
(60, 35, 8)	(35, 11, 8)	nan
(60, 35, 8)	(35, 74, 5)	(74, 11, 2)	nan
(60, 35, 8)	(35, 74, 5)	(74, 11, 7)	nan
(60, 35, 8)	(35, 74, 5)	(74, 11, 3)	nan
(60, 35, 8)	(35, 68, 7)	(68, 11, 2)	nan
(60, 35, 8)	(35, 68, 7)	(68, 11, 3)	nan
(60, 35, 8)	(35, 56, 1)	(56, 11, 2)	nan
(60, 35, 8)	(35, 56, 1)	(56, 11, 5)	nan
(60, 35, 8)	(35, 30, 8)	(30, 11, 2)	nan
(60, 35, 8)	(35, 52, 3)	(52, 11, 2)	nan
(60, 35, 8)	(35, 52, 3)	(52, 11, 2)	nan
(60, 35, 8)	(35, 52, 3)	(52, 11, 6)	nan
(60, 35, 8)	(35, 75, 7)	(75, 11, 2)	nan
(60, 35, 8)	(35, 75, 7)	(75, 11, 3)	nan
(60, 35, 8)	(35, 88, 1)	(88, 11, 2)	nan
(60, 35, 8)	(35, 88, 1)	(88, 11, 1)	nan
(60, 11, 2)	nan
(60, 32, 8)	(32, 11, 2)	nan
(60, 32, 8)	(32, 29, 3)	(29, 11, 2)	nan
(60, 32, 8)	(32, 29, 3)	(29, 11, 2)	nan
(60, 32, 8)	(32, 29, 3)	(29, 11, 7)	nan
(60, 32, 8)	(32, 86, 7)	(86, 11, 2)	nan
(60, 32, 8)	(32, 86, 7)	(86, 11, 2)	nan
(60, 32, 8)	(32, 86, 7)	(86, 11, 5)	nan
(60, 32, 8)	(32, 86, 7)	(86, 11, 5)	nan
(60, 32, 8)	(32, 61, 1)	(61, 11, 2)	nan
(60, 32, 8)	(32, 61, 1)	(61, 11, 2)	nan
(60, 32, 8)	(32, 61, 1)	(61, 11, 5)	nan
(60, 32, 8)	(32, 76, 7)	(76, 11, 2)	nan
(60, 32, 8)	(32, 76, 7)	(76, 11, 7)	nan
(60, 32, 8)	(32, 51, 1)	(51, 11, 2)	nan
(60, 32, 8)	(32, 41, 3)	(41, 11, 2)	nan
(60, 32, 8)	(32, 41, 3)	(41, 11, 2)	nan
