(47, 0, 2)	nan
(47, 0, 8)	nan
(47, 60, 5)	(60, 0, 0)	nan
(47, 60, 5)	(60, 35, 8)	(35, 0, 0)	nan
(47, 60, 5)	(60, 35, 8)	(35, 0, 3)	nan
(47, 60, 5)	(60, 35, 8)	(35, 0, 4)	nan
(47, 60, 5)	(60, 35, 8)	(35, 0, 0)	nan
(47, 60, 5)	(60, 35, 8)	(35, 0, 3)	nan
(47, 60, 5)	(60, 35, 8)	(35, 0, 4)	nan
(47, 60, 5)	(60, 32, 8)	(32, 0, 0)	nan
(47, 60, 5)	(60, 36, 1)	(36, 0, 0)	nan
(47, 60, 5)	(60, 36, 1)	(36, 0, 0)	nan
(47, 60, 5)	(60, 36, 1)	(36, 0, 4)	nan
(47, 60, 5)	(60, 36, 1)	(36, 0, 6)	nan
(47, 60, 5)	(60, 30, 8)	(30, 0, 0)	nan
(47, 60, 5)	(60, 30, 8)	(30, 0, 4)	nan
(47, 60, 5)	(60, 34, 6)	(34, 0, 0)	nan
(47, 60, 5)	(60, 34, 6)	(34, 0, 2)	nan
(47, 60, 0)	(60, 0, 0)	nan
(47, 60, 0)	(60, 35, 8)	(35, 0, 0)	nan
(47, 60, 0)	(60, 35, 8)	(35, 0, 3)	nan
(47, 60, 0)	(60, 35, 8)	(35, 0, 4)	nan
(47, 60, 0)	(60, 35, 8)	(35, 0, 0)	nan
(47, 60, 0)	(60, 35, 8)	(35, 0, 3)	nan
(47, 60, 0)	(60, 35, 8)	(35, 0, 4)	nan
(47, 60, 0)	(60, 32, 8)	(32, 0, 0)	nan
(47, 60, 0)	(60, 36, 1)	(36, 0, 0)	nan
(47, 60, 0)	(60, 36, 1)	(36, 0, 0)	nan
(47, 60, 0)	(60, 36, 1)	(36, 0, 4)	nan
(47, 60, 0)	(60, 36, 1)	(36, 0, 6)	nan
(47, 60, 0)	(60, 30, 8)	(30, 0, 0)	nan
(47, 60, 0)	(60, 30, 8)	(30, 0, 4)	nan
(47, 60, 0)	(60, 34, 6)	(34, 0, 0)	nan
(47, 60, 0)	(60, 34, 6)	(34, 0, 2)	nan
(47, 45, 7)	(45, 59, 1)	(59, 0, 0)	nan
(47, 45, 7)	(45, 59, 1)	(59, 0, 2)	nan
(47, 45, 7)	(45, 33, 8)	(33, 0, 0)	nan
(47, 45, 7)	(45, 33, 8)	(33, 0, 8)	nan
(47, 45, 7)	(45, 76, 7)	(76, 0, 0)	nan
(47, 45, 7)	(45, 61, 1)	(61, 0, 0)	nan
(47, 45, 7)	(45, 61, 1)	(61, 0, 5)	nan
(47, 45, 7)	(45, 83, 1)	(83, 0, 0)	nan
(47, 45, 7)	(45, 83, 1)	(83, 0, 8)	nan
(47, 45, 7)	(45, 69, 5)	(69, 0, 0)	nan
(47, 45, 7)	(45, 69, 5)	(69, 0, 0)	nan
(47, 45, 7)	(45, 69, 5)	(69, 0, 8)	nan
(47, 45, 7)	(45, 53, 0)	(53, 0, 3)	nan
(47, 45, 7)	(45, 62, 1)	(62, 0, 0)	nan
(47, 45, 7)	(45, 62, 1)	(62, 0, 0)	nan
(47, 45, 7)	(45, 62, 1)	(62, 0, 7)	nan
