(72, 21, 5)	nan
(72, 34, 8)	(34, 21, 5)	nan
(72, 34, 8)	(34, 91, 1)	(91, 21, 5)	nan
(72, 34, 8)	(34, 91, 1)	(91, 21, 7)	nan
(72, 34, 8)	(34, 91, 1)	(91, 21, 1)	nan
(72, 34, 8)	(34, 67, 2)	(67, 21, 5)	nan
(72, 34, 8)	(34, 67, 2)	(67, 21, 6)	nan
(72, 34, 8)	(34, 59, 7)	(59, 21, 5)	nan
(72, 34, 8)	(34, 59, 3)	(59, 21, 5)	nan
(72, 34, 8)	(34, 59, 3)	(59, 21, 5)	nan
(72, 34, 8)	(34, 92, 1)	(92, 21, 5)	nan
(72, 34, 8)	(34, 92, 1)	(92, 21, 2)	nan
(72, 34, 8)	(34, 92, 5)	(92, 21, 5)	nan
(72, 34, 8)	(34, 92, 5)	(92, 21, 2)	nan
(72, 34, 8)	(34, 41, 7)	(41, 21, 5)	nan
(72, 34, 8)	(34, 41, 7)	(41, 21, 5)	nan
(72, 34, 8)	(34, 41, 7)	(41, 21, 1)	nan
(72, 34, 8)	(34, 41, 7)	(41, 21, 8)	nan
(72, 34, 8)	(34, 33, 8)	(33, 21, 5)	nan
(72, 34, 8)	(34, 35, 8)	(35, 21, 5)	nan
(72, 34, 8)	(34, 35, 8)	(35, 21, 3)	nan
(72, 34, 3)	(34, 21, 5)	nan
(72, 34, 3)	(34, 91, 1)	(91, 21, 5)	nan
(72, 34, 3)	(34, 91, 1)	(91, 21, 7)	nan
(72, 34, 3)	(34, 91, 1)	(91, 21, 1)	nan
(72, 34, 3)	(34, 67, 2)	(67, 21, 5)	nan
(72, 34, 3)	(34, 67, 2)	(67, 21, 6)	nan
(72, 34, 3)	(34, 59, 7)	(59, 21, 5)	nan
(72, 34, 3)	(34, 59, 3)	(59, 21, 5)	nan
(72, 34, 3)	(34, 59, 3)	(59, 21, 5)	nan
(72, 34, 3)	(34, 92, 1)	(92, 21, 5)	nan
(72, 34, 3)	(34, 92, 1)	(92, 21, 2)	nan
(72, 34, 3)	(34, 92, 5)	(92, 21, 5)	nan
(72, 34, 3)	(34, 92, 5)	(92, 21, 2)	nan
(72, 34, 3)	(34, 41, 7)	(41, 21, 5)	nan
(72, 34, 3)	(34, 41, 7)	(41, 21, 5)	nan
(72, 34, 3)	(34, 41, 7)	(41, 21, 1)	nan
(72, 34, 3)	(34, 41, 7)	(41, 21, 8)	nan
(72, 34, 3)	(34, 33, 8)	(33, 21, 5)	nan
(72, 34, 3)	(34, 35, 8)	(35, 21, 5)	nan
(72, 34, 3)	(34, 35, 8)	(35, 21, 3)	nan
(72, 58, 7)	(58, 35, 8)	(35, 21, 5)	nan
(72, 58, 7)	(58, 35, 8)	(35, 21, 3)	nan
(72, 58, 7)	(58, 35, 2)	(35, 21, 5)	nan
(72, 58, 7)	(58, 35, 2)	(35, 21, 3)	nan
(72, 58, 7)	(58, 90, 3)	(90, 21, 5)	nan
(72, 58, 7)	(58, 90, 3)	(90, 21, 6)	nan
(72, 58, 7)	(58, 34, 8)	(34, 21, 5)	nan
(72, 58, 7)	(58, 46, 7)	(46, 21, 5)	nan
(72, 58, 7)	(58, 46, 7)	(46, 21, 2)	nan
(72, 58, 7)	(58, 46, 7)	(46, 21, 1)	nan
