(33, 27, 0)	nan
(33, 54, 2)	(54, 27, 7)	nan
(33, 54, 2)	(54, 27, 4)	nan
(33, 54, 2)	(54, 35, 3)	(35, 27, 7)	nan
(33, 54, 2)	(54, 79, 1)	(79, 27, 7)	nan
(33, 54, 2)	(54, 79, 1)	(79, 27, 7)	nan
(33, 54, 2)	(54, 79, 1)	(79, 27, 5)	nan
(33, 54, 2)	(54, 43, 7)	(43, 27, 7)	nan
(33, 54, 2)	(54, 43, 7)	(43, 27, 2)	nan
(33, 54, 2)	(54, 87, 7)	(87, 27, 7)	nan
(33, 54, 2)	(54, 87, 7)	(87, 27, 7)	nan
(33, 54, 2)	(54, 87, 7)	(87, 27, 3)	nan
(33, 54, 2)	(54, 87, 7)	(87, 27, 5)	nan
(33, 54, 2)	(54, 56, 3)	(56, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 38, 2)	(38, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 54, 2)	(54, 69, 3)	(69, 27, 7)	nan
(33, 50, 3)	(50, 27, 7)	nan
(33, 50, 3)	(50, 27, 2)	nan
(33, 50, 3)	(50, 30, 8)	(30, 27, 7)	nan
(33, 50, 3)	(50, 61, 5)	(61, 27, 7)	nan
(33, 50, 3)	(50, 61, 5)	(61, 27, 8)	nan
(33, 50, 3)	(50, 34, 8)	(34, 27, 7)	nan
(33, 50, 3)	(50, 34, 8)	(34, 27, 7)	nan
(33, 50, 3)	(50, 31, 7)	(31, 27, 7)	nan
(33, 50, 3)	(50, 31, 7)	(31, 27, 7)	nan
(33, 50, 3)	(50, 31, 7)	(31, 27, 5)	nan
(33, 50, 3)	(50, 31, 7)	(31, 27, 6)	nan
(33, 50, 3)	(50, 57, 3)	(57, 27, 7)	nan
